query,phylum,class,order,family,genus
Pantopsalis phocator,Arthropoda,Arachnida,Opiliones,Monoscutidae,Pantopsalis
Forsteropsalis fabulosa,Arthropoda,Arachnida,Opiliones,Neopilionidae,Forsteropsalis
Pantopsalis snaresensis,Arthropoda,Arachnida,Opiliones,Monoscutidae,Pantopsalis
Gluvia dorsalis,Arthropoda,Arachnida,Solifugae,Daesiidae,Gluvia
Dactylothrombium pulcherrimum,Arthropoda,Arachnida,Trombidiformes,Microtrombidiidae,Dactylothrombium
Microtrombidium cooki,Arthropoda,Arachnida,Trombidiformes,Microtrombidiidae,Microtrombidium
Valgoperuvia paradoxa,Arthropoda,Arachnida,Trombidiformes,Microtrombidiidae,Valgoperuvia
Atractothrombium sylvaticum,Arthropoda,Arachnida,Trombidiformes,Microtrombidiidae,Atractothrombium
Hydrovolzia placophora,Arthropoda,Arachnida,Trombidiformes,Hydrovolziidae,Hydrovolzia
Limnochares americana,Arthropoda,Arachnida,Trombidiformes,Limnocharidae,Limnochares
Sperchonopsis phreaticus,Arthropoda,Arachnida,Trombidiformes,Sperchontidae,Sperchonopsis
Horreolanus orphanus,Arthropoda,Arachnida,Trombidiformes,Bogatiidae,Horreolanus
Arrenurus bleptopetiolatus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Hydryphantes waynensis,Arthropoda,Arachnida,Trombidiformes,Hydryphantidae,Hydryphantes
Australotiphys barmutai,Arthropoda,Arachnida,Trombidiformes,Pionidae,Australotiphys
Limnesia marshallae,Arthropoda,Arachnida,Trombidiformes,Limnesiidae,Limnesia
Titanidiops canariensis,Arthropoda,Arachnida,Araneae,Idiopidae,Titanidiops
Titanidiops maroccanus,Arthropoda,Arachnida,Araneae,Idiopidae,Titanidiops
Idiops syriacus,Arthropoda,Arachnida,Araneae,Idiopidae,Idiops
Acaphylla theavagrans,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Acaphylla
Aculus amygdali,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aculus
Aculus ichnocarpi,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aculus
Cheiracus sulcatus,Arthropoda,Arachnida,Trombidiformes,Diptilomiopidae,Cheiracus
Diptilomiopus assamica,Arthropoda,Arachnida,Trombidiformes,Diptilomiopidae,Diptilomiopus
Epitrimerus sabinae,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Epitrimerus
Phyllocoptes taishanensis,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptes
Phyllocoptruta platyclada,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptruta
Phytoptus rotundus,Arthropoda,Arachnida,Trombidiformes,Phytoptidae,Phytoptus
Rhyncaphytoptus ulmi,Arthropoda,Arachnida,Trombidiformes,Diptilomiopidae,Rhyncaphytoptus
Setoptus koraiensis,Arthropoda,Arachnida,Trombidiformes,Phytoptidae,Setoptus
Shevtchenkella celtis,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Shevtchenkella
Shevtchenkella ulmi,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Shevtchenkella
Spinaetergum adinae,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Spinaetergum
Tetra formosae,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Tetra
Tetrameracarus taiwanensis,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Tetrameracarus
Trimeroptes quercus,Arthropoda,Arachnida,Trombidiformes,Diptilomiopidae,Trimeroptes
Trisetacus ehmanni,Arthropoda,Arachnida,Trombidiformes,Phytoptidae,Trisetacus
Franckeus kochi,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Franckeus
Pseudouroctonus glimmei,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Pseudouroctonus
Smeringurus grandis,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Smeringurus
Stahnkeus deserticola,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Stahnkeus
Uroctonites giulianii,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Uroctonites
Vaejovis intermedius,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis mexicanus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis pequeno,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis rossmani,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Wernerius spicatus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Wernerius
Balsateres cisnerosi,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Balsateres
Chihuahuanus bilineatus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Chihuahuanus
Chihuahuanus cazieri,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Chihuahuanus
Chihuahuanus coahuilae,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Chihuahuanus
Chihuahuanus crassimanus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Chihuahuanus
Chihuahuanus glabrimanus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Chihuahuanus
Chihuahuanus globosus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Chihuahuanus
Chihuahuanus kovariki,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Chihuahuanus
Chihuahuanus russelli,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Chihuahuanus
Kochius barbatus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Kochius
Kochius bruneus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Kochius
Kochius cerralvensis,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Kochius
Kochius hirsuticauda,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Kochius
Kochius insularis,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Kochius
Kochius magdalensis,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Kochius
Kochius punctipalpi,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Kochius
Kochius sonorae,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Kochius
Kochius villosus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Kochius
Konetontli acapulco,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Konetontli
Konetontli chamelaensis,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Konetontli
Kuarapu purhepecha,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Kuarapu
Maaykuyak vittatus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Maaykuyak
Maaykuyak waueri,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Maaykuyak
Mesomexovis atenango,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Mesomexovis
Mesomexovis oaxaca,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Mesomexovis
Mesomexovis occidentalis,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Mesomexovis
Mesomexovis punctatus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Mesomexovis
Mesomexovis spadix,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Mesomexovis
Mesomexovis subcristatus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Mesomexovis
Paravaejovis confusus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis
Paravaejovis diazi,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis
Paravaejovis eusthenura,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis
Paravaejovis gravicaudus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis
Paravaejovis hoffmanni,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis
Paravaejovis pumilis,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis
Paravaejovis puritanus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis
Paravaejovis schwenkmeyeri,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis
Paravaejovis spinigerus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis
Paravaejovis waeringi,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis
Syntropis macrura,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Syntropis
Syntropis williamsi,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Syntropis
Thorellius cristimanus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Thorellius
Thorellius intrepidus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Thorellius
Vizcaino viscainensis,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vizcaino
Promegninia calonectris,Arthropoda,Arachnida,Sarcoptiformes,Avenzoariidae,Promegninia
Promegninia bulweriae,Arthropoda,Arachnida,Sarcoptiformes,Avenzoariidae,Promegninia
Chilenodes australis,Arthropoda,Arachnida,Araneae,Malkaridae,Chilenodes
Chileotaxus sans,Arthropoda,Arachnida,Araneae,Synotaxidae,Chileotaxus
Clitaetra perroti,Arthropoda,Arachnida,Araneae,Nephilidae,Clitaetra
Malkara loricata,Arthropoda,Arachnida,Araneae,Malkaridae,Malkara
Mangua gunni,Arthropoda,Arachnida,Araneae,Synotaxidae,Mangua
Matilda australia,Arthropoda,Arachnida,Araneae,Cyatholipidae,Matilda
Meringa borealis,Arthropoda,Arachnida,Araneae,Synotaxidae,Meringa
Pararchaea alba,Arthropoda,Arachnida,Araneae,Pararchaeidae,Pararchaea
Heteronebo jamaicae,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Heteronebo
Tarsoporosus kugleri,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Tarsoporosus
Bioculus caboensis,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Bioculus
Bioculus comondae,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Bioculus
Didymocentrus krausi,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Didymocentrus
Didymocentrus lesueurii,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Didymocentrus
Kolotl magnus,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Kolotl
Kolotl poncei,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Kolotl
Diplocentrus anophthalmus,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus bereai,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus coddingtoni,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus colwelli,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus coylei,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus cozumel,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus diablo,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus formosus,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus gertschi,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus hoffmanni,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus jaca,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus keyserlingii,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus kraepelini,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus lindo,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus melici,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus mexicanus,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus mitlae,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus motagua,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus peloncillensis,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus rectimanus,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus reddelli,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus sagittipalpus,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus silanesi,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus sissomi,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus tehuacanus,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus whitei,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Diplocentrus zacatecanus,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus
Sicarius cariri,Arthropoda,Arachnida,Araneae,Sicariidae,Sicarius
Sicarius diadorim,Arthropoda,Arachnida,Araneae,Sicariidae,Sicarius
Sicarius ornatus,Arthropoda,Arachnida,Araneae,Sicariidae,Sicarius
Sicarius tropicus,Arthropoda,Arachnida,Araneae,Sicariidae,Sicarius
Eueremaeus chiatous,Arthropoda,Arachnida,Sarcoptiformes,Eremaeidae,Eueremaeus
Punctoribates palustris,Arthropoda,Arachnida,Sarcoptiformes,Punctoribatidae,Punctoribates
Agroeca pratensis,Arthropoda,Arachnida,Araneae,Liocranidae,Agroeca
Gymnodamaeus ornatus,Arthropoda,Arachnida,Sarcoptiformes,Gymnodamaeidae,Gymnodamaeus
Chamobates cuspidatus,Arthropoda,Arachnida,Sarcoptiformes,Chamobatidae,Chamobates
Leiobunum exillipes,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Eueremaeus tetrosus,Arthropoda,Arachnida,Sarcoptiformes,Eremaeidae,Eueremaeus
Eueremaeus marshalli,Arthropoda,Arachnida,Sarcoptiformes,Eremaeidae,Eueremaeus
Rhacaplacarus ortizi,Arthropoda,Arachnida,Sarcoptiformes,Steganacaridae,Rhacaplacarus
Gabucinia delibata,Arthropoda,Arachnida,Sarcoptiformes,Gabuciniidae,Gabucinia
Mesalgoides megnini,Arthropoda,Arachnida,Sarcoptiformes,Psoroptoididae,Mesalgoides
Monojoubertia hemiphylla,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Monojoubertia
Montesauria cylindrica,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Montesauria
Proctophyllodes acanthicaulus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes anthi,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes caulifer,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes clavatus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes cotyledon,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes doleophyes,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes fuchsi,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes glandarinus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes hipposideros,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes leptocaulus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes lusciniae,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes macedo,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes megaphyllus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes mesocaulus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes miliariae,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes motacillae,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes musicus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes pinnatus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes poublani,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes reguli,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes remizicola,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes rubeculinus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes schoenicli,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes schwerinensis,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes serini,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes simillimus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes spini,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes sylviae,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes tenericaulus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes troncatus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes vassilevi,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes vegetans,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes vitzthumi,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes volgini,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes weigoldi,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Pterodectes rutilus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Pterodectes
Pteronyssoides motacillae,Arthropoda,Arachnida,Sarcoptiformes,Pteronyssidae,Pteronyssoides
Pteronyssoides parinus,Arthropoda,Arachnida,Sarcoptiformes,Pteronyssidae,Pteronyssoides
Pteronyssoides piscinotus,Arthropoda,Arachnida,Sarcoptiformes,Pteronyssidae,Pteronyssoides
Scutulanyssus hirundicola,Arthropoda,Arachnida,Sarcoptiformes,Pteronyssidae,Scutulanyssus
Scutulanyssus obscurus,Arthropoda,Arachnida,Sarcoptiformes,Pteronyssidae,Scutulanyssus
Trouessartia appendiculata,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Trouessartia jedliczkai,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Trouessartia kratochvili,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Trouessartia microcaudata,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Trouessartia minuscula,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Trouessartia motacillae,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Trouessartia reguli,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Trouessartia ripariae,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Trouessartia rosterii,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Trouessartia rubecula,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Trouessartia swidwiensis,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Trouessartia tenuipilata,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Trouessartia trouessarti,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Zephyrarchaea mainae,Arthropoda,Arachnida,Araneae,Archaeidae,Zephyrarchaea
Eriauchenius mahariraensis,Arthropoda,Arachnida,Araneae,Archaeidae,Eriauchenius
Afrarchaea entabeniensis,Arthropoda,Arachnida,Araneae,Archaeidae,Afrarchaea
Austrarchaea tealei,Arthropoda,Arachnida,Araneae,Archaeidae,Austrarchaea
Afrarchaea bergae,Arthropoda,Arachnida,Araneae,Archaeidae,Afrarchaea
Eriauchenius ambre,Arthropoda,Arachnida,Araneae,Archaeidae,Eriauchenius
Zephyrarchaea barrettae,Arthropoda,Arachnida,Araneae,Archaeidae,Zephyrarchaea
Eriauchenius ratsirarsoni,Arthropoda,Arachnida,Araneae,Archaeidae,Eriauchenius
Afrarchaea fernkloofensis,Arthropoda,Arachnida,Araneae,Archaeidae,Afrarchaea
Afrarchaea royalensis,Arthropoda,Arachnida,Araneae,Archaeidae,Afrarchaea
Afrarchaea harveyi,Arthropoda,Arachnida,Araneae,Archaeidae,Afrarchaea
Afrarchaea lawrencei,Arthropoda,Arachnida,Araneae,Archaeidae,Afrarchaea
Afrarchaea ngomensis,Arthropoda,Arachnida,Araneae,Archaeidae,Afrarchaea
Afrarchaea cornutus,Arthropoda,Arachnida,Araneae,Archaeidae,Afrarchaea
Atypus baotianmanensis,Arthropoda,Arachnida,Araneae,Atypidae,Atypus
Atypus heterothecus,Arthropoda,Arachnida,Araneae,Atypidae,Atypus
Latouchia typica,Arthropoda,Arachnida,Araneae,Ctenizidae,Latouchia
Conothele taiwanensis,Arthropoda,Arachnida,Araneae,Ctenizidae,Conothele
Atypus yajuni,Arthropoda,Arachnida,Araneae,Atypidae,Atypus
Cyclocosmia ricketti,Arthropoda,Arachnida,Araneae,Ctenizidae,Cyclocosmia
Mecysmauchenius termas,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Mecysmauchenius
Zearchaea fiordensis,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Zearchaea
Semysmauchenius antillanca,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Semysmauchenius
Mecysmauchenius chepu,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Mecysmauchenius
Mecysmauchenius newtoni,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Mecysmauchenius
Mecysmauchenius puyehue,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Mecysmauchenius
Mecysmauchenius osorno,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Mecysmauchenius
Mecysmauchenioides quetrihue,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Mecysmauchenioides
Mecysmauchenioides nordenskjoldi,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Mecysmauchenioides
Mecysmauchenius victoria,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Mecysmauchenius
Mecysmauchenius fernandez,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Mecysmauchenius
Tegolophus celtis,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Tegolophus
Pseudopoda signata,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Olios scalptor,Arthropoda,Arachnida,Araneae,Sparassidae,Olios
Pseudopoda virgata,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Pseudopoda emei,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Euroglyphus maynei,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Euroglyphus
Tachornithoglyphus tachornis,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Tachornithoglyphus
Onychalges pachyspathus,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Onychalges
Titanoeca nigrella,Arthropoda,Arachnida,Araneae,Titanoecidae,Titanoeca
Zora hespera,Arthropoda,Arachnida,Araneae,Zoridae,Zora
Trogloneta paradoxa,Arthropoda,Arachnida,Araneae,Mysmenidae,Trogloneta
Comaroma mendocino,Arthropoda,Arachnida,Araneae,Anapidae,Comaroma
Hyptiotes cavatus,Arthropoda,Arachnida,Araneae,Uloboridae,Hyptiotes
Cybaeina minuta,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeina
Mimetus epeiroides,Arthropoda,Arachnida,Araneae,Mimetidae,Mimetus
Mimetus haynesi,Arthropoda,Arachnida,Araneae,Mimetidae,Mimetus
Cambarellus zacapuensis,Arthropoda,Malacostraca,Decapoda,Cambaridae,Cambarellus
Bonnetina aviae,Arthropoda,Arachnida,Araneae,Theraphosidae,Bonnetina
Bonnetina unam,Arthropoda,Arachnida,Araneae,Theraphosidae,Bonnetina
Bonnetina tindoo,Arthropoda,Arachnida,Araneae,Theraphosidae,Bonnetina
Bonnetina hobbit,Arthropoda,Arachnida,Araneae,Theraphosidae,Bonnetina
Bonnetina cyaneifemur,Arthropoda,Arachnida,Araneae,Theraphosidae,Bonnetina
Bonnetina malinalli,Arthropoda,Arachnida,Araneae,Theraphosidae,Bonnetina
Bonnetina minax,Arthropoda,Arachnida,Araneae,Theraphosidae,Bonnetina
Bonnetina papalutlensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Bonnetina
Bonnetina tanzeri,Arthropoda,Arachnida,Araneae,Theraphosidae,Bonnetina
Bonnetina vittata,Arthropoda,Arachnida,Araneae,Theraphosidae,Bonnetina
Bonnetina megagyna,Arthropoda,Arachnida,Araneae,Theraphosidae,Bonnetina
Bonnetina tenuiverpis,Arthropoda,Arachnida,Araneae,Theraphosidae,Bonnetina
Arrenurus bruzelii,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus compactus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus cuspidifer,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus fissicornis,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus hungerfordi,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus magnicaudatus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus major,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus maryellenae,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus neumani,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus pustulator,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus reflexus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus robustus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus tricuspidator,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus apetiolatus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus cylindratus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus globator,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus intermedius,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus manubriator,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus mediorotundatus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus megalurus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus marshallae,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Arrenurus securiformis,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
