seed_asv_reads	description	accession	identity_percentage	evalue	bitscore
ASV380_3811	Uncultured bacterium clone 26064 16S ribosomal RNA gene, partial sequence >gi|1002655437|gb|KU223379.1| Uncultured bacterium clone OTU_7236 16S ribosomal RNA gene, partial sequence >gi|1002663867|gb|KU327535.1| Uncultured bacterium clone OTU_7236 16S ribosomal RNA gene, partial sequence	KT917684	99.59	4.03232e-121	242.0
ASV380_3811	Uncultured bacterium clone ELA_111314_OTU_1792 16S ribosomal RNA gene, partial sequence	KY517314	98.42	1.45028e-120	241.0
ASV380_3811	Uncultured bacterium clone B4210 16S ribosomal RNA gene, partial sequence	MF587854	98.42	1.45028e-120	241.0
ASV380_3811	Uncultured organism clone 303 16S ribosomal RNA gene, partial sequence >gi|342311679|gb|JN221172.1| Uncultured organism clone 1234 16S ribosomal RNA gene, partial sequence	JN220241	98.42	1.45028e-120	241.0
ASV380_3811	Uncultured organism clone 283 16S ribosomal RNA gene, partial sequence	JN220221	98.42	1.45028e-120	241.0
ASV380_3811	Uncultured organism clone 206 16S ribosomal RNA gene, partial sequence	JN220144	98.42	5.21613e-120	240.0
ASV380_3811	Uncultured bacterium isolate SSCP band ER1-D_5_10 16S ribosomal RNA gene, partial sequence	DQ077620	98.41	5.21613e-120	240.0
ASV380_3811	Uncultured organism clone 1427 16S ribosomal RNA gene, partial sequence	JN221365	98.04	1.87605e-119	239.0
ASV380_3811	Uncultured bacterium clone OTU_4238 16S ribosomal RNA gene, partial sequence	KX971775	98.02	6.74749e-119	238.0
ASV380_3811	Uncultured organism isolate 1210VA11 clone 29 16S ribosomal RNA gene, partial sequence	KT271080	98.79	6.74749e-119	238.0
ASV380_3811	Uncultured bacterium clone 650048_AL227_7827 16S ribosomal RNA gene, partial sequence	KP912241	98.78	8.72843e-118	236.0
ASV380_3811	Uncultured bacterium clone 139.F8 16S ribosomal RNA gene, partial sequence	EU352962	99.17	8.72843e-118	236.0
ASV380_3811	Uncultured bacterium gene for 16S rRNA, partial sequence, clone: RH2035	AB510988	97.63	3.1393e-117	235.0
ASV380_3811	Uncultured bacterium clone 403.F8 16S ribosomal RNA gene, partial sequence	EU352963	98.76	1.12909e-116	234.0
ASV380_3811	Uncultured bacterium clone OTU170802_AL219_249540 16S ribosomal RNA gene, partial sequence	KP924838	98.37	4.06094e-116	233.0
ASV380_3811	Uncultured bacterium clone 0sa_42 16S ribosomal RNA gene, partial sequence	JN128702	97.61	4.06094e-116	233.0
ASV380_3811	Uncultured bacterium isolate 1210VA11 clone 32 16S ribosomal RNA gene, partial sequence	KT271088	97.98	1.46058e-115	232.0
ASV380_3811	Uncultured bacterium clone W021g9_13647 16S ribosomal RNA gene, partial sequence	JQ383030	97.23	1.46058e-115	232.0
ASV380_3811	Uncultured organism clone 1302 16S ribosomal RNA gene, partial sequence	JN221240	99.16	5.25316e-115	231.0
ASV380_3811	Uncultured bacterium clone OTU_5947 16S ribosomal RNA gene, partial sequence	MH529595	97.21	1.88937e-114	230.0
ASV380_3811	Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:10013	LC297217	97.96	1.88937e-114	230.0
ASV380_3811	Uncultured bacterium clone denovo5210 16S ribosomal RNA gene, partial sequence	KT433792	97.96	1.88937e-114	230.0
ASV380_3811	uncultured Bacterium partial 16S rRNA gene	OV288260	97.20	6.7954e-114	229.0
ASV380_3811	Uncultured organism clone 739 16S ribosomal RNA gene, partial sequence	JN220677	97.95	2.44406e-113	228.0
ASV380_3811	Uncultured prokaryote clone OTU_873 16S ribosomal RNA gene, partial sequence	KT014161	97.55	8.7904e-113	227.0
ASV380_3811	Uncultured bacterium clone 7449 16S ribosomal RNA gene, partial sequence	KU104769	97.55	8.7904e-113	227.0
ASV400_3596	Uncultured bacterium clone LP_1_uncultured_bacterium_17238 16S ribosomal RNA gene, partial sequence	KP631864	90.16	3.29868e-82	172.0
ASV400_3596	Uncultured candidate division OD1 bacterium clone BMS4 16S ribosomal RNA gene, partial sequence	AY193148	90.13	3.3221e-77	163.0
ASV400_3596	Uncultured candidate division OD1 bacterium clone BMS2 16S ribosomal RNA gene, partial sequence	AY193146	90.13	3.3221e-77	163.0
ASV426_3293	Uncultured bacterium clone OTU163702_AL222_4051989 16S ribosomal RNA gene, partial sequence	KP923833	98.78	8.72843e-118	236.0
ASV426_3293	Uncultured bacterium clone OTU8829_AL219_1689984 16S ribosomal RNA gene, partial sequence	KP936474	96.33	8.85281e-108	218.0
ASV426_3293	Uncultured bacterium clone PAE-27 16S ribosomal RNA gene, partial sequence	JX875889	95.26	3.18404e-107	217.0
ASV426_3293	Uncultured bacterium clone 17617 16S ribosomal RNA gene, partial sequence	KU114042	95.92	4.11881e-106	215.0
ASV426_3293	Uncultured bacterium clone OTU_31816 16S ribosomal RNA gene, partial sequence	KU340205	95.92	4.11881e-106	215.0
ASV426_3293	Uncultured organism isolate 1207VA11 clone 56 16S ribosomal RNA gene, partial sequence	KT271095	94.47	6.89223e-104	211.0
ASV426_3293	Uncultured bacterium clone OTU_14493 16S ribosomal RNA gene, partial sequence	KU328761	95.10	8.91566e-103	209.0
ASV426_3293	Uncultured bacterium clone denovo7052 16S ribosomal RNA gene, partial sequence	KT435492	95.12	8.91566e-103	209.0
ASV426_3293	Uncultured candidate division OD1 bacterium clone 3R-7 16S ribosomal RNA gene, partial sequence	JF901751	94.07	3.20664e-102	208.0
ASV426_3293	Uncultured bacterium clone FAA186 16S ribosomal RNA gene, partial sequence	KY386092	93.70	1.49191e-100	205.0
ASV426_3293	Uncultured bacterium clone B3820 16S ribosomal RNA gene, partial sequence	MF587480	93.68	1.49191e-100	205.0
ASV426_3293	Uncultured bacterium clone OTU_6384 16S ribosomal RNA gene, partial sequence	KX973809	93.65	5.36585e-100	204.0
ASV426_3293	Uncultured organism isolate 1301VA10 clone 111 16S ribosomal RNA gene, partial sequence	KT271399	93.68	5.36585e-100	204.0
ASV426_3293	Uncultured prokaryote clone OTU_6914 16S ribosomal RNA gene, partial sequence	KT019943	93.90	8.97896e-98	200.0
ASV426_3293	Uncultured bacterium clone OTU182597_AL202_3160127 16S ribosomal RNA gene, partial sequence	KP926408	93.88	8.97896e-98	200.0
ASV426_3293	Uncultured bacterium clone OTU_5738 16S ribosomal RNA gene, partial sequence	MH529386	92.52	1.5025e-95	196.0
ASV426_3293	Uncultured bacterium clone FAA94 16S ribosomal RNA gene, partial sequence	KY386001	92.49	1.5025e-95	196.0
ASV426_3293	Uncultured bacterium clone Kili_N1_03A 16S ribosomal RNA gene, partial sequence	KX771252	92.49	1.5025e-95	196.0
ASV426_3293	Uncultured bacterium clone IN_B11 16S ribosomal RNA gene, partial sequence	JX564332	92.49	1.5025e-95	196.0
ASV426_3293	Uncultured bacterium clone EF_bacA10 16S ribosomal RNA gene, partial sequence	JX564259	92.49	1.5025e-95	196.0
ASV426_3293	Uncultured bacterium clone 21384 16S ribosomal RNA gene, partial sequence	KU117469	93.06	1.9436e-94	194.0
ASV426_3293	Uncultured bacterium clone OTU_5168 16S ribosomal RNA gene, partial sequence	KU326918	93.06	1.9436e-94	194.0
ASV426_3293	Uncultured bacterium clone OTU24262_AL209_1022914 16S ribosomal RNA gene, partial sequence	KP927353	93.06	1.9436e-94	194.0
ASV426_3293	Uncultured bacterium clone cafs1110 16S ribosomal RNA gene, partial sequence	MF440240	92.09	6.99044e-94	193.0
ASV426_3293	Uncultured bacterium clone OTU_6603 16S ribosomal RNA gene, partial sequence	KX974020	92.09	6.99044e-94	193.0
ASV426_3293	Uncultured bacterium clone GASP-WA2S2_G03 16S ribosomal RNA gene, partial sequence	EF072692	92.09	6.99044e-94	193.0
ASV426_3293	Uncultured bacterium clone OTU_33673 16S ribosomal RNA gene, partial sequence	KU335576	92.68	9.04271e-93	191.0
ASV426_3293	Uncultured bacterium clone OTU_27951 16S ribosomal RNA gene, partial sequence	KU334941	92.65	9.04271e-93	191.0
ASV426_3293	Uncultured candidate division OD1 bacterium clone DA10 16S ribosomal RNA gene, partial sequence	AY193190	91.76	9.04271e-93	191.0
ASV426_3293	Uncultured bacterium clone OTU_5788 16S ribosomal RNA gene, partial sequence	MH529436	91.70	3.25234e-92	190.0
ASV426_3293	Uncultured bacterium clone NC41a10_21716 16S ribosomal RNA gene, partial sequence	JQ386849	91.70	3.25234e-92	190.0
ASV426_3293	Uncultured bacterium clone OTU_26815 16S ribosomal RNA gene, partial sequence	KU339223	92.24	4.20716e-91	188.0
ASV426_3293	Uncultured bacterium clone OTU18524_AL202_85433 16S ribosomal RNA gene, partial sequence	KP926506	92.28	4.20716e-91	188.0
ASV426_3293	Uncultured bacterium clone OTU140250_AL240_1599433 16S ribosomal RNA gene, partial sequence	KP920515	92.28	4.20716e-91	188.0
ASV426_3293	Uncultured bacterium clone OTU128423_AL204_2309515 16S ribosomal RNA gene, partial sequence	KP918823	92.28	4.20716e-91	188.0
ASV426_3293	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237337405|emb|OW752763.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW538974	92.28	4.20716e-91	188.0
ASV426_3293	Uncultured bacterium clone ELA_111314_OTU_2411 16S ribosomal RNA gene, partial sequence	KY517893	91.34	1.51316e-90	187.0
ASV426_3293	Uncultured bacterium clone OTU1348 16S ribosomal RNA gene, partial sequence	KY466533	92.86	1.51316e-90	187.0
ASV426_3293	Uncultured organism isolate 1207VA11 clone 24 16S ribosomal RNA gene, partial sequence	KT271107	91.90	1.51316e-90	187.0
ASV426_3293	uncultured bacterium partial 16S rRNA gene	LR979071	91.30	5.44231e-90	186.0
ASV426_3293	uncultured bacterium partial 16S rRNA gene	LR973872	91.30	5.44231e-90	186.0
ASV426_3293	uncultured bacterium partial 16S rRNA gene	LR968827	91.30	5.44231e-90	186.0
ASV426_3293	uncultured bacterium partial 16S rRNA gene	LR963771	91.30	5.44231e-90	186.0
ASV426_3293	Uncultured prokaryote clone OTU_6119 16S ribosomal RNA gene, partial sequence	KT019180	91.84	1.9574e-89	185.0
ASV426_3293	Uncultured prokaryote clone OTU_4183 16S ribosomal RNA gene, partial sequence	KT017346	91.84	1.9574e-89	185.0
ASV426_3293	Uncultured prokaryote clone OTU_4038 16S ribosomal RNA gene, partial sequence	KT017206	91.87	1.9574e-89	185.0
ASV426_3293	Uncultured bacterium clone OTU56041_AL227_63240 16S ribosomal RNA gene, partial sequence	KP931988	91.87	1.9574e-89	185.0
ASV426_3293	Uncultured bacterium clone OTU153773_AL255_5874894 16S ribosomal RNA gene, partial sequence	KP922418	91.87	1.9574e-89	185.0
ASV426_3293	Uncultured bacterium clone OTU104102_AL203_758503 16S ribosomal RNA gene, partial sequence >gi|939591806|gb|KR844729.1| Uncultured bacterium clone OTU_13445 16S ribosomal RNA gene, partial sequence	KP915400	91.84	1.9574e-89	185.0
ASV426_3293	Uncultured bacterium clone BS.DC1.321 16S ribosomal RNA gene, partial sequence	KY693277	90.91	7.04007e-89	184.0
ASV434_3200	Gibbonsia montereyensis voucher #06-41 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846544	99.41	4.4096e-79	166.0
ASV434_3200	Gibbonsia montereyensis voucher BLE06 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MN154389	98.80	2.65389e-76	161.0
ASV434_3200	Gibbonsia elegans voucher #02-24 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846272	95.86	4.47243e-69	148.0
ASV434_3200	Gibbonsia metzi voucher #06-267 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846221	95.86	4.47243e-69	148.0
ASV434_3200	Heterostichus rostratus voucher #01-179 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846273	95.21	9.68111e-66	142.0
ASV434_3200	Gibbonsia metzi 12S ribosomal RNA gene, mitochondrial gene for mitochondrial RNA, partial sequence	U90364	98.51	5.8679e-58	128.0
ASV434_3200	Gibbonsia montereyensis 12S ribosomal RNA gene, mitochondrial gene for mitochondrial RNA, partial sequence	U90365	97.04	1.27018e-54	122.0
ASV434_3200	Clinitrachus argentatus voucher BLE01 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MN154385	90.06	1.27919e-49	113.0
ASV434_3200	Heterostichus rostratus 12S ribosomal RNA gene, mitochondrial gene for mitochondrial RNA, partial sequence	U90363	95.45	1.27919e-49	113.0
ASV434_3200	Gibbonsia elegans 12S ribosomal RNA gene, mitochondrial gene for mitochondrial RNA, partial sequence	U90366	94.78	4.6008e-49	112.0
ASV439_3166	Uncultured marine bacterium clone DLPY14 16S ribosomal RNA gene, partial sequence	JX495022	98.83	6.79255e-124	247.0
ASV439_3166	Uncultured bacterium clone Mus-67 16S ribosomal RNA gene, partial sequence	JN858952	98.05	1.47033e-120	241.0
ASV439_3166	Uncultured bacterium clone wt4-4 16S ribosomal RNA gene, partial sequence	JN639323	98.05	1.47033e-120	241.0
ASV439_3166	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237333726|emb|OW749291.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539139	97.96	1.91549e-114	230.0
ASV439_3166	Uncultured bacterium clone EzyYy293 16S ribosomal RNA gene, partial sequence	KX172465	96.48	6.88934e-114	229.0
ASV439_3166	Uncultured bacterium clone CP_Otu3834 16S ribosomal RNA gene, partial sequence	KY278974	97.14	4.14632e-111	224.0
ASV439_3166	Uncultured bacterium clone OTU47109_AL242_58928 16S ribosomal RNA gene, partial sequence	KP930676	97.14	4.14632e-111	224.0
ASV439_3166	Uncultured candidate division OD1 bacterium 16S rRNA gene, clone HG310	FN646724	95.70	1.49128e-110	223.0
ASV439_3166	Uncultured bacterium clone A11_BICF21 16S ribosomal RNA gene, partial sequence	JN813660	95.31	6.93825e-109	220.0
ASV439_3166	Uncultured bacterium clone wt3-31 16S ribosomal RNA gene, partial sequence	JN639313	95.31	6.93825e-109	220.0
ASV439_3166	Uncultured bacterium clone C6_BICF21 16S ribosomal RNA gene, partial sequence	JN813677	94.94	3.22806e-107	217.0
ASV439_3166	Uncultured bacterium clone AT18OctE3 16S ribosomal RNA gene, partial sequence	AY862757	92.97	7.03712e-99	202.0
ASV439_3166	Uncultured bacterium clone OTU143344_AL242_68686 16S ribosomal RNA gene, partial sequence	KP920932	93.67	2.54897e-93	192.0
ASV439_3166	Uncultured bacterium clone wt2-4 16S ribosomal RNA gene, partial sequence	JN639290	90.62	7.1374e-89	184.0
ASV446_3096	Uncultured bacterium clone CFL_Sb24 16S ribosomal RNA gene, partial sequence	KJ365328	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured bacterium clone SeaWat_63072 16S ribosomal RNA gene, partial sequence	JQ197331	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured bacterium clone SeaWat_24626 16S ribosomal RNA gene, partial sequence	JQ196042	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured bacterium clone SeaWat_15121 16S ribosomal RNA gene, partial sequence	JQ195350	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured bacterium clone SeaWat_15420 16S ribosomal RNA gene, partial sequence	JQ195134	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured alpha proteobacterium clone GG101008Clone185 16S ribosomal RNA gene, partial sequence	JN591916	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured bacterium clone SI-BS110-134 16S ribosomal RNA gene, partial sequence	JN172218	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured bacterium clone DNA_81 270m 16S ribosomal RNA gene, partial sequence	JN410179	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured bacterium clone F9P2610_S_F07 16S ribosomal RNA gene, partial sequence	HQ672074	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured bacterium clone D6DMBG11 16S ribosomal RNA gene, partial sequence	HQ216275	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured alpha proteobacterium clone SHAB478 16S ribosomal RNA gene, partial sequence	GQ348589	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured bacterium clone 1C227341 16S ribosomal RNA gene, partial sequence	EU799706	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured bacterium clone 1C226962 16S ribosomal RNA gene, partial sequence	EU799375	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured alpha proteobacterium clone S2-34 16S ribosomal RNA gene, partial sequence	EF491352	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured bacterium clone Ice-9J-74 16S ribosomal RNA gene, partial sequence	DQ449547	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured alpha proteobacterium clone G012 16S ribosomal RNA gene, partial sequence	DQ376150	100.00	3.0952e-127	253.0
ASV446_3096	Uncultured bacterium clone BacE2_21_win_ 16S ribosomal RNA gene, partial sequence	MK820281	99.60	1.44006e-125	250.0
ASV446_3096	Uncultured alpha proteobacterium clone F8P8_10C03 16S ribosomal RNA gene, partial sequence	HQ242064	99.60	1.44006e-125	250.0
ASV446_3096	Uncultured bacterium clone MF-July-210 16S ribosomal RNA gene, partial sequence	HM591422	99.60	1.44006e-125	250.0
ASV446_3096	Uncultured bacterium clone denovo44 16S ribosomal RNA gene, partial sequence	MT667478	99.21	6.69992e-124	247.0
ASV446_3096	Uncultured alpha proteobacterium clone SHBC570 16S ribosomal RNA gene, partial sequence	GQ350361	99.21	6.69992e-124	247.0
ASV446_3096	Uncultured alpha proteobacterium clone SHAB516 16S ribosomal RNA gene, partial sequence	GQ348621	99.21	6.69992e-124	247.0
ASV446_3096	Uncultured bacterium clone 1C227388 16S ribosomal RNA gene, partial sequence	EU799745	99.21	6.69992e-124	247.0
ASV446_3096	Uncultured bacterium clone 1C226909 16S ribosomal RNA gene, partial sequence	EU799327	99.21	6.69992e-124	247.0
ASV446_3096	Uncultured bacterium clone ZL1710 16S ribosomal RNA gene, partial sequence	EU268120	99.21	6.69992e-124	247.0
ASV446_3096	Uncultured bacterium clone CP_Otu633 16S ribosomal RNA gene, partial sequence	KY276089	100.00	8.6669e-123	245.0
ASV446_3096	Uncultured bacterium clone OTU_242 16S ribosomal RNA gene, partial sequence	MN890367	100.00	8.6669e-123	245.0
ASV446_3096	Uncultured bacterium clone 6C_2106_17322_1525 16S ribosomal RNA gene, partial sequence	MG876392	98.81	3.11717e-122	244.0
ASV446_3096	Uncultured bacterium clone BC7-34 16S ribosomal RNA gene, partial sequence	KJ590607	98.81	3.11717e-122	244.0
ASV446_3096	Uncultured alpha proteobacterium clone AC475G9 16S ribosomal RNA gene, partial sequence	KC295335	98.81	3.11717e-122	244.0
ASV446_3096	Uncultured gamma proteobacterium clone Pa27c10 16S ribosomal RNA gene, partial sequence	JF949223	98.81	3.11717e-122	244.0
ASV446_3096	Uncultured bacterium clone ELB16-121 16S ribosomal RNA gene, complete sequence	DQ015800	98.81	3.11717e-122	244.0
ASV446_3096	Uncultured bacterium clone PEX_0_F3 16S ribosomal RNA gene, partial sequence	JF495442	98.81	1.12113e-121	243.0
ASV446_3096	Uncultured bacterium clone 1736 16S ribosomal RNA gene, partial sequence	MF081115	98.42	1.45028e-120	241.0
ASV446_3096	Uncultured bacterium partial 16S rRNA gene, clone H11_2028295	LT720434	98.42	1.45028e-120	241.0
ASV446_3096	Uncultured bacterium partial 16S rRNA gene, clone H11_2028295	LT720039	98.42	1.45028e-120	241.0
ASV446_3096	Uncultured bacterium partial 16S rRNA gene, clone H11_2028295	LT721729	98.42	1.45028e-120	241.0
ASV446_3096	Uncultured bacterium partial 16S rRNA gene, clone H11_2028295	LT721461	98.42	1.45028e-120	241.0
ASV446_3096	Uncultured bacterium partial 16S rRNA gene, clone H11_2028295	LT721177	98.42	1.45028e-120	241.0
ASV446_3096	Uncultured bacterium partial 16S rRNA gene, clone H11_2028295	LT720958	98.42	1.45028e-120	241.0
ASV446_3096	Uncultured bacterium partial 16S rRNA gene, clone H11_2028295	LT720755	98.42	1.45028e-120	241.0
ASV446_3096	Uncultured bacterium partial 16S rRNA gene, clone H11_2028295 >gi|1171149123|emb|LT719649.1| Uncultured bacterium partial 16S rRNA gene, clone H11_2028295	LT719319	98.42	1.45028e-120	241.0
ASV446_3096	Uncultured bacterium clone DS34_B11 16S ribosomal RNA gene, partial sequence	KU578754	98.42	1.45028e-120	241.0
ASV446_3096	Uncultured bacterium clone SEAS_270 16S ribosomal RNA gene, partial sequence	KU675192	99.59	1.45028e-120	241.0
