"query","species"
"Chalina flemingii","Haliclona cinerea"
"Chalina montaguii","Haliclona cinerea"
"Chalina pulcherrima","Haliclona urceolus"
"Chalinula montagui","Haliclona cinerea"
"Chalinula ovulum","Amphilectus ovulum"
"Chauliopleona armata","Chauliopleona armata"
"Chauliopleona hastata","Chauliopleona hastata"
"Cheilopora elfa","Cheilopora elfa"
"Cheilopora inermis","Cheilopora inermis"
"Cheilopora peristomata","Cheilopora peristomata"
"Cheilopora sincera","Cheilopora sincera"
"Cheiragonus hippocarcinoides","Telmessus cheiragonus"
"Chelibranchus canaliculatus","Chelibranchus canaliculatus"
"Chelura cambrica","Chelura terebrans"
"Chelura nesaeoides","Chelura terebrans"
"Chelura pontica","Chelura terebrans"
"Chelura xylophaga","Chelura terebrans"
"Chelyosoma inaequale","Chelyosoma inaequale"
"Chelyosoma macleayanum","Chelyosoma macleayanum"
"Chelyosoma ochotense","Chelyosoma macleayanum"
"Chelyosoma orientale","Chelyosoma orientale"
"Cheraphilus ferox","Sclerocrangon ferox"
"Chevroderma hadalis","Chevroderma hadalis"
"Chiarella centripetalis","Chiarella centripetalis"
"Chione lordi","Nutricola lordi"
"Chione ruderata","Leukoma staminea"
"Chionoecetes behringianus","Chionoecetes opilio"
"Chionoecetes chilensis","Chionoecetes opilio"
"Chionoecetes opilio elongatus","Chionoecetes elongatus"
"Chioraera dalli","Melibe leonina"
"Chioraera leonina","Melibe leonina"
"Chiridota brevis","Myriotrochus rinkii"
"Chirodota oolitica","Molpadia oolitica"
"Chironesimus debruynii","Anonyx debruynii"
"Chironesimus multiarticulatus","Anonyx multiarticulatus"
"Chironia laperousii","Kellia laperousii"
"Chirostylus perarmatus","Sternostylus perarmatus"
"Chitinopoma occidentalis","Pseudochitinopoma occidentalis"
"Chiton albus","Stenosemus albus"
"Chiton amiculatus","Amicula amiculata"
"Chiton aselloides","Stenosemus albus"
"Chiton brandtii","Schizoplax brandtii"
"Chiton cancellatus","Leptochiton cancellatus"
"Chiton ciliatus","Mopalia ciliata"
"Chiton colliei","Mopalia muscosa"
"Chiton dentiens","Cyanoplax dentiens"
"Chiton emersonianus","Amicula vestita"
"Chiton emersonii","Amicula vestita"
"Chiton eschscholtzii","Mopalia lignosa"
"Chiton hindsii","Mopalia hindsii"
"Chiton insignis","Tonicella insignis"
"Chiton interstinctus","Lepidozona interstincta"
"Chiton lignosus","Mopalia lignosa"
"Chiton lineatus","Tonicella lineata"
"Chiton marmoreus","Tonicella marmorea"
"Chiton marmoreus","Chiton squamosus"
"Chiton merckii","Mopalia lignosa"
"Chiton mertensii","Lepidozona mertensii"
"Chiton minimus","Stenosemus albus"
"Chiton minimus","Leptochiton cimicoides"
"Chiton muscosus","Mopalia muscosa"
"Chiton oryza","Stenosemus albus"
"Chiton pallasii","Amicula vestita"
"Chiton sagrinatus","Stenosemus albus"
"Chiton setosus","Ceratozona angusta"
"Chiton sitchensis","Tonicella submarmorea"
"Chiton stelleri","Cryptochiton stelleri"
"Chiton submarmoreus","Tonicella submarmorea"
"Chiton submarmoreus","Tonicella marmorea"
"Chiton tunicatus","Katharina tunicata"
"Chiton vespertinus","Mopalia vespertina"
"Chiton vestitus","Amicula vestita"
"Chitonanthus incubans","Hormathia incubans"
"Chlamys albida","Chlamys albida"
"Chlamys behringiana","Chlamys behringiana"
"Chlamys hastata ellisi","Chlamys hastata"
"Chlamys opercularis","Aequipecten opercularis"
"Choanites luetkeni","Suberites virgultosus"
"Choanites suberea var. lata","Suberites domuncula"
"Chondrachtinia nodosa","Hormathia nodosa"
"Chondractinia digitata","Hormathia digitata"
"Chondractinia nodosa","Hormathia nodosa"
"Chondractinia tuberculosa","Hormathia nodosa"
"Chondrocladia alaskensis","Monanchora alaskensis"
"Chondrocladia concrescens","Chondrocladia concrescens"
"Chondrocladia gigantea","Chondrocladia grandis"
"Chondrocladia occulta","Chondrocladia occulta"
"Chondrocladia pulchra","Monanchora pulchra"
"Chone bimaculata","Paradialychone bimaculata"
"Chone cincta","Paradialychone cincta"
"Chone ecaudata","Paradialychone ecaudata"
"Chone fauveli","Chone fauveli"
"Chone flabellifera","Euchone papillosa"
"Chone longocirrata","Chone duneri"
"Chone murmanica","Chone murmanica"
"Chone suspecta","Chone infundibuliformis"
"Chone teres","Chone infundibuliformis"
"Chone ungavana","Chone ungavana"
"Chonelasma calyx","Heterochone calyx"
"Chonelasma oreia","Chonelasma oreia"
"Chonelasma tenerum","Heterochone tenera"
"Chorilia longipes turgida","Chorilia turgida"
"Choristes elegans","Amauropsis islandica"
"Chrysaora depressa","Chrysaora pacifica"
"Chrysaora helvola","Chrysaora fuscescens"
"Chrysodomus acosmius","Anomalisipho acosmius"
"Chrysodomus amiantus","Neptunea amianta"
"Chrysodomus brunneus","Retifusus jessoensis"
"Chrysodomus crebricostatus","Beringius crebricostatus"
"Chrysodomus damon","Clinopegma magnum"
"Chrysodomus eucosmius","Ancistrolepis eucosmius"
"Chrysodomus griseus","Colus griseus"
"Chrysodomus halibrectus","Latisipho halibrectus"
"Chrysodomus heros","Neptunea heros"
"Chrysodomus hypolispus","Latisipho hypolispus"
"Chrysodomus hypolispus","Neptunea constricta"
"Chrysodomus insularis","Neptunea insularis"
"Chrysodomus ithius","Neptunea ithia"
"Chrysodomus magnus","Clinopegma magnum"
"Chrysodomus nuceus","Neptunea ventricosa"
"Chrysodomus periscelidus","Aulacofusus periscelidus"
"Chrysodomus rectirostris","Exilioidea rectirostris"
"Chrysodomus roseus","Retifusus roseus"
"Chrysodomus saturus","Neptunea ventricosa"
"Chrysodomus smirnius","Neptunea smirnia"
"Chrysodomus tabulatus","Neptunea tabulata"
"Chrysodomus virens","Retifusus virens"
"Chrysomitra striata","Porpita porpita"
"Ciliatocardium ciliatum tchuktchense","Ciliatocardium ciliatum"
"Ciliatovelutina lanata","Ciliatovelutina lanata"
"Ciliatovelutina lanigera","Ciliatovelutina lanigera"
"Cilicaea cordata","Paracerceis cordata"
"Cingula alaskana","Boreocingula alaskana"
"Cingula aleutica","Falsicingula aleutica"
"Cingula cerinella","Cingula cerinella"
"Cingula eyerdami","Onoba carpenteri"
"Cingula forresterensis","Onoba forresterensis"
"Cingula katherinae","Boreocingula martyni"
"Cingula kyskensis","Cingula kyskensis"
"Cingula palmeri","Cingula palmeri"
"Cingula robusta martyni","Boreocingula martyni"
"Cingula robusta scipio","Cingula scipio"
"Cingula scipio","Cingula scipio"
"Ciona aspera","Ciona savignyi"
"Ciona canina","Ciona intestinalis"
"Ciona diaphanea","Ciona intestinalis"
"Ciona ocellata","Ciona intestinalis"
"Ciona pulchella","Ciona intestinalis"
"Ciona sociabilis","Ciona intestinalis"
"Cioxeamastia polycalypta","Halichondria sitiens"
"Circe hyalina","Circe hyalina"
"Circe rosea","Aglantha digitale"
"Cirratulus borealis","Cirratulus borealis"
"Cirratulus borealis","Cirratulus cirratus"
"Cirratulus borealis","Cirriformia tentaculata"
"Cirratulus inhamatus","Aphelochaeta multifilis"
"Cirroteuthis macrope","Vampyroteuthis infernalis"
"Cirsotrema montereyensis","Opalia montereyensis"
"Cirsotrema undulata","Acirsa borealis"
"Cistenides hyperborea","Cistenides hyperborea"
"Cladocroce attu","Cladocroce attu"
"Cladocroce infundibulum","Cladocroce infundibulum"
"Cladocroce kiska","Cladocroce kiska"
"Cladocroce toxifera","Cladocroce toxifera"
"Cladocroce ventilabrum","Cladocroce ventilabrum"
"Cladodactyla miniata","Cucumaria miniata"
"Cladorhiza concrescens","Chondrocladia concrescens"
"Cladorhiza corona","Axoniderma corona"
"Cladorhiza longipinna","Axoniderma longipinna"
"Clathria barleei","Clathria barleei"
"Clathria cantabrica","Clathria barleei"
"Clathria laciniosa","Clathria barleei"
"Clathria laevigata","Clathria laevigata"
"Clathria lambei","Clathria lambei"
"Clathria loveni","Mycale loveni"
"Clathria pennata var. californiana","Clathria pennata"
"Clathria primitiva","Clathria primitiva"
"Clathria seriata","Halichondria panicea"
"Clathria tumulosa","Halichondria panicea"
"Clavelina chrystallina","Molgula griffithsii"
"Clavularia armata","Clavularia armata"
"Clavularia eburnea","Clavularia eburnea"
"Clavularia morbesbii","Clavularia morbesbii"
"Clavularia peterseni","Clavularia peterseni"
"Clementia subdiaphana","Compsomyax subdiaphana"
"Cleodora exacuta","Clio pyramidata"
"Cleodora pyramidata","Clio pyramidata"
"Clibanarius turgidus","Paguristes turgidus"
"Clinocardium blandum","Keenocardium blandum"
"Clinocardium californiense","Keenocardium californiense"
"Clinocardium ciliatum","Ciliatocardium ciliatum"
"Clinopegma aequapaceum","Clinopegma magnum"
"Clinopegma magna","Clinopegma magnum"
"Clinopegma magnum","Clinopegma magnum"
"Clinopegma magnum unicum","Clinopegma magnum"
"Clinopegma unicum","Clinopegma magnum"
"Clio lamartinieri","Clio lamartinieri"
"Cliona celata var. californiana","Cliona californiana"
"Cliona celata var. californiana","Cliona celata"
"Clione elegantissima","Clione elegantissima"
"Clione kincaidi","Clione limacina"
"Clione papillonacea","Clione limacina"
"Clistosaccus paguri","Clistosaccus paguri"
"Clydonia borealis","Scina borealis"
"Clymene gracilis","Praxillella gracilis"
"Clymene koreni","Maldane sarsi"
"Clymene lumbricalis","Nicomache lumbricalis"
"Clymene microcephala","Nicomache lumbricalis"
"Clymenella rubrocincta","Axiothella rubrocincta"
"Clymenella tentaculata","Clymenella tentaculata"
"Clymenura polaris","Clymenura polaris"
"Clytia denticulata","Campanularia denticulata"
"Clytia elsaeoswaldae","Clytia elsaeoswaldae"
"Clytia poterium","Orthopyxis integra"
"Clytia ryckholtii","Orthopyxis integra"
"Clytia sarsi","Clytia gracilis"
"Cnemidocarpa barbata","Cnemidocarpa barbata"
"Cnidopus japonica","Epiactis japonica"
"Cnidopus japonicus","Epiactis japonica"
"Cnidopus ritteri","Epiactis ritteri"
"Cocculina agassizii","Coccocrater agassizii"
"Cocculina casanica","Lepeta caeca"
"Cochlea corbis","Clinocardium nuttallii"
"Codonium princeps","Sarsia princeps"
"Coelosphaera kigushimkada","Coelosphaera kigushimkada"
"Coelosphaera oglalai","Coelosphaera oglalai"
"Colaspis achillis","Atolla wyvillei"
"Colga pacifica","Colga pacifica"
"Collettea cylindrata","Collettea cylindrata"
"Collettea larviformis","Collettea larviformis"
"Collisella asmi","Lottia asmi"
"Collisella borealis","Lottia paradigitalis"
"Collisella fenestrata","Lottia fenestrata"
"Collisella insessa","Discurria insessa"
"Collisella instabilis","Lottia instabilis"
"Collisella pelta","Lottia pelta"
"Collisella persona","Lottia persona"
"Collisella scutum","Lottia scutum"
"Collisella tessulata","Testudinalia testudinalis"
"Collossella bicornis","Fageapseudes bicornis"
"Colossendeis articulata","Hedgpethia articulata"
"Colossendeis californica","Hedgpethia californica"
"Colossendeis chitinosa","Hedgpethia chitinosa"
"Colossendeis dalli","Colossendeis dalli"
"Colossendeis dofleini","Hedgpethia dofleini"
"Colossendeis microsetosa","Colossendeis microsetosa"
"Colossendeis orientalis","Colossendeis microsetosa"
"Columbella carinata","Mitrella hilberi"
"Columbella carinata","Alia carinata"
"Columbella dalli","Mitrella gausapata"
"Columbella gausapata","Mitrella gausapata"
"Columbella permodesta","Astyris permodesta"
"Columbella rosacea","Astyris rosacea"
"Columbella tuberosa","Mitrella tuberosa"
"Columbella valga","Amphissa columbiana"
"Columbella valga","Metanachis jaspidea"
"Colus acosmius","Anomalisipho acosmius"
"Colus altus","Murex pullus"
"Colus aphelus","Latisipho aphelus"
"Colus aurantius","Plicifusus rhyssus"
"Colus barbarinus","Colus barbarinus"
"Colus brevicauda","Aulacofusus brevicauda"
"Colus bristolensis","Colus barbarinus"
"Colus brunneus","Retifusus jessoensis"
"Colus calathus","Aulacofusus calathus"
"Colus callorhinus","Plicifusus rodgersi"
"Colus capponius","Colus pulcius"
"Colus dautzenbergi","Anomalisipho verkruezeni"
"Colus errones","Latisipho errones"
"Colus esychus","Aulacofusus esychus"
"Colus halibrectus","Latisipho halibrectus"
"Colus halimeris","Colus halimeris"
"Colus hallii","Latisipho hallii"
"Colus herendeenii","Aulacofusus herendeeni"
"Colus hypolispus","Latisipho hypolispus"
"Colus incisus","Plicifusus olivaceus"
"Colus jordani","Latisipho jordani"
"Colus kroyeri","Plicifusus kroyeri"
"Colus lividus","Aulacofusus brevicauda"
"Colus martensi","Anomalisipho martensi"
"Colus morditus","Latisipho morditus"
"Colus nobilis","Aulacofusus herendeeni"
"Colus oceanodromae","Plicifusus oceanodromae"
"Colus ombronius","Aulacofusus ombronius"
"Colus periscelidus","Aulacofusus periscelidus"
"Colus pulcius","Colus pulcius"
"Colus roseus","Retifusus roseus"
"Colus sabini","Colus sabini"
"Colus sapius","Fusipagoda sapia"
"Colus stejnegeri","Volutopsius stejnegeri"
"Colus timetus","Latisipho timetus"
"Colus togatus","Colus sabini"
"Colus trombinus","Limatofusus trombinus"
"Colus trophius","Aulacofusus trophius"
"Colus virens","Retifusus virens"
"Conchocele disjuncta","Conchocele bisecta"
"Conchocele scarlatoi","Conchocele bisecta"
"Condylanthus saxicola","Charisea saxicola"
"Conopeum lacroixii","Conopeum lacroixii"
"Conopeum lacroixii","Membranipora lacroixii"
"Corallium regale","Hemicorallium regale"
"Corambe thompsoni","Loy thompsoni"
"Corambella bolini","Corambe steinbergae"
"Corambella steinbergae","Corambe steinbergae"
"Corbula gibbosa","Corbula gibbosa"
"Corbula gibbosa","Mya truncata"
"Corella rugosa","Corella willmeriana"
"Corellopsis pedunculata","Corellopsis pedunculata"
"Corephorus elegans","Terebellides stroemii"
"Cornulum clathriata","Cornulum clathriata"
"Cornulum globosum","Cornulum globosum"
"Corophium acherusicum","Monocorophium acherusicum"
"Corophium baconi","Laticorophium baconi"
"Corophium bonelli","Crassicorophium bonellii"
"Corophium brevis","Americorophium brevis"
"Corophium clarencense","Crassicorophium clarencense"
"Corophium crassicorne","Crassicorophium crassicorne"
"Corophium insidiosum","Monocorophium insidiosum"
"Corophium salmonis","Americorophium salmonis"
"Corophium spinicorne","Americorophium spinicorne"
"Corophium steinegeri","Monocorophium steinegeri"
"Corticifera glareola","Corticifera glareola"
"Corybas lobatus","Amphilectus ovulum"
"Corymbogonium capillare","Eudendrium capillare"
"Corymorpha abyssalis","Corymorpha groenlandica"
"Corymorpha carnea","Corymorpha carnea"
"Corymorpha groenlandica","Corymorpha groenlandica"
"Corynascidia herdmani","Corynascidia herdmani"
"Coryne fritillaria","Hybocodon prolifer"
"Coryne sarsi","Sarsia tubulosa"
"Coryne tenella","Coryne eximia"
"Coryne tubulosa","Sarsia tubulosa"
"Corynoporella tenuis","Corynoporella tenuis"
"Coryphella diversa","Coryphella verrucosa"
"Coryphella fisheri","Orienthella trilineata"
"Coryphella fusca","Himatina trophina"
"Coryphella iodinea","Flabellinopsis iodinea"
"Coryphella japonica","Ziminella japonica"
"Coryphella longicaudata","Coryphella verrucosa"
"Coryphella piunca","Orienthella trilineata"
"Coryphella pricei","Apata pricei"
"Coryphella rufibranchialis","Coryphella verrucosa"
"Coryphella subrosacea","Flabellina subrosacea"
"Coryphella trilineata","Orienthella trilineata"
"Coryphella trophina","Himatina trophina"
"Coryphella verrucosa rufibranchialis","Coryphella verrucosa"
"Cosmocephala beringiana","Amphiporus beringianus"
"Cossura lepida","Cossura pygodactylata"
"Costazia surcularis","Costazia surcularis"
"Crago franciscorum","Crangon franciscorum"
"Crago nigricauda","Crangon nigricauda"
"Crago septemspinosus","Crangon septemspinosa"
"Crago zacae","Neocrangon resima"
"Crangon abyssorum","Neocrangon abyssorum"
"Crangon acclivis","Metacrangon acclivis"
"Crangon alaskensis elongata","Crangon alaskensis"
"Crangon boreas","Sclerocrangon boreas"
"Crangon communis","Neocrangon communis"
"Crangon franciscorum angustimana","Crangon franciscorum"
"Crangon franciscorum franciscorum","Crangon franciscorum"
"Crangon lar","Argis lar"
"Crangon munitus","Metacrangon munita"
"Crangon resima","Neocrangon resima"
"Crangon septemcarinata","Sabinea septemcarinata"
"Crangon sharpi","Rhynocrangon sharpi"
"Crangon spinirostris","Metacrangon spinirostris"
"Crangon stylirostris","Lissocrangon stylirostris"
"Crangon tenuifrons","Mesocrangon intermedia"
"Crangon variabilis","Metacrangon variabilis"
"Crangon zacae","Neocrangon resima"
"Crangonobdella achmerovi","Platybdella fabricii"
"Crangonobdella fabricii","Platybdella fabricii"
"Crangonobdella murmanica","Platybdella fabricii"
"Craniella craniana","Craniella craniana"
"Craniella sigmoancoratum","Craniella sigmoancoratum"
"Craniella sputnika","Craniella sputnika"
"Crassatella esquimalti","Astarte esquimalti"
"Crassicorophium clarencense","Crassicorophium clarencense"
"Crassina arctica","Astarte arctica"
"Crassina elliptica","Astarte elliptica"
"Crassina semisulcata","Astarte borealis"
"Cratena albocrusta","Trinchesia albocrusta"
"Cratena concinna","Cuthonella concinna"
"Cratenemertes pacificus","Nipponnemertes pacificus"
"Crella brunnea","Crella brunnea"
"Crenella columbiana","Solamen columbianum"
"Crenella elliptica","Crenella decussata"
"Crenella grisea","Vilasina seminuda"
"Crenella leana","Solamen leanum"
"Crenella seminuda","Vilasina seminuda"
"Crepidula bilobata","Crepipatella lingulata"
"Crepidula dorsata","Crepipatella dorsata"
"Crepidula explanata","Crepidula perforans"
"Crepidula exuviata","Crepidula perforans"
"Crepidula fissurata","Crepipatella lingulata"
"Crepidula grandis","Grandicrepidula grandis"
"Crepidula lingulata","Crepipatella lingulata"
"Crepidula minuta","Crepidula nummaria"
"Crepidula navicelloides","Crepidula nummaria"
"Crepidula nivea var. glottidiarum","Crepidula glottidiarum"
"Crepidula orbiculata","Crepipatella lingulata"
"Crepipatella charybdis","Crepipatella charybdis"
"Cribina stella","Aulactinia stella"
"Cribrella laeviuscula","Henricia leviuscula"
"Cribrella sanguinolenta","Henricia sanguinolenta"
"Cribrella sanguinolenta forma laevior","Henricia sanguinolenta"
"Cribrella spiculifera","Henricia leviuscula"
"Cribrilina hippocrepis","Jullienula hippocrepis"
"Cribrina artemisia","Anthopleura artemisia"
"Cribrina elegantissima","Anthopleura elegantissima"
"Cribrina stella","Aulactinia stella"
"Cribrochalina sluiteri","Semisuberites cribrosa"
"Cribrochalina variabilis","Semisuberites cribrosa"
"Cribrochalina variabilis var. crassa","Semisuberites cribrosa"
"Cribrochalina variabilis var. salpingoides","Semisuberites cribrosa"
