"","species"
"937","Triglops jordani"
"938","Triglops macellus"
"939","Triglops metopias"
"940","Triglops nybelini"
"941","Triglops pingelii"
"942","Triglops scepticus"
"943","Triglops xenostethus"
"944","Zesticelus profundorum"
"945","Agonomalus mozinoi"
"946","Agonopsis sterletus"
"947","Agonopsis vulsa"
"948","Anoplagonus inermis"
"949","Aspidophoroides monopterygius"
"950","Aspidophoroides olrikii"
"951","Bathyagonus alascanus"
"952","Bathyagonus infraspinatus"
"953","Bathyagonus nigripinnis"
"954","Bathyagonus pentacanthus"
"955","Blepsias bilobus"
"956","Blepsias cirrhosus"
"957","Bothragonus swanii"
"958","Chesnonia verrucosa"
"959","Hemilepidotus gilberti"
"960","Hemilepidotus hemilepidotus"
"961","Hemilepidotus jordani"
"962","Hemilepidotus papilio"
"963","Hemilepidotus spinosus"
"964","Hemilepidotus zapus"
"965","Hemitripterus bolini"
"966","Hemitripterus villosus"
"967","Hypsagonus quadricornis"
"968","Leptagonus decagonus"
"969","Sarritor frenatus"
"970","Nautichthys oculofasciatus"
"971","Nautichthys pribilovius"
"972","Nautichthys robustus"
"973","Occella dodecaedron"
"974","Odontopyxis trispinosa"
"975","Pallasina barbata"
"976","Percis japonica"
"977","Podothecus accipenserinus"
"978","Podothecus veternus"
"979","Sarritor leptorhynchus"
"980","Stellerina xyosterna"
"981","Xeneretmus latifrons"
"982","Xeneretmus leiops"
"983","Xeneretmus ritteri"
"984","Xeneretmus triacanthus"
"985","Cyclopterus lumpus"
"986","Aptocyclus ventricosus"
"987","Eumicrotremus andriashevi"
"988","Eumicrotremus schmidti"
"989","Eumicrotremus fedorovi"
"990","Eumicrotremus orbis"
"991","Eumicrotremus barbatus"
"992","Eumicrotremus derjugini"
"993","Eumicrotremus gyrinops"
"994","Lethotremus muticus"
"995","Eumicrotremus phrynoides"
"996","Eumicrotremus asperrimus"
"997","Cyclopteropsis lindbergi"
"998","Eumicrotremus soldatovi"
"999","Eumicrotremus spinosus"
"1000","Eumicrotremus terraenovae"
"1001","Acantholiparis caecus"
"1002","Acantholiparis opercularis"
"1003","Allocareproctus jordani"
"1004","Allocareproctus kallaion"
"1005","Allocareproctus tanix"
"1006","Careproctus pycnosoma"
"1007","Allocareproctus unangas"
"1008","Allocareproctus ungak"
"1009","Careproctus ovigerus"
"1010","Careproctus abbreviatus"
"1011","Careproctus ambustus"
"1012","Careproctus melanurus"
"1013","Careproctus attenuatus"
"1014","Careproctus bowersianus"
"1015","Careproctus canus"
"1016","Careproctus colletti"
"1017","Careproctus comus"
"1018","Careproctus cypselurus"
"1019","Careproctus ectenes"
"1020","Careproctus faunus"
"1021","Careproctus filamentosus"
"1022","Careproctus furcellus"
"1023","Careproctus gilberti"
"1024","Careproctus kamikawai"
"1025","Careproctus lerikimae"
"1026","Careproctus reinhardti"
"1027","Careproctus longifilis"
"1028","Careproctus lycopersicus"
"1029","Careproctus microstomus"
"1030","Careproctus mollis"
"1031","Careproctus nelsoni"
"1032","Careproctus opisthotremus"
"1033","Careproctus oregonensis"
"1034","Careproctus ostentum"
"1035","Careproctus phasma"
"1036","Careproctus scottae"
"1037","Careproctus rastrinus"
"1038","Careproctus simus"
"1039","Careproctus spectrum"
"1040","Careproctus staufferi"
"1041","Careproctus zachirus"
"1042","Crystallichthys cameliae"
"1043","Crystallichthys cyclospilus"
"1044","Crystallichthys mirabilis"
"1045","Elassodiscus caudatus"
"1046","Elassodiscus nyctereutes"
"1047","Elassodiscus tremebundus"
"1048","Genioliparis ferox"
"1049","Gyrinichthys minytremus"
"1050","Liparis adiastolus"
"1051","Liparis rutteri"
"1052","Liparis bathyarcticus"
"1053","Liparis bristolensis"
"1054","Liparis tunicatus"
"1055","Liparis callyodon"
"1056","Liparis catharus"
"1057","Liparis cyclopus"
"1058","Liparis dennyi"
"1059","Liparis fabricii"
"1060","Liparis florae"
"1061","Liparis fucensis"
"1062","Liparis gibbus"
"1063","Polypera greeni"
"1064","Liparis marmoratus"
"1065","Liparis megacephalus"
"1066","Liparis micraspidophorus"
"1067","Liparis mucosus"
"1068","Liparis ochotensis"
"1069","Liparis pulchellus"
"1070","Lipariscus nanus"
"1071","Rhinoliparis attenuatus"
"1072","Lopholiparis flerxi"
"1073","Nectoliparis pelagicus"
"1074","Osteodiscus cascadiae"
"1075","Paraliparis adustus"
"1076","Paraliparis albeolus"
"1077","Paraliparis albescens"
"1078","Paraliparis bathybius"
"1079","Paraliparis bullacephalus"
"1080","Paraliparis cephalus"
"1081","Paraliparis dactylosus"
"1082","Paraliparis deani"
"1083","Paraliparis grandis"
"1084","Paraliparis holomelas"
"1085","Paraliparis latifrons"
"1086","Paraliparis megalopus"
"1087","Paraliparis melanobranchus"
"1088","Paraliparis mento"
"1089","Paraliparis nassarum"
"1090","Paraliparis paucidens"
"1091","Paraliparis pectoralis"
"1092","Paraliparis penicillus"
"1093","Paraliparis rosaceus"
"1094","Paraliparis ulochir"
"1095","Prognatholiparis ptychomandibularis"
"1096","Psednos anoderkes"
"1097","Psednos cathetostomus"
"1098","Psednos griseus"
"1099","Psednos mexicanus"
"1100","Psednos pallidus"
"1101","Rhinoliparis barbulifer"
"1102","Rhodichthys regina"
"1103","Temnocora candida"
"1104","Centropomus medius"
"1105","Centropomus nigrescens"
"1106","Centropomus viridis"
"1107","Morone saxatilis"
"1108","Bathysphyraenops simplex"
"1109","Howella brodiei"
"1110","Howella sherborni"
"1111","Stereolepis gigas"
"1112","Alphestes immaculatus"
"1113","Alphestes multiguttatus"
"1114","Paranthias colonus"
"1115","Cephalopholis panamensis"
"1116","Dermatolepis dermatolepis"
"1117","Epinephelus analogus"
"1118","Epinephelus clippertonensis"
"1119","Epinephelus labriformis"
"1120","Epinephelus quinquefasciatus"
"1121","Epinephelus itajara"
"1122","Hyporthodus acanthistius"
"1123","Hyporthodus niphobles"
"1124","Hyporthodus niveatus"
"1125","Liopropoma fasciatum"
"1126","Liopropoma longilepis"
"1127","Mycteroperca jordani"
"1128","Mycteroperca prionura"
"1129","Mycteroperca rosacea"
"1130","Mycteroperca xenarcha"
"1131","Rypticus bicolor"
"1132","Rypticus nigripinnis"
"1133","Baldwinella eos"
"1134","Diplectrum eumelum"
"1135","Diplectrum euryplectrum"
"1136","Diplectrum labarum"
"1137","Diplectrum macropoma"
"1138","Diplectrum maximum"
"1139","Diplectrum pacificum"
"1140","Diplectrum rostrum"
"1141","Diplectrum sciurus"
"1142","Hemanthias peruanus"
"1143","Hemanthias signifer"
"1144","Paralabrax auroguttatus"
"1145","Paralabrax clathratus"
"1146","Paralabrax maculatofasciatus"
"1147","Paralabrax nebulifer"
"1148","Pronotogrammus multifasciatus"
"1149","Pseudogramma thaumasia"
"1150","Serranus aequidens"
"1151","Serranus huascarii"
"1152","Serranus psittacinus"
"1153","Opistognathus fossoris"
"1154","Opistognathus punctatus"
"1155","Opistognathus rhomaleus"
"1156","Opistognathus rosenblatti"
"1157","Opistognathus scops"
"1158","Cookeolus japonicus"
"1159","Heteropriacanthus cruentatus"
"1160","Priacanthus alalaua"
"1161","Pristigenys serrula"
"1162","Apogon atricaudus"
"1163","Apogon guadalupensis"
"1164","Apogon pacificus"
"1165","Apogon retrosella"
"1166","Caulolatilus affinis"
"1167","Caulolatilus princeps"
"1168","Caulolatilus hubbsi"
"1169","Nematistius pectoralis"
"1170","Alectis ciliaris"
"1171","Carangoides orthogrammus"
"1172","Carangoides otrynter"
"1173","Caranx vinctus"
"1174","Caranx caballus"
"1175","Caranx caninus"
"1176","Caranx hippos"
"1177","Caranx lugubris"
"1178","Caranx melampygus"
"1179","Caranx sexfasciatus"
"1180","Chloroscombrus orqueta"
"1181","Decapterus macarellus"
"1182","Decapterus macrosoma"
"1183","Decapterus muroadsi"
"1184","Elagatis bipinnulata"
"1185","Gnathanodon speciosus"
"1186","Hemicaranx leucurus"
"1187","Hemicaranx zelotes"
"1188","Naucrates ductor"
"1189","Oligoplites altus"
"1190","Oligoplites saurus"
"1191","Selar crumenophthalmus"
"1192","Selene brevoortii"
"1193","Selene orstedii"
"1194","Selene peruviana"
"1195","Seriola lalandi"
"1196","Seriola peruana"
"1197","Seriola rivoliana"
"1198","Trachinotus kennedyi"
"1199","Trachinotus paitensis"
"1200","Trachinotus rhodopus"
"1201","Trachurus symmetricus"
"1202","Trachurus murphyi"
"1203","Uraspis helvola"
"1204","Uraspis secunda"
"1205","Coryphaena equiselis"
"1206","Coryphaena hippurus"
"1207","Echeneis naucrates"
"1208","Echeneis neucratoides"
"1209","Phtheirichthys lineatus"
"1210","Remora albescens"
"1211","Remora australis"
"1212","Remora brachyptera"
"1213","Remora osteochir"
"1214","Remora remora"
"1215","Brama dussumieri"
"1216","Brama japonica"
"1217","Brama orcini"
"1218","Pteraclis aesticola"
"1219","Pterycombus petersii"
"1220","Taractes asper"
"1221","Taractichthys steindachneri"
"1222","Caristius macropus"
"1223","Paracaristius nudarcus"
"1224","Paracaristius maderensis"
"1225","Platyberyx andriashevi"
"1226","Hoplopagrus guentherii"
"1227","Lutjanus aratus"
"1228","Lutjanus argentiventris"
"1229","Lutjanus colorado"
"1230","Lutjanus guttatus"
"1231","Lutjanus inermis"
"1232","Lutjanus jordani"
"1233","Lutjanus novemfasciatus"
"1234","Lutjanus peru"
"1235","Lutjanus viridis"
"1236","Lobotes pacificus"
"1237","Deckertichthys aureolus"
"1238","Diapterus brevirostris"
"1239","Diapterus peruvianus"
"1240","Eucinostomus currani"
"1241","Eucinostomus dowii"
"1242","Eucinostomus argenteus"
"1243","Eucinostomus entomelas"
"1244","Eucinostomus gracilis"
"1245","Eugerres axillaris"
"1246","Eugerres lineatus"
"1247","Gerres simillimus"
"1248","Gerres cinereus"
"1249","Anisotremus caesius"
"1250","Anisotremus davidsonii"
"1251","Anisotremus interruptus"
"1252","Anisotremus taeniatus"
"1253","Haemulon californiensis"
"1254","Conodon serrifer"
"1255","Haemulon flaviguttatum"
"1256","Haemulon maculicauda"
"1257","Haemulon scudderii"
"1258","Haemulon sexfasciatum"
"1259","Haemulon steindachneri"
"1260","Haemulopsis axillaris"
"1261","Haemulopsis elongatus"
"1262","Haemulopsis leuciscus"
"1263","Haemulopsis nitidus"
"1264","Microlepidotus inornatus"
"1265","Orthopristis chalceus"
"1266","Orthopristis reddingi"
"1267","Pomadasys macracanthus"
"1268","Pomadasys panamensis"
"1269","Rhonciscus bayanus"
"1270","Pomadasys bayanus"
"1271","Pomadasys branickii"
"1272","Xenichthys xanti"
"1273","Calamus brachysomus"
"1274","Polydactylus approximans"
"1275","Polydactylus opercularis"
"1276","Filimanus sealei"
"1277","Bairdiella icistia"
"1278","Cheilotrema saturnum"
"1279","Corvula macrops"
"1280","Cynoscion othonopterus"
"1281","Cynoscion parvipinnis"
"1282","Cynoscion phoxocephalus"
"1283","Cynoscion reticulatus"
"1284","Cynoscion squamipinnis"
"1285","Cynoscion xanthulus"
"1286","Elattarchus archidium"
"1287","Genyonemus lineatus"
"1288","Isopisthus remifer"
"1289","Larimus acclivis"
"1290","Larimus argenteus"
"1291","Larimus effulgens"
"1292","Larimus pacificus"
"1293","Menticirrhus elongatus"
"1294","Menticirrhus nasus"
"1295","Menticirrhus panamensis"
"1296","Menticirrhus undulatus"
"1297","Micropogonias altipinnis"
"1298","Micropogonias ectenes"
"1299","Odontoscion xanthops"
"1300","Ophioscion vermicularis"
"1301","Paralonchurus goodei"
"1302","Pareques viola"
"1303","Roncador stearnsii"
"1304","Seriphus politus"
"1305","Stellifer ericymba"
"1306","Stellifer wintersteenorum"
"1307","Umbrina analis"
"1308","Umbrina bussingi"
"1309","Umbrina dorsalis"
"1310","Umbrina roncador"
"1311","Umbrina wintersteeni"
"1312","Umbrina xanti"
"1313","Mulloidichthys dentatus"
"1314","Mulloidichthys vanicolensis"
"1315","Pseudupeneus grandisquamis"
"1316","Girella nigricans"
"1317","Girella simplicidens"
"1318","Kyphosus azureus"
"1319","Kyphosus elegans"
"1320","Kyphosus lutescens"
"1321","Kyphosus sectatrix"
"1322","Kyphosus ocyurus"
"1323","Kyphosus vaigiensis"
"1324","Kyphosus analogus"
"1325","Medialuna californiensis"
"1326","Chaetodon humeralis"
"1327","Forcipiger flavissimus"
"1328","Johnrandallia nigrirostris"
"1329","Prognathodes falcifer"
"1330","Holacanthus clarionensis"
"1331","Holacanthus passer"
"1332","Pomacanthus zonipectus"
"1333","Pentaceros wheeleri"
"1334","Pentaceros richardsoni"
"1335","Kuhlia mugil"
"1336","Oplegnathus fasciatus"
"1337","Cirrhitichthys oxycephalus"
"1338","Cirrhitus rivulatus"
"1339","Oxycirrhites typus"
"1340","Coptodon zillii"
"1341","Rhacochilus vacca"
"1342","Zalembius rosaceus"
"1343","Rhacochilus toxotes"
"1344","Amphistichus argenteus"
"1345","Amphistichus koelzi"
"1346","Amphistichus rhodoterus"
"1347","Brachyistius frenatus"
"1348","Brachyistius aletes"
"1349","Cymatogaster aggregata"
"1350","Hypsurus caryi"
"1351","Embiotoca jacksoni"
"1352","Embiotoca lateralis"
"1353","Hyperprosopon argenteum"
"1354","Hyperprosopon ellipticum"
"1355","Hyperprosopon anale"
"1356","Micrometrus aurora"
"1357","Micrometrus minimus"
"1358","Phanerodon atripes"
"1359","Phanerodon furcatus"
"1360","Abudefduf declivifrons"
"1361","Abudefduf troschelii"
"1362","Azurina hirundo"
"1363","Chromis alta"
"1364","Chromis atrilobata"
"1365","Chromis limbaughi"
"1366","Chromis punctipinnis"
"1367","Hypsypops rubicundus"
"1368","Microspathodon bairdii"
"1369","Microspathodon dorsalis"
"1370","Stegastes acapulcoensis"
"1371","Stegastes flavilatus"
"1372","Stegastes leucorus"
"1373","Stegastes rectifraenum"
"1374","Stegastes redemptus"
"1375","Bodianus diplotaenia"
"1376","Calotomus carolinus"
"1377","Decodon melasma"
"1378","Halichoeres adustus"
"1379","Oxyjulis californica"
"1380","Halichoeres semicinctus"
"1381","Halichoeres chierchiae"
"1382","Halichoeres dispilus"
"1383","Sagittalarva inornatus"
"1384","Halichoeres insularis"
"1385","Halichoeres melanotis"
"1386","Halichoeres nicholsi"
"1387","Halichoeres notospilus"
"1388","Iniistius pavo"
"1389","Nicholsina denticulata"
"1390","Novaculichthys taeniourus"
"1391","Polylepion cruentum"
"1392","Scarus compressus"
"1393","Scarus ghobban"
"1394","Scarus perrico"
"1395","Scarus rubroviolaceus"
"1396","Stethojulis bandanensis"
"1397","Thalassoma grammaticum"
"1398","Thalassoma lucasanum"
"1399","Thalassoma virens"
"1400","Xyrichtys mundiceps"
"1401","Bathymaster caeruleofasciatus"
"1402","Bathymaster leurolepis"
"1403","Bathymaster signatus"
"1404","Rathbunella alleni"
"1405","Rathbunella hypoplecta"
"1406","Ronquilus jordani"
"1407","Bothrocara pusillum"
"1408","Bentartia pusillum"
"1409","Bothrocara brunneum"
"1410","Bothrocara hollandi"
"1411","Bothrocara molle"
"1412","Bothrocara nyx"
"1413","Derepodichthys alepidotus"
"1414","Eucryphycus californicus"
"1415","Gymnelus hemifasciatus"
"1416","Gymnelus popovi"
"1417","Gymnelus viridis"
"1418","Lycenchelys alta"
"1419","Lycenchelys callista"
"1420","Lycenchelys camchatica"
"1421","Lycenchelys crotalinus"
"1422","Lycenchelys hippopotamus"
"1423","Lycenchelys jordani"
"1424","Lycenchelys kolthoffi"
"1425","Lycenchelys micropora"
"1426","Lycenchelys monstrosa"
"1427","Lycenchelys pearcyi"
"1428","Lycenchelys plicifera"
"1429","Lycenchelys rassi"
"1430","Lycenchelys ratmanovi"
"1431","Lycenchelys rosea"
"1432","Lycenchelys volki"
"1433","Lycodapus dermatinus"
"1434","Lycodapus endemoscotus"
"1435","Lycodapus fierasfer"
"1436","Lycodapus leptus"
"1437","Lycodapus mandibularis"
"1438","Lycodapus pachysoma"
"1439","Lycodapus parviceps"
"1440","Lycodapus poecilus"
"1441","Lycodapus psarostomatus"
"1442","Lycodes adolfi"
"1443","Lycodes akuugun"
"1444","Lycodes beringi"
"1445","Lycodes brevipes"
"1446","Lycodes concolor"
"1447","Ophthalmolycus amberensis"
"1448","Lycodes cortezianus"
"1449","Lycodes diapterus"
"1450","Lycodes eudipleurostictus"
"1451","Lycodes frigidus"
"1452","Lycodes japonicus"
"1453","Lycodes jugoricus"
"1454","Lycodes marisalbi"
"1455","Lycodes pallidus"
"1456","Lycodes mucosus"
"1457","Lycodes turneri"
"1458","Lycodes polaris"
"1459","Lycodes pacificus"
"1460","Lycodes palearis"
"1461","Lycodes raridens"
"1462","Lycodes reticulatus"
"1463","Lycodes lavalaei"
"1464","Lycodes rossi"
"1465","Lycodes sagittarius"
"1466","Lycodes seminudus"
"1467","Lycodes soldatovi"
"1468","Lycodes squamiventer"
"1469","Lyconema barbatum"
"1470","Melanostigma pammelas"
"1471","Nalbantichthys elongatus"
"1472","Opaeophacus acrogeneius"
"1473","Pachycara bulbiceps"
"1474","Pachycara gymninium"
"1475","Pachycara karenae"
"1476","Pachycara lepinium"
"1477","Puzanovia rubra"
"1478","Taranetzella lyoderma"
"1479","Acantholumpenus mackayi"
"1480","Alectrias alectrolophus"
"1481","Alectridium aurantiacum"
"1482","Anisarchus medius"
"1483","Anoplarchus insignis"
"1484","Anoplarchus purpurescens"
"1485","Bryozoichthys lysimus"
"1486","Bryozoichthys marjorius"
"1487","Cebidichthys violaceus"
"1488","Chirolophis decoratus"
"1489","Chirolophis nugator"
"1490","Chirolophis snyderi"
"1491","Chirolophis tarsodes"
"1492","Ernogrammus walkeri"
"1493","Esselenichthys carli"
"1494","Esselenichthys laurae"
"1495","Eumesogrammus praecisus"
"1496","Gymnoclinus cristulatus"
"1497","Kasatkia seigeli"
"1498","Leptoclinus maculatus"
"1499","Lumpenella longirostris"
"1500","Lumpenopsis clitella"
"1501","Lumpenopsis hypochroma"
"1502","Lumpenus fabricii"
"1503","Lumpenus sagitta"
"1504","Phytichthys chirus"
"1505","Plagiogrammus hopkinsii"
"1506","Plectobranchus evides"
"1507","Poroclinus rothrocki"
"1508","Stichaeus punctatus"
"1509","Xiphister atropurpureus"
"1510","Xiphister mucosus"
"1511","Cryptacanthodes aleutensis"
"1512","Cryptacanthodes giganteus"
"1513","Apodichthys flavidus"
"1514","Apodichthys fucorum"
"1515","Pholis clemensi"
"1516","Pholis fasciata"
"1517","Pholis laeta"
"1518","Pholis ornata"
"1519","Pholis nea"
"1520","Pholis schultzi"
"1521","Rhodymenichthys dolichogaster"
"1522","Ulvicola sanctaerosae"
"1523","Anarhichas denticulatus"
"1524","Anarhichas orientalis"
"1525","Anarrhichthys ocellatus"
"1526","Ptilichthys goodei"
"1527","Zaprora silenus"
"1528","Scytalina cerdale"
"1529","Chiasmodon niger"
"1530","Chiasmodon subniger"
"1531","Dysalotus oligoscolus"
"1532","Kali falx"
"1533","Kali indica"
"1534","Kali kerberti"
"1535","Kali macrodon"
"1536","Kali macrura"
"1537","Pseudoscopelus lavenbergi"
"1538","Pseudoscopelus scriptus"
"1539","Pseudoscopelus sagamianus"
"1540","Arctoscopus japonicus"
"1541","Trichodon trichodon"
"1542","Ammodytes dubius"
"1543","Ammodytes americanus"
"1544","Ammodytes hexapterus"
"1545","Ammodytes personatus"
"1546","Ammodytoides gilli"
"1547","Astroscopus zephyreus"
"1548","Kathetostoma averruncus"
"1549","Axoclinus nigricaudus"
"1550","Axoclinus storeyae"
"1551","Crocodilichthys gracilis"
"1552","Enneanectes carminalis"
"1553","Enneanectes reticulatus"
"1554","Dactylagnus mundus"
"1555","Dactylagnus parvus"
"1556","Dactyloscopus elongatus"
"1557","Dactyloscopus heraldi"
"1558","Dactyloscopus lunaticus"
"1559","Dactyloscopus pectoralis"
