taxa_query,found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Aporrectodea longa,Aporrectodea longa,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,1450855,127158,2307757,128733,accepted,NA,FALSE,NA,"(Ude, 1885)",Aporrectodea longa,Aporrectodea longa,Aporrectodea longa,"Aporrectodea longa (Ude, 1885)",0,1
Dendrobaena,Dendrobaena,genus,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,1040049,25202,5431566,615729,accepted,NA,FALSE,NA,"Eisen, 1874",Dendrobaena,Dendrobaena,Dendrobaena,"Dendrobaena Eisen, 1874",0,1
Eiseniella,Eiseniella,genus,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eiseniella,994670,127164,2307761,2845390,accepted,NA,FALSE,NA,"Michaelsen, 1900",Eiseniella,Eiseniella,Eiseniella,"Eiseniella Michaelsen, 1900",0,1
Octolasion lacteum,Octolasion lacteum,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,1040177,25195,4410647,916284,accepted,NA,FALSE,NA,"(Örley, 1881)",Octolasion lacteum,Octolasion lacteum,Octolasion lacteum,"Octolasion lacteum (Örley, 1881)",1,0
Lumbricus castaneus,Lumbricus castaneus,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,1073924,25198,4410653,1056931,accepted,NA,FALSE,NA,"(Savigny in Cuvier, 1826)",Lumbricus castaneus,Lumbricus castaneus,Lumbricus castaneus,"Lumbricus castaneus (Savigny, 1826)",NA,1
Aporrectodea icterica,Aporrectodea icterica,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,1550568,101069,4410818,280280,accepted,NA,FALSE,NA,"(Savigny in Cuvier, 1826)",Aporrectodea icterica,Aporrectodea icterica,Aporrectodea icterica,"Aporrectodea icterica (de Savigny, 1826)",NA,1
Octolasion,Octolasion,genus,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,1040052,25194,2307763,42146,accepted,NA,FALSE,NA,"Örley, 1885",Octolasion,Octolasion,Octolasion,"Octolasion Örley, 1885",1,1
Scherotheca,Scherotheca,genus,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Scherotheca,1062324,127143,4405176,4165355,accepted,NA,FALSE,incertae_sedis,"Bouché, 1972",Scherotheca,Scherotheca,Scherotheca,"Scherotheca Bouché, 1972",0,1
Scherotheca savignyi,Scherotheca savignyi,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Scherotheca,1074041,127151,4410466,4165375,unassessed,NA,FALSE,incertae_sedis_inherited,NA,Scherotheca savignyi,Scherotheca savignyi,Scherotheca savignyi,"Scherotheca savignyi (Guerne & Horst, 1893)",0,1
Murchieona minuscula,Murchieona minuscula,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Murchieona,1551547,462649,4410510,4165426,accepted,NA,FALSE,incertae_sedis_inherited,"(Rosa, 1906)",Murchieona minuscula,Murchieona minuscula,Murchieona minuscula,"Murchieona minuscula (Rosa, 1905)",NA,1
Aporrectodea cupulifera,Aporrectodea cupulifera,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,1550567,667066,4410766,647852,accepted,NA,FALSE,NA,"(Tetry, 1937)",Aporrectodea cupulifera,Aporrectodea cupulifera,Aporrectodea cupulifera,"Aporrectodea cupulifera (Tétry, 1937)",NA,1
Nouraguesia,Nouraguesia,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Nouraguesia,1547621,595005,9368348,5693522,accepted,NA,FALSE,sibling_higher,"Csuzdi & Pavlicek, 2011",Nouraguesia,Nouraguesia,Nouraguesia,"Nouraguesia Csuzdi & Pavlicek, 2011",NA,1
Pontoscolex corethrurus,Pontoscolex corethrurus,species,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,994667,183699,2308741,640498,accepted,NA,FALSE,NA,"(Muller, 1856)",Pontoscolex corethrurus,Pontoscolex corethrurus,Pontoscolex corethrurus,"Pontoscolex corethrurus (Muller, 1856)",0,1
Neogaster,Neogaster,genus,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Neogaster,1062163,595004,10474086,2848722,accepted,NA,FALSE,NA,"Černosvitov, 1934",Neogaster,Neogaster,Neogaster,"Neogaster Černosvitov, 1934",1,0
Righiodrilus,Righiodrilus,genus,Annelida,Clitellata,Crassiclitellata,Glossoscolecidae,Righiodrilus,1062320,595180,4813886,2848686,accepted,NA,FALSE,sibling_higher,"Zicsi, 1995",Righiodrilus,Righiodrilus,Righiodrilus,"Righiodrilus Zicsi, 1995",0,1
Rhinodrilus,Rhinodrilus,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,1062316,127207,2308745,295132,accepted,NA,FALSE,sibling_higher,"Perrier, 1872",Rhinodrilus,Rhinodrilus,Rhinodrilus,"Rhinodrilus Benham, 1890",0,1
Martiodrilus,Martiodrilus,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Martiodrilus,1062131,305860,2308726,2847695,accepted,NA,FALSE,sibling_higher,"Michaelsen, 1937",Martiodrilus,Martiodrilus,Martiodrilus,Martiodrilus,0,1
Urobenus,Urobenus,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,1062377,127269,4813808,1023072,accepted,NA,FALSE,sibling_higher,"Benham, 1886",Urobenus,Urobenus,Urobenus,Urobenus,0,1
Dichogaster andina,Dichogaster andina,species,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,1068585,595208,9480565,5705680,taxon inquirendum,NA,FALSE,NA,"Cognetti de Martiis, 1904",Dichogaster andina,Dichogaster andina,Dichogaster andina,"Dichogaster andina Cognetti, 1904",0,1
Glossodrilus,Glossodrilus,genus,Annelida,Clitellata,Crassiclitellata,Glossoscolecidae,Glossodrilus,1062056,127205,4813693,611428,accepted,NA,FALSE,sibling_higher,"Cognetti, 1905",Glossodrilus,Glossodrilus,Glossodrilus,"Glossodrilus Cognetti, 1905",0,1
Haplotaxis,Haplotaxis,genus,Annelida,Clitellata,Haplotaxida,Haplotaxidae,Haplotaxis,1040043,308890,2308707,276964,accepted,NA,FALSE,NA,"Hoffmeister, 1843",Haplotaxis,Haplotaxis,Haplotaxis,"Haplotaxis Hoffmeister, 1843",1,0
Wegeneriona,Wegeneriona,genus,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Wegeneriona,1062386,355023,4812051,2848463,accepted,NA,FALSE,NA,"Černosvitov, 1939",Wegeneriona,Wegeneriona,Wegeneriona,"Wegeneriona Černosvitov, 1939",1,0
Ocnerodrilidae,Ocnerodrilidae,family,Annelida,Clitellata,Crassiclitellata,Ocnerodrilidae,NA,1039999,127268,3267566,517,accepted,NA,FALSE,sibling_higher,"Beddard, 1891",Ocnerodrilidae,Ocnerodrilidae,Ocnerodrilidae,Ocnerodrilidae,1,0
Dichogaster,Dichogaster,genus,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,1040124,127263,8959976,521,accepted,NA,FALSE,NA,"Beddard, 1888",Dichogaster,Dichogaster,Dichogaster,"Dichogaster Beddard, 1888",1,1
Pontoscolex,Pontoscolex,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,994666,183698,2308740,640497,accepted,NA,FALSE,sibling_higher,"Schmarda, 1861",Pontoscolex,Pontoscolex,Pontoscolex,Pontoscolex,0,1
Scherotheca corsicana,Scherotheca corsicana,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Scherotheca,1074034,979345,4410468,4165372,unassessed,NA,FALSE,incertae_sedis_inherited,NA,Scherotheca corsicana,Scherotheca corsicana,Scherotheca corsicana,"Scherotheca corsicana (Pop, 1947)",0,1
Dendrobaena byblica,Dendrobaena byblica,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,1041022,127185,8179356,5723614,accepted,NA,FALSE,NA,"(Rosa, 1898)",Dendrobaena byblica,Dendrobaena byblica,Dendrobaena byblica,"Dendrobaena byblica (Rosa, 1898)",1,0
Prosellodrilus,Prosellodrilus,genus,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Prosellodrilus,1062296,127153,4405054,471978,accepted,NA,FALSE,NA,"Bouché, 1972",Prosellodrilus,Prosellodrilus,Prosellodrilus,"Prosellodrilus Bouché, 1972",0,1
Dendrobaena hortensis,Dendrobaena hortensis,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,1425373,888786,7725323,5723612,accepted,NA,FALSE,NA,"(Michaelsen, 1890)",Dendrobaena hortensis,Dendrobaena hortensis,Dendrobaena hortensis,"Dendrobaena hortensis (Michaelsen, 1890)",NA,1
Microscolex dubius,Microscolex dubius,species,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,Microscolex,1425415,258702,2307727,67076,accepted,NA,FALSE,NA,"(Fletcher, 1887)",Microscolex dubius,Microscolex dubius,Microscolex dubius,"Microscolex dubius (Fletcher, 1887)",0,1
Allolobophora,Allolobophora,genus,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Allolobophora,994684,101071,7995218,790931,accepted,NA,FALSE,NA,"Eisen, 1874",Allolobophora,Allolobophora,Allolobophora,"Allolobophora Eisen, 1874",0,1
Scherotheca gigas,Scherotheca gigas,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Scherotheca,1074037,127144,4410486,4165362,unassessed,NA,FALSE,incertae_sedis_inherited,NA,Scherotheca gigas,Scherotheca gigas,Scherotheca gigas,"Scherotheca gigas (Dugès, 1828)",0,1
Pheretima,Pheretima,genus,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Pheretima,1062272,127279,4813459,902881,accepted,NA,FALSE,NA,"Kinberg, 1866",Pheretima,Pheretima,Pheretima,"Pheretima Kinberg, 1866",NA,1
Pleionogaster,Pleionogaster,genus,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Pleionogaster,1062281,127277,4813822,1051866,accepted,NA,FALSE,NA,"Michaelsen, 1892",Pleionogaster,Pleionogaster,Pleionogaster,"Pleionogaster Michaelsen, 1892",NA,1
Pithemera,Pithemera,genus,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Pithemera,1062277,158796,4407546,821736,accepted,NA,FALSE,NA,"Sims & Easton, 1972",Pithemera,Pithemera,Pithemera,"Pithemera Sims & Easton, 1972",NA,1
Archipheretima,Archipheretima,genus,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Archipheretima,1362074,158806,4812236,48031,accepted,NA,FALSE,NA,"Michaelsen, 1928",Archipheretima,Archipheretima,Archipheretima,"Archipheretima Michaelsen, 1928",NA,1
Polypheretima,Polypheretima,genus,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Polypheretima,1062286,127284,4812970,1066690,accepted,NA,FALSE,NA,"Michaelsen, 1934",Polypheretima,Polypheretima,Polypheretima,"Polypheretima Michaelsen, 1934",NA,1
Lumbricus friendi,Lumbricus friendi,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,1068494,127152,8161409,249567,accepted,NA,FALSE,NA,"Cognetti de Martiis, 1904",Lumbricus friendi,Lumbricus friendi,Lumbricus friendi,"Lumbricus friendi Cognetti, 1904",NA,1
Lumbricus centralis,Lumbricus centralis,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,1068175,127160,7576647,249564,unassessed,NA,FALSE,NA,"Bouché, 1972",Lumbricus centralis,Lumbricus centralis,Lumbricus centralis,"Lumbricus centralis Bouché, 1972",NA,1
Atatina,Atatina,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Atatina,1062237,127203,4812129,35777,accepted,NA,FALSE,sibling_higher,"Righi, 1971",Atatina,Atatina,Atatina,Atatina,0,1
Glossoscolecidae,Glossoscolecidae,family,Annelida,Clitellata,Crassiclitellata,Glossoscolecidae,NA,994665,127202,3567,798109,accepted,NA,FALSE,sibling_higher,"Michaelsen, 1900",Glossoscolecidae,Glossoscolecidae,Glossoscolecidae,Glossoscolecidae,0,1
Drawida,Drawida,genus,Annelida,Clitellata,Moniligastrida,Moniligastridae,Drawida,1027687,105913,4812243,21133,accepted,NA,FALSE,NA,"Michaelsen, 1900",Drawida,Drawida,Drawida,"Drawida Michaelsen, 1900",1,1
Almidae,Almidae,family,Annelida,Clitellata,Crassiclitellata,Almidae,NA,1039993,127213,4813730,999959,accepted,NA,FALSE,sibling_higher,"Duboscq, 1902",Almidae,Almidae,Almidae,Almidae,1,1
Acanthodrilidae,Acanthodrilidae,family,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,NA,994661,127228,2255,335151,accepted,NA,FALSE,sibling_higher,"Claus, 1880",Acanthodrilidae,Acanthodrilidae,Acanthodrilidae,Acanthodrilidae,0,1
Sparganophilidae,Sparganophilidae,family,Annelida,Clitellata,Crassiclitellata,Sparganophilidae,NA,992681,127253,6961,531297,accepted,NA,FALSE,NA,"Michaelsen, 1918",Sparganophilidae,Sparganophilidae,Sparganophilidae,Sparganophilidae,1,1
Dichogaster saliens,Dichogaster saliens,species,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,1040997,127265,4410240,522304,accepted,NA,FALSE,NA,"(Beddard, 1893)",Dichogaster saliens,Dichogaster saliens,Dichogaster saliens,"Dichogaster saliens (Beddard, 1893)",1,0
Urobenus brasiliensis,Urobenus brasiliensis,species,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,1072862,127270,9588531,260200,accepted,NA,FALSE,NA,"Benham, 1886",Urobenus brasiliensis,Urobenus brasiliensis,Urobenus brasiliensis,"Urobenus brasiliensis Benham, 1886",0,1
Glossoscolex,Glossoscolex,genus,Annelida,Clitellata,Crassiclitellata,Glossoscolecidae,Glossoscolex,1062057,127271,10155839,611429,accepted,NA,FALSE,sibling_higher,"Leuckart in von Froriep, 1835",Glossoscolex,Glossoscolex,Glossoscolex,"Glossoscolex Steffen, Steffen, Bartz, James, Jacques, Brown & Antoniolli, 2018",0,1
Andiorrhinus,Andiorrhinus,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Andiorrhinus,1062224,127273,2308798,192654,accepted,NA,FALSE,sibling_higher,"Cognetti di Martiis, 1908",Andiorrhinus,Andiorrhinus,Andiorrhinus,Andiorrhinus,0,1
Goiascolex,Goiascolex,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Goiascolex,1062058,127288,4574892,38326,accepted,NA,FALSE,sibling_higher,"Righi, 1971",Goiascolex,Goiascolex,Goiascolex,Goiascolex,0,1
Diporodrilus pilosus,Diporodrilus pilosus,species,Annelida,Clitellata,Crassiclitellata,Diporodrilidae,Diporodrilus,1068157,183640,4410951,2845385,unassessed,NA,FALSE,NA,"Bouché, 1970",Diporodrilus pilosus,Diporodrilus pilosus,Diporodrilus pilosus,"Diporodrilus pilosus Bouché, 1970",0,1
Cernosvitovia bertae,Cernosvitovia bertae,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Cernosvitovia,1068690,183642,4410876,4165436,unassessed,NA,FALSE,NA,"Cosín, Mato & Mascato, 1985",Cernosvitovia bertae,Cernosvitovia bertae,Cernosvitovia bertae,"Cernosvitovia bertae Cosín, Mato & Mascato, 1985",0,1
Postandrilus palmensis,Postandrilus palmensis,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Postandrilus,1070629,183646,4410691,643652,unassessed,NA,FALSE,NA,"Qiu & Bouché, 1998",Postandrilus palmensis,Postandrilus palmensis,Postandrilus palmensis,"Postandrilus palmensis Qiu & Bouché, 1998",0,1
Diplocardia hulberti,Diplocardia hulberti,species,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,Diplocardia,1069379,106179,8846094,651643,unassessed,NA,FALSE,NA,"James, 1988",Diplocardia hulberti,Diplocardia hulberti,Diplocardia hulberti,"Diplocardia hulberti James, 1988",0,1
Geogenia,Geogenia,genus,Annelida,Clitellata,Crassiclitellata,Microchaetidae,Geogenia,1062052,183653,4812524,90156,accepted,NA,FALSE,NA,"Kinberg, 1866",Geogenia,Geogenia,Geogenia,"Geogenia Kinberg, 1866",0,1
Proandricus,Proandricus,genus,Annelida,Clitellata,Crassiclitellata,Microchaetidae,Proandricus,1062293,183657,4812123,90149,accepted,NA,FALSE,NA,"Plisko, 1992",Proandricus,Proandricus,Proandricus,"Proandricus Plisko, 1992",0,1
Haplotaxidae,Haplotaxidae,family,Annelida,Clitellata,Haplotaxida,Haplotaxidae,NA,1039997,183659,3568,968100,accepted,NA,FALSE,NA,"Michaelsen, 1900",Haplotaxidae,Haplotaxidae,Haplotaxidae,Haplotaxidae,1,0
Tritogenia douglasi,Tritogenia douglasi,species,Annelida,Clitellata,Crassiclitellata,Tritogeniidae,Tritogenia,1070529,183661,9633832,5705678,accepted,NA,FALSE,NA,"Plisko, 1997",Tritogenia douglasi,Tritogenia douglasi,Tritogenia douglasi,"Tritogenia douglasi Plisko, 1997",0,1
Parachilota,Parachilota,genus,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,Parachilota,1062188,183655,4812975,234485,accepted,NA,FALSE,NA,"Pickford, 1937",Parachilota,Parachilota,Parachilota,"Parachilota Pickford, 1937",0,1
Microchaetidae,Microchaetidae,family,Annelida,Clitellata,Crassiclitellata,Microchaetidae,NA,1045110,183652,3267613,486733,accepted,NA,FALSE,sibling_higher,"Beddard, 1895 emend. Plisko, 2012",Microchaetidae,Microchaetidae,Microchaetidae,Microchaetidae,0,1
Octolasion tyrtaeum,Octolasion tyrtaeum,species,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,1551550,183663,2307764,42145,accepted,NA,FALSE,NA,"(Savigny in Cuvier, 1826)",Octolasion tyrtaeum,Octolasion tyrtaeum,Octolasion tyrtaeum,"Octolasion tyrtaeum (Savigny, 1826)",NA,1
Tritogenia,Tritogenia,genus,Annelida,Clitellata,Crassiclitellata,Tritogeniidae,Tritogenia,1062365,183660,2308750,90148,accepted,NA,FALSE,NA,"Kinberg, 1866",Tritogenia,Tritogenia,Tritogenia,"Tritogenia Kinberg, 1866",0,1
Estherella,Estherella,genus,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Estherella,1062027,183667,4813818,664307,accepted,NA,FALSE,sibling_higher,"Gates, 1970",Estherella,Estherella,Estherella,Estherella,0,1
Millsonia,Millsonia,genus,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Millsonia,1062149,183669,4813736,35688,accepted,NA,FALSE,NA,"Beddard, 1894",Millsonia,Millsonia,Millsonia,"Millsonia Beddard, 1894",NA,1
Benhamia,Benhamia,genus,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Benhamia,1041045,183672,10395961,273007,accepted,NA,FALSE,NA,"Michaelsen, 1889",Benhamia,Benhamia,Benhamia,"Benhamia Michaelsen, 1889",1,1
Hyperiodrilus,Hyperiodrilus,genus,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Hyperiodrilus,1062087,183678,4813844,38328,accepted,NA,FALSE,NA,"Beddard, 1891",Hyperiodrilus,Hyperiodrilus,Hyperiodrilus,"Hyperiodrilus Beddard, 1891",0,1
Eudrilidae,Eudrilidae,family,Annelida,Clitellata,Crassiclitellata,Eudrilidae,NA,998124,183671,4288888,267449,accepted,NA,FALSE,sibling_higher,"Claus, 1880",Eudrilidae,Eudrilidae,Eudrilidae,Eudrilidae,1,1
Hyperiodrilus africanus,Hyperiodrilus africanus,species,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Hyperiodrilus,1071520,305840,9546247,38306,accepted,NA,FALSE,NA,"Beddard, 1891",Hyperiodrilus africanus,Hyperiodrilus africanus,Hyperiodrilus africanus,"Hyperiodrilus africanus Beddard, 1891",0,1
Criodrilus,Criodrilus,genus,Annelida,Clitellata,Crassiclitellata,Criodrilidae,Criodrilus,1040030,380657,2308785,523,accepted,NA,FALSE,NA,"Hoffmeister, 1845",Criodrilus,Criodrilus,Criodrilus,"Criodrilus Hoffmeister, 1845",1,0
Polytoreutus finni,Polytoreutus finni,species,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Polytoreutus,1067792,183682,9257408,1085584,accepted,NA,FALSE,NA,"Beddard, 1894",Polytoreutus finni,Polytoreutus finni,Polytoreutus finni,"Polytoreutus finni Beddard, 1894",0,1
Polytoreutus,Polytoreutus,genus,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Polytoreutus,1062287,183681,4813760,1085586,accepted,NA,FALSE,NA,"Michaelsen, 1890",Polytoreutus,Polytoreutus,Polytoreutus,"Polytoreutus Michaelsen, 1890",0,1
Amynthas agrestis,Amynthas agrestis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1350396,183685,9225458,7913976,accepted,NA,FALSE,sibling_higher,"(Goto & Hatai, 1899)",Amynthas agrestis,Amynthas agrestis,Amynthas agrestis,"Amynthas agrestis (Goto & Hatai, 1899)",0,1
Perionyx excavatus,Perionyx excavatus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Perionyx,1070410,103755,2307593,74165,accepted,NA,FALSE,NA,"Perrier, 1872",Perionyx excavatus,Perionyx excavatus,Perionyx excavatus,"Perionyx excavatus Perrier, 1872",NA,1
Amynthas catenus,Amynthas catenus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1071228,183687,5739131,2845417,unassessed,NA,FALSE,sibling_higher,"C-F. Tsai, Shen & S-C. Tsai, 2001",Amynthas catenus,Amynthas catenus,Amynthas catenus,"Amynthas catenus C-F.Tsai, Shen & S-C.Tsai, 2001",0,1
Amynthas gracilis,Amynthas gracilis,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1507826,183688,2307609,192732,accepted,NA,FALSE,sibling_higher,"(Kinberg, 1866)",Amynthas gracilis,Amynthas gracilis,Amynthas gracilis,"Amynthas gracilis (Kinberg, 1866)",0,1
Amynthas tessellatus,Amynthas tessellatus,species,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,1070951,183697,7345694,2845404,unassessed,NA,FALSE,sibling_higher,"Shen, C-F. Tsai & S-C. Tsai, 2002",Amynthas tessellatus,Amynthas tessellatus,Amynthas tessellatus,"Amynthas tessellatus Shen, C-F.Tsai & S-C.Tsai, 2002",0,1
Eukerria saltensis,Eukerria saltensis,species,Annelida,Clitellata,Crassiclitellata,Ocnerodrilidae,Eukerria,1041014,183702,4410232,3376,accepted,NA,FALSE,NA,"(Beddard, 1895)",Eukerria saltensis,Eukerria saltensis,Eukerria saltensis,"Eukerria saltensis (Beddard, 1895)",1,0
Perionyx,Perionyx,genus,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Perionyx,1062268,103754,2307592,74164,accepted,NA,FALSE,NA,"Perrier, 1872",Perionyx,Perionyx,Perionyx,"Perionyx Perrier, 1872",NA,1
Glyphidrilus,Glyphidrilus,genus,Annelida,Clitellata,Crassiclitellata,Almidae,Glyphidrilus,1040029,127214,2308758,611427,accepted,NA,FALSE,NA,"Horst, 1889",Glyphidrilus,Glyphidrilus,Glyphidrilus,"Glyphidrilus Horst, 1889",1,0
Astacopsidrilus ryuteki,Astacopsidrilus ryuteki,species,Annelida,Clitellata,Tubificida,Phreodrilidae,Astacopsidrilus,993363,NA,9197745,305021,accepted,NA,FALSE,NA,"Martin & Ohtaka, 2008",Astacopsidrilus ryuteki,Astacopsidrilus ryuteki,NA,"Astacopsidrilus ryuteki Martin & Ohtaka, 2008",1,NA
Rhyacodriloides,Rhyacodriloides,genus,Annelida,Clitellata,Tubificida,Naididae,Rhyacodriloides,1040103,671253,4812422,399938,accepted,NA,FALSE,NA,"Čekanovskaya, 1975",Rhyacodriloides,Rhyacodriloides,Rhyacodriloides,"Rhyacodriloides Čekanovskaya, 1975",1,0
