species,phylum,class,obisgbif,hakaisample,verifiedbc
Chthamalus dalli,Arthropoda,Thecostraca,1,1,1
Membranipora villosa,Bryozoa,Gymnolaemata,1,0,0
Ennucula tenuis,Mollusca,Bivalvia,1,0,0
Spirontocaris prionota,Arthropoda,Malacostraca,1,0,0
Scabrotrophon maltzani,Mollusca,Gastropoda,1,1,1
Calliostoma annulatum,Mollusca,Gastropoda,1,1,1
Aldisa cooperi,Mollusca,Gastropoda,1,0,0
Lebbeus grandimanus,Arthropoda,Malacostraca,1,0,0
Lebbeus eludus,Arthropoda,Malacostraca,1,0,0
Crepidula nummaria,Mollusca,Gastropoda,1,0,0
Perophora annectens,Chordata,Ascidiacea,1,1,1
Onchidoris bilamellata,Mollusca,Gastropoda,1,1,1
Ectopleura marina,Cnidaria,Hydrozoa,1,0,0
Eutonina indicans,Cnidaria,Hydrozoa,1,0,0
Parvilucina tenuisculpta,Mollusca,Bivalvia,1,1,1
Ampelisca lobata,Arthropoda,Malacostraca,1,1,1
Eubranchus rustyus,Mollusca,Gastropoda,1,1,1
Leucosolenia nautilia,Porifera,Calcarea,1,0,0
Aglaja ocelligera,Mollusca,Gastropoda,1,1,1
Halecium densum,Cnidaria,Hydrozoa,1,0,0
Ampithoe lacertosa,Arthropoda,Malacostraca,1,1,1
Halcampa decemtentaculata,Cnidaria,Anthozoa,1,1,1
Pagurus kennerlyi,Arthropoda,Malacostraca,1,0,0
Coanicardita ventricosa,Mollusca,Bivalvia,1,0,0
Tripoplax trifida,Mollusca,Polyplacophora,1,0,0
Ascidia columbiana,Chordata,Ascidiacea,1,1,1
Mitrocoma cellularia,Cnidaria,Hydrozoa,1,0,0
Tresus nuttallii,Mollusca,Bivalvia,1,0,0
Placiphorella velata,Mollusca,Polyplacophora,1,1,1
Semele rubropicta,Mollusca,Bivalvia,1,0,0
Hapalogaster mertensii,Arthropoda,Malacostraca,1,1,1
Onchidoris evincta,Mollusca,Gastropoda,1,0,0
Apata pricei,Mollusca,Gastropoda,1,0,0
Dendronotus subramosus,Mollusca,Gastropoda,1,0,0
Pandora filosa,Mollusca,Bivalvia,1,0,0
Spiochaetopterus costarum,Annelida,Polychaeta,1,0,0
Dendronotus rufus,Mollusca,Gastropoda,1,1,1
Lepeta concentrica,Mollusca,Gastropoda,1,0,0
Phidolopora pacifica,Bryozoa,Gymnolaemata,1,1,1
Lacuna variegata,Mollusca,Gastropoda,1,1,1
Mopalia spectabilis,Mollusca,Polyplacophora,1,1,1
Velutina velutina,Mollusca,Gastropoda,1,1,1
Aegires albopunctatus,Mollusca,Gastropoda,1,0,0
Ziminella japonica,Mollusca,Gastropoda,1,0,0
Metacrangon munita,Arthropoda,Malacostraca,1,0,0
Diaphorodoris lirulatocauda,Mollusca,Gastropoda,1,1,1
Chromopleustes oculatus,Arthropoda,Malacostraca,1,0,0
Keenaea centifilosa,Mollusca,Bivalvia,1,0,0
Aplidium californicum,Chordata,Ascidiacea,1,1,1
Synoicum parfustis,Chordata,Ascidiacea,1,0,0
Compsomyax subdiaphana,Mollusca,Bivalvia,1,1,1
Heptacarpus stylus,Arthropoda,Malacostraca,1,1,1
Petaloconchus compactus,Mollusca,Gastropoda,1,0,0
Placetron wosnessenskii,Arthropoda,Malacostraca,1,0,0
Pycnoclavella stanleyi,Chordata,Ascidiacea,1,1,1
Caprella alaskana,Arthropoda,Malacostraca,1,0,0
Elassochirus gilli,Arthropoda,Malacostraca,1,0,0
Doto columbiana,Mollusca,Gastropoda,1,0,0
Mopalia ciliata,Mollusca,Polyplacophora,1,0,0
Cystodytes lobatus,Chordata,Ascidiacea,1,1,1
Dendronotus albopunctatus,Mollusca,Gastropoda,1,0,0
Peachia quinquecapitata,Cnidaria,Anthozoa,1,0,0
Molgula pacifica,Chordata,Ascidiacea,1,0,0
Corella inflata,Chordata,Ascidiacea,1,1,1
Panopea generosa,Mollusca,Bivalvia,1,0,0
Epitonium indianorum,Mollusca,Gastropoda,1,0,0
Rictaxis punctocaelatus,Mollusca,Gastropoda,1,1,1
Dendronotus kamchaticus,Mollusca,Gastropoda,1,0,0
Ophiura sarsii,Echinodermata,Ophiuroidea,1,1,1
Psolus squamatus,Echinodermata,Holothuroidea,1,0,0
Acanthodoris atrogriseata,Mollusca,Gastropoda,1,0,0
Kaburakia excelsa,Platyhelminthes,0,1,0,0
Diadumene lineata,Cnidaria,Anthozoa,1,0,0
Yoldia hyperborea,Mollusca,Bivalvia,1,0,0
Rhizocaulus verticillatus,Cnidaria,Hydrozoa,1,0,0
Dendronotus venustus,Mollusca,Gastropoda,1,0,0
Ampelisca unsocalae,Arthropoda,Malacostraca,1,0,0
Aeolidia loui,Mollusca,Gastropoda,1,0,0
Zelentia nepunicea,Mollusca,Gastropoda,1,0,0
Eudistoma purpuropunctatum,Chordata,Ascidiacea,1,1,1
Photis brevipes,Arthropoda,Malacostraca,1,1,1
Palio zosterae,Mollusca,Gastropoda,1,0,0
Thuiaria thuja,Cnidaria,Hydrozoa,1,0,0
Neostylidium eschrichtii,Mollusca,Gastropoda,1,1,1
Tubulanus polymorphus,Nemertea,Palaeonemertea,1,0,0
Suberites concinnus,Porifera,Demospongiae,1,0,0
Amphilectus digitatus,Porifera,Demospongiae,1,0,0
Aplysilla polyraphis,Porifera,Demospongiae,1,0,0
Epiactis lisbethae,Cnidaria,Anthozoa,1,1,1
Trypanedenta gemmipara,Annelida,Polychaeta,1,0,0
Amphisbetia greenei,Cnidaria,Hydrozoa,1,0,0
Apomatus geniculatus,Annelida,Polychaeta,1,0,0
Macoma brota,Mollusca,Bivalvia,1,0,0
Pagurus quaylei,Arthropoda,Malacostraca,1,0,0
Ciliatocardium ciliatum,Mollusca,Bivalvia,1,1,1
Pagurus stevensae,Arthropoda,Malacostraca,1,1,1
Melicertum octocostatum,Cnidaria,Hydrozoa,1,0,0
Bopyroides hippolytes,Arthropoda,Malacostraca,1,0,0
Caprella mutica,Arthropoda,Malacostraca,1,0,0
Botrylloides violaceus,Chordata,Ascidiacea,1,0,0
Yoldia aeolica,Mollusca,Bivalvia,1,0,0
Weberella perlucida,Porifera,Demospongiae,1,0,0
Isodictya rigida,Porifera,Demospongiae,1,0,0
Eualus butleri,Arthropoda,Malacostraca,1,0,0
Cyanoplax dentiens,Mollusca,Polyplacophora,1,1,1
Stylatula elongata,Cnidaria,Anthozoa,1,0,0
Eurylepta leoparda,Platyhelminthes,0,1,0,0
Dodecaceria concharum,Annelida,Polychaeta,1,1,1
Cylichna attonsa,Mollusca,Gastropoda,1,0,0
Cuthona divae,Mollusca,Gastropoda,1,0,0
Doto amyra,Mollusca,Gastropoda,1,0,0
Acteocina culcitella,Mollusca,Gastropoda,1,1,1
Acarnus erithacus,Porifera,Demospongiae,1,0,0
Gadila aberrans,Mollusca,Scaphopoda,1,0,0
Epigamia alexandri,Annelida,Polychaeta,1,0,0
Eubranchus rupium,Mollusca,Gastropoda,1,0,0
Musculus niger,Mollusca,Bivalvia,1,0,0
Phyllaplysia taylori,Mollusca,Gastropoda,1,0,0
Cuthonella concinna,Mollusca,Gastropoda,1,0,0
Macoma obliqua,Mollusca,Bivalvia,1,0,0
Pandalus lucidirimicolus,Arthropoda,Malacostraca,1,0,0
Caulibugula californica,Bryozoa,Gymnolaemata,1,0,0
Pagurus armatus,Arthropoda,Malacostraca,1,1,1
Pseudopotamilla occelata,Annelida,Polychaeta,1,0,0
Crangon nigricauda,Arthropoda,Malacostraca,1,0,0
Patinopecten caurinus,Mollusca,Bivalvia,1,0,0
Lyonsia bracteata,Mollusca,Bivalvia,1,0,0
Crucigera zygophora,Annelida,Polychaeta,1,1,1
Nuculana leonina,Mollusca,Bivalvia,1,0,0
Mya truncata,Mollusca,Bivalvia,1,1,1
Paracyathus stearnsii,Cnidaria,Anthozoa,1,1,1
Cellaria diffusa,Bryozoa,Gymnolaemata,1,0,0
Gastropteron pacificum,Mollusca,Gastropoda,1,0,0
Amphiodia periercta,Echinodermata,Ophiuroidea,1,0,0
Harmothoe fragilis,Annelida,Polychaeta,1,0,0
Oedignathus inermis,Arthropoda,Malacostraca,1,1,1
Suberites latus,Porifera,Demospongiae,1,1,1
Velutina plicatilis,Mollusca,Gastropoda,1,0,0
Stomphia coccinea,Cnidaria,Anthozoa,1,0,0
Phoronis ijimai,Phoronida,0,1,0,0
Salmacina tribranchiata,Annelida,Polychaeta,1,0,0
Pyura mirabilis,Chordata,Ascidiacea,1,0,0
Placiphorella rufa,Mollusca,Polyplacophora,1,0,0
Tritonia exsulans,Mollusca,Gastropoda,1,0,0
Megayoldia thraciaeformis,Mollusca,Bivalvia,1,0,0
Argulus pugettensis,Arthropoda,Ichthyostraca,1,0,0
Glycymeris septentrionalis,Mollusca,Bivalvia,1,1,1
Didemnum vexillum,Chordata,Ascidiacea,1,0,0
Eudistoma molle,Chordata,Ascidiacea,1,0,0
Disporella separata,Bryozoa,Stenolaemata,1,0,0
Hydrallmania franciscana,Cnidaria,Hydrozoa,1,0,0
Heptacarpus tridens,Arthropoda,Malacostraca,1,0,0
Pandalus borealis,Arthropoda,Malacostraca,1,0,0
Panomya ampla,Mollusca,Bivalvia,1,0,0
Macoma carlottensis,Mollusca,Bivalvia,1,0,0
Henricia aspera,Echinodermata,Asteroidea,1,0,0
Alcyonidium pedunculatum,Bryozoa,Gymnolaemata,1,1,1
Styela montereyensis,Chordata,Ascidiacea,1,1,1
Schuchertinia allmanii,Cnidaria,Hydrozoa,1,0,0
Desdimelita microdentata,Arthropoda,Malacostraca,1,0,0
Didemnum carnulentum,Chordata,Ascidiacea,1,0,0
Leucandra heathi,Porifera,Calcarea,1,0,0
Emplectonema gracile,Nemertea,Hoplonemertea,1,0,0
Leptosynapta transgressor,Echinodermata,Holothuroidea,1,0,0
Gnathopleustes pachychaetus,Arthropoda,Malacostraca,1,0,0
Pagurus ochotensis,Arthropoda,Malacostraca,1,0,0
Neoleprea spiralis,Annelida,Polychaeta,1,0,0
Trididemnum alexi,Chordata,Ascidiacea,1,0,0
Chaetopterus variopedatus,Annelida,Polychaeta,1,0,0
Primavelans insculpta,Bryozoa,Gymnolaemata,1,1,1
Nereis zonata,Annelida,Polychaeta,1,0,0
Ampelisca hancocki,Arthropoda,Malacostraca,1,1,1
Aldisa tara,Mollusca,Gastropoda,1,1,1
Henricia sanguinolenta,Echinodermata,Asteroidea,1,0,0
Pandora wardiana,Mollusca,Bivalvia,1,0,0
Modiolus modiolus,Mollusca,Bivalvia,1,0,0
Lebbeus mundus,Arthropoda,Malacostraca,1,0,0
Acanthodoris lutea,Mollusca,Gastropoda,1,0,0
Melanella micans,Mollusca,Gastropoda,1,1,1
Cerberilla mosslandica,Mollusca,Gastropoda,1,0,0
Polyorchis penicillatus,Cnidaria,Hydrozoa,1,1,1
Trophonopsis orpheus,Mollusca,Gastropoda,1,0,0
Clavelina huntsmani,Chordata,Ascidiacea,1,1,1
Berryteuthis magister,Mollusca,Cephalopoda,1,0,0
Psolidium bidiscum,Echinodermata,Holothuroidea,1,0,0
Mopalia phorminx,Mollusca,Polyplacophora,1,0,0
Mopalia sinuata,Mollusca,Polyplacophora,1,1,1
Marsenina rhombica,Mollusca,Gastropoda,1,0,0
Hyas lyratus,Arthropoda,Malacostraca,1,0,0
Neosabellaria cementarium,Annelida,Polychaeta,1,1,1
Micrura verrilli,Nemertea,Pilidiophora,1,1,1
Leuckartiara longicalcar,Cnidaria,Hydrozoa,1,0,0
Discophyton rudyi,Cnidaria,Anthozoa,1,0,0
Adalaria proxima,Mollusca,Gastropoda,1,1,1
Hallaxa chani,Mollusca,Gastropoda,1,0,0
Sarsia tubulosa,Cnidaria,Hydrozoa,1,0,0
Celleporina robertsoniae,Bryozoa,Gymnolaemata,1,0,0
Ophiodermella fancherae,Mollusca,Gastropoda,1,0,0
Catriona columbiana,Mollusca,Gastropoda,1,0,0
Diaphoreolis viridis,Mollusca,Gastropoda,1,0,0
Axinopsida serricata,Mollusca,Bivalvia,1,1,1
Modiolus rectus,Mollusca,Bivalvia,1,0,0
Onchidoris muricata,Mollusca,Gastropoda,1,1,1
Balanus crenatus,Arthropoda,Thecostraca,1,1,1
Bathypera feminalba,Chordata,Ascidiacea,1,0,0
Diplosoma listerianum,Chordata,Ascidiacea,1,1,1
Stomotoca atra,Cnidaria,Hydrozoa,1,0,0
Heptacarpus sitchensis,Arthropoda,Malacostraca,1,1,1
Balanus rostratus,Arthropoda,Thecostraca,1,0,0
Cirratulus spectabilis,Annelida,Polychaeta,1,0,0
Musculus discors,Mollusca,Bivalvia,1,1,1
Solmundaegina nematophora,Cnidaria,Hydrozoa,1,0,0
Epitonium hindsii,Mollusca,Gastropoda,1,0,0
Tethya californiana,Porifera,Demospongiae,1,0,0
Hippasteria phrygiana,Echinodermata,Asteroidea,1,0,0
Iophon lamella,Porifera,Demospongiae,1,0,0
Keenocardium blandum,Mollusca,Bivalvia,1,0,0
Marsenina stearnsii,Mollusca,Gastropoda,1,1,1
Aldisa albomarginata,Mollusca,Gastropoda,1,0,0
Ceramaster patagonicus,Echinodermata,Asteroidea,1,0,0
Crenella decussata,Mollusca,Bivalvia,1,0,0
Upogebia pugettensis,Arthropoda,Malacostraca,1,1,1
Romaleon antennarium,Arthropoda,Malacostraca,1,0,0
Proboscidactyla flavicirrata,Cnidaria,Hydrozoa,1,0,0
Pentidotea stenops,Arthropoda,Malacostraca,1,0,0
Trinchesia albocrusta,Mollusca,Gastropoda,1,0,0
Sternaspis affinis,Annelida,Polychaeta,1,0,0
Siliqua patula,Mollusca,Bivalvia,1,0,0
Halosydna johnsoni,Annelida,Polychaeta,1,0,0
Henricia pumila,Echinodermata,Asteroidea,1,1,1
Lycopodina occidentalis,Porifera,Demospongiae,1,0,0
Didemnum albidum,Chordata,Ascidiacea,1,0,0
Gersemia rubiformis,Cnidaria,Anthozoa,1,1,1
Aplysilla glacialis,Porifera,Demospongiae,1,0,0
Ocinebrellus inornatus,Mollusca,Gastropoda,1,0,0
Ancula gibbosa,Mollusca,Gastropoda,1,0,0
Kulikovia montgomeryi,Nemertea,Pilidiophora,1,0,0
Idotea urotoma,Arthropoda,Malacostraca,1,0,0
Pagurus hemphilli,Arthropoda,Malacostraca,1,1,1
Heptacarpus tenuissimus,Arthropoda,Malacostraca,1,0,0
Nassarius fossatus,Mollusca,Gastropoda,1,0,0
Cryptosula pallasiana,Bryozoa,Gymnolaemata,1,0,0
Lymnaea stagnalis,Mollusca,Gastropoda,1,0,0
Rexithaerus secta,Mollusca,Bivalvia,1,0,0
Onchidella borealis,Mollusca,Gastropoda,1,0,0
Apostichopus leukothele,Echinodermata,Holothuroidea,1,0,0
Eubranchus olivaceus,Mollusca,Gastropoda,1,0,0
Staurocalyptus dowlingi,Porifera,Hexactinellida,1,0,0
Pholoides asperus,Annelida,Polychaeta,1,1,1
Lepidonotus squamatus,Annelida,Polychaeta,1,0,0
Botryllus schlosseri,Chordata,Ascidiacea,1,0,0
Abarenicola pacifica,Annelida,Polychaeta,1,0,0
Pachycheles rudis,Arthropoda,Malacostraca,1,1,1
Emerita analoga,Arthropoda,Malacostraca,1,0,0
Pachygrapsus crassipes,Arthropoda,Malacostraca,1,0,0
Urticina piscivora,Cnidaria,Anthozoa,1,0,0
Eudistylia catharinae,Annelida,Polychaeta,1,1,1
Oceanactis diomedeae,Cnidaria,Anthozoa,1,0,0
Solamen columbianum,Mollusca,Bivalvia,1,0,0
Mesocalanus tenuicornis,Arthropoda,Copepoda,1,0,0
Centropages abdominalis,Arthropoda,Copepoda,1,1,1
Pilargis maculata,Annelida,Polychaeta,1,0,0
Metridia pacifica,Arthropoda,Copepoda,1,1,1
Alvania compacta,Mollusca,Gastropoda,1,1,1
Lepidasthenia longicirrata,Annelida,Polychaeta,1,1,1
Chrysaora melanaster,Cnidaria,Scyphozoa,1,0,0
Boccardia pugettensis,Annelida,Polychaeta,1,0,0
Oithona similis,Arthropoda,Copepoda,1,1,1
Crepidula perforans,Mollusca,Gastropoda,1,1,1
Fabia subquadrata,Arthropoda,Malacostraca,1,1,1
Ditrichocorycaeus anglicus,Arthropoda,Copepoda,1,1,1
Schistomeringos annulata,Annelida,Polychaeta,1,0,0
Cyanea capillata,Cnidaria,Scyphozoa,1,1,1
Aurelia aurita,Cnidaria,Scyphozoa,1,0,0
Aulactinia incubans,Cnidaria,Anthozoa,1,0,0
Portunion conformis,Arthropoda,Malacostraca,1,0,0
Pleopis polyphemoides,Arthropoda,Branchiopoda,1,0,0
Actinauge verrillii,Cnidaria,Anthozoa,1,0,0
Exosphaeroma russellhansoni,Arthropoda,Malacostraca,1,0,0
Paraeuchaeta elongata,Arthropoda,Copepoda,1,1,1
Periphylla periphylla,Cnidaria,Scyphozoa,1,0,0
Amage anops,Annelida,Polychaeta,1,0,0
Oithona atlantica,Arthropoda,Copepoda,1,1,1
Nemertesia antennina,Cnidaria,Hydrozoa,1,0,0
Virgularia tuberculata,Cnidaria,Anthozoa,1,0,0
Pulsellum salishorum,Mollusca,Scaphopoda,1,0,0
Calyptraea fastigiata,Mollusca,Gastropoda,1,0,0
Latisipho jordani,Mollusca,Gastropoda,1,0,0
Lyonsia norwegica,Mollusca,Bivalvia,1,0,0
Boreotrophon macouni,Mollusca,Gastropoda,1,0,0
Anthoptilum grandiflorum,Cnidaria,Anthozoa,1,0,0
Parastenella ramosa,Cnidaria,Anthozoa,1,0,0
Cyanoplax fernaldi,Mollusca,Polyplacophora,1,0,0
Odontosyllis phosphorea,Annelida,Polychaeta,1,1,1
Swiftia pacifica,Cnidaria,Anthozoa,1,0,0
Onuphis elegans,Annelida,Polychaeta,1,0,0
Spiochaetopterus typicus,Annelida,Polychaeta,1,0,0
Haplostoma setiferum,Arthropoda,Copepoda,1,0,0
Plumarella longispina,Cnidaria,Anthozoa,1,0,0
Augaptilus glacialis,Arthropoda,Copepoda,1,0,0
Swiftia torreyi,Cnidaria,Anthozoa,1,0,0
Apistobranchus tullbergi,Annelida,Polychaeta,1,0,0
Halcampa crypta,Cnidaria,Anthozoa,1,0,0
Hermundura fauveli,Annelida,Polychaeta,1,0,0
Nuttallina californica,Mollusca,Polyplacophora,1,0,0
Diplopteraster multipes,Echinodermata,Asteroidea,1,0,0
Urticina columbiana,Cnidaria,Anthozoa,1,0,0
Ilyanassa obsoleta,Mollusca,Gastropoda,1,0,0
Cribrinopsis albopunctata,Cnidaria,Anthozoa,1,0,0
Ismaila belciki,Arthropoda,Copepoda,1,0,0
Simomactra falcata,Mollusca,Bivalvia,1,0,0
Cliopsis krohnii,Mollusca,Gastropoda,1,0,0
Parallorchestes americana,Arthropoda,Malacostraca,1,0,0
Aphrodita longipalpa,Annelida,Polychaeta,1,0,0
Amphiporus imparispinosus,Nemertea,Hoplonemertea,1,0,0
Chionoecetes tanneri,Arthropoda,Malacostraca,1,0,0
Eulalia quadrioculata,Annelida,Polychaeta,1,1,1
Glycinde picta,Annelida,Polychaeta,1,1,1
Leptosynapta clarki,Echinodermata,Holothuroidea,1,0,0
Caulibugula ciliata,Bryozoa,Gymnolaemata,1,0,0
Goniada annulata,Annelida,Polychaeta,1,0,0
Praxillella affinis,Annelida,Polychaeta,1,0,0
Cidarina cidaris,Mollusca,Gastropoda,1,0,0
Jassa staudei,Arthropoda,Malacostraca,1,0,0
Ischyrocerus anguipes,Arthropoda,Malacostraca,1,1,1
Glycinde armigera,Annelida,Polychaeta,1,0,0
Loimia arborea,Annelida,Polychaeta,1,0,0
Neocrangon communis,Arthropoda,Malacostraca,1,0,0
Hololepida magna,Annelida,Polychaeta,1,0,0
Lirularia lirulata,Mollusca,Gastropoda,1,0,0
Eualus subtilis,Arthropoda,Malacostraca,1,1,1
Prionospio steenstrupi,Annelida,Polychaeta,1,1,1
Cryptomya californica,Mollusca,Bivalvia,1,0,0
Calliostoma variegatum,Mollusca,Gastropoda,1,0,0
Mytilus galloprovincialis,Mollusca,Bivalvia,1,0,0
Integripelta bilabiata,Bryozoa,Gymnolaemata,1,0,0
Exosphaeroma amplicauda,Arthropoda,Malacostraca,1,1,1
Saccoglossus pusillus,Hemichordata,Enteropneusta,1,0,0
Micrura wilsoni,Nemertea,Pilidiophora,1,1,1
Disporella hispida,Bryozoa,Stenolaemata,1,0,0
Granulina margaritula,Mollusca,Gastropoda,1,1,1
Orchomenella pacifica,Arthropoda,Malacostraca,1,0,0
Clytia hemisphaerica,Cnidaria,Hydrozoa,1,1,1
Themisto pacifica,Arthropoda,Malacostraca,1,1,1
Apolochus staudei,Arthropoda,Malacostraca,1,1,1
Adula californiensis,Mollusca,Bivalvia,1,0,0
Lepidozona radians,Mollusca,Polyplacophora,1,1,1
Lepeophtheirus bifidus,Arthropoda,Copepoda,1,0,0
Hiatella arctica,Mollusca,Bivalvia,1,1,1
Pentidotea montereyensis,Arthropoda,Malacostraca,1,0,0
Chondrochelia savignyi,Arthropoda,Malacostraca,1,0,0
Boccardiella hamata,Annelida,Polychaeta,1,0,0
Rhepoxynius pallidus,Arthropoda,Malacostraca,1,1,1
Leucothoe spinicarpa,Arthropoda,Malacostraca,1,1,1
Hemithiris psittacea,Brachiopoda,Rhynchonellata,1,0,0
Arabella iricolor,Annelida,Polychaeta,1,0,0
Cryptonatica affinis,Mollusca,Gastropoda,1,0,0
Monocorophium acherusicum,Arthropoda,Malacostraca,1,0,0
Alcyonidium polyoum,Bryozoa,Gymnolaemata,1,0,0
Pseudothyone levini,Echinodermata,Holothuroidea,1,1,1
Scoloplos armiger,Annelida,Polychaeta,1,0,0
Podocerus cristatus,Arthropoda,Malacostraca,1,1,1
Amphipholis pugetana,Echinodermata,Ophiuroidea,1,1,1
Nothria conchylega,Annelida,Polychaeta,1,0,0
Hermadionella truncata,Annelida,Polychaeta,1,0,0
Berthella californica,Mollusca,Gastropoda,1,0,0
Cyphocaris challengeri,Arthropoda,Malacostraca,1,1,1
Disporella fimbriata,Bryozoa,Stenolaemata,1,0,0
Pista brevibranchiata,Annelida,Polychaeta,1,1,1
Thyonidium kurilensis,Echinodermata,Holothuroidea,1,0,0
Puncturella galeata,Mollusca,Gastropoda,1,1,1
Rhynchothalestris helgolandica,Arthropoda,Copepoda,1,0,0
Nuculana minuta,Mollusca,Bivalvia,1,0,0
Ione cornuta,Arthropoda,Malacostraca,1,0,0
Chiridota albatrossii,Echinodermata,Holothuroidea,1,1,1
Crepidula plana,Mollusca,Gastropoda,1,0,0
Pherusa papillata,Annelida,Polychaeta,1,0,0
Circeis spirillum,Annelida,Polychaeta,1,0,0
Solidobalanus engbergi,Arthropoda,Thecostraca,1,1,1
Gammaropsis ellisi,Arthropoda,Malacostraca,1,0,0
Novocrania philippinensis,Brachiopoda,Craniata,1,0,0
Harmothoe extenuata,Annelida,Polychaeta,1,1,1
Pagurus dalli,Arthropoda,Malacostraca,1,1,1
Liriopsis pygmaea,Arthropoda,Malacostraca,1,1,1
Heptacarpus pugettensis,Arthropoda,Malacostraca,1,1,1
Nutricola lordi,Mollusca,Bivalvia,1,0,0
Pinnotheres taylori,Arthropoda,Malacostraca,1,0,0
Synidotea nebulosa,Arthropoda,Malacostraca,1,0,0
Aplidium solidum,Chordata,Ascidiacea,1,0,0
Pista estevanica,Annelida,Polychaeta,1,0,0
Melita oregonensis,Arthropoda,Malacostraca,1,0,0
Abietinaria rigida,Cnidaria,Hydrozoa,1,1,1
Phoronopsis harmeri,Phoronida,0,1,0,0
Ericthonius rubricornis,Arthropoda,Malacostraca,1,0,0
Pectinaria californiensis,Annelida,Polychaeta,1,0,0
Abarenicola claparedi,Annelida,Polychaeta,1,0,0
Euphilomedes carcharodonta,Arthropoda,Ostracoda,1,0,0
Byblis millsi,Arthropoda,Malacostraca,1,1,1
Epigamia magna,Annelida,Polychaeta,1,0,0
Vitreolina columbiana,Mollusca,Gastropoda,1,0,0
Ceradocus spinicauda,Arthropoda,Malacostraca,1,0,0
Heteromastus filobranchus,Annelida,Polychaeta,1,0,0
Aoroides exilis,Arthropoda,Malacostraca,1,1,1
Dynamenella sheareri,Arthropoda,Malacostraca,1,0,0
Calcigorgia spiculifera,Cnidaria,Anthozoa,1,0,0
Celleporella hyalina,Bryozoa,Gymnolaemata,1,0,0
Cirolana harfordi,Arthropoda,Malacostraca,1,0,0
Caprella ferrea,Arthropoda,Malacostraca,1,0,0
Owenia johnsoni,Annelida,Polychaeta,1,0,0
Ameritella modesta,Mollusca,Bivalvia,1,1,1
Orthopyxis compressa,Cnidaria,Hydrozoa,1,1,1
Pachycheles pubescens,Arthropoda,Malacostraca,1,1,1
Lacuna porrecta,Mollusca,Gastropoda,1,0,0
Zelentia pustulata,Mollusca,Gastropoda,1,0,0
Eulithidium comptum,Mollusca,Gastropoda,1,1,1
Anisogammarus pugettensis,Arthropoda,Malacostraca,1,1,1
Mopalia cirrata,Mollusca,Polyplacophora,1,0,0
Pandalus dispar,Arthropoda,Malacostraca,1,0,0
Paraprionospio alata,Annelida,Polychaeta,1,0,0
Crisia maxima,Bryozoa,Stenolaemata,1,1,1
Inusitatomysis insolita,Arthropoda,Malacostraca,1,0,0
Dulichia rhabdoplastis,Arthropoda,Malacostraca,1,1,1
Notomastus hemipodus,Annelida,Polychaeta,1,0,0
Caprella mendax,Arthropoda,Malacostraca,1,1,1
Quadrimaera carla,Arthropoda,Malacostraca,1,0,0
Bougainvillia multitentaculata,Cnidaria,Hydrozoa,1,0,0
Sertularella coronata,Cnidaria,Hydrozoa,1,0,0
Megamoera borealis,Arthropoda,Malacostraca,1,1,1
Calliopius pacificus,Arthropoda,Malacostraca,1,0,0
Molpadia intermedia,Echinodermata,Holothuroidea,1,0,0
Caulleriella pacifica,Annelida,Polychaeta,1,0,0
Arctonula arctica,Bryozoa,Gymnolaemata,1,0,0
Travisia brevis,Annelida,Polychaeta,1,0,0
Crisia occidentalis,Bryozoa,Stenolaemata,1,0,0
Cucumaria vegae,Echinodermata,Holothuroidea,1,1,1
Tegella armifera,Bryozoa,Gymnolaemata,1,0,0
Arhynchite pugettensis,Annelida,Polychaeta,1,0,0
Lepeophtheirus parviventris,Arthropoda,Copepoda,1,0,0
Heptacarpus stimpsoni,Arthropoda,Malacostraca,1,0,0
Gaudichaudius iphionelloides,Annelida,Polychaeta,1,1,1
Scleroplax tubicola,Arthropoda,Malacostraca,1,0,0
Mesochaetopterus taylori,Annelida,Polychaeta,1,0,0
Isocirrus longiceps,Annelida,Polychaeta,1,0,0
Protomedeia grandimana,Arthropoda,Malacostraca,1,0,0
Glossobalanus berkeleyi,Hemichordata,Enteropneusta,1,0,0
Anonyx laticoxae,Arthropoda,Malacostraca,1,0,0
Mopalia ferreirai,Mollusca,Polyplacophora,1,1,1
Foxiphalus obtusidens,Arthropoda,Malacostraca,1,0,0
Ianiropsis kincaidi,Arthropoda,Malacostraca,1,0,0
Diastylis paraspinulosa,Arthropoda,Malacostraca,1,0,0
Sertularia cupressoides,Cnidaria,Hydrozoa,1,1,1
Quasitetrastemma nigrifrons,Nemertea,Hoplonemertea,1,1,1
Crepipatella dorsata,Mollusca,Gastropoda,1,1,1
Petaloproctus borealis,Annelida,Polychaeta,1,0,0
Iphimedia rickettsi,Arthropoda,Malacostraca,1,0,0
Cossura bansei,Annelida,Polychaeta,1,0,0
Bulychevia georgiana,Arthropoda,Malacostraca,1,0,0
Sertularia schmidti,Cnidaria,Hydrozoa,1,0,0
Galathowenia oculata,Annelida,Polychaeta,1,0,0
Pseudoceros canadensis,Platyhelminthes,0,1,0,0
Lebbeus groenlandicus,Arthropoda,Malacostraca,1,0,0
Pacifoculodes zernovi,Arthropoda,Malacostraca,1,0,0
Macoploma yoldiformis,Mollusca,Bivalvia,1,0,0
Pseudocnus lubricus,Echinodermata,Holothuroidea,1,1,1
Nutricola tantilla,Mollusca,Bivalvia,1,1,1
