Sample ID,Field ID,Museum ID,Institution Storing,Project Code,Process ID,Sample ID,Field ID,BIN,Catalog Num,tufA Seq. Length,PSBA Seq. Length,COI-5P Seq. Length,COI-5P Trace Count,ITS Seq. Length,28S Seq. Length,rbcL Seq. Length,18S Seq. Length,Image Count,Barcode Compliant,Collection Date,Identification,Institution,Notes,Phylum,Class,Order,Family,Subfamily,Genus,Species,Identifier,Identifier Email,Identification Method,Taxonomy Notes,Collectors,Collection Date,Country/Ocean,State/Province,Region,Sector,Exact Site,Lat,Lon,Elev,Depth,Elevation Precision,Depth Precision,GPS Source,Coordinate Accuracy,Event Time,Collection Date Accuracy,Habitat,Sampling Protocol,Collection Notes,Site Code,Collection Event ID
BHAK-05934,BHAK-5934,Annelida_008483,Florida Museum of Natural History,BHAK,BHAK2863-20,BHAK-05934,BHAK-5934,,Annelida_008483,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,23-Jun-2018,Hemipodia,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Glyceridae,,Hemipodia,,Tara Macdonald,,Morphology,Sheila Byers,Hakai Institute,23-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,"Choked Pass, Transect I4",51.675,-128.118,,4.5,,,,,,,Seagrass Bed,"Hand collecting, SCUBA",,,EHAK-15
BHAK260,BHAK260,BHAK260,Natural History Museum of Los Angeles County,BHAK,BHAK976-18,BHAK260,BHAK260,BOLD:AAN8624,BHAK260,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,23-Jul-2017,Glycinde picta,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Goniadidae,,Glycinde,Glycinde picta,Leslie Harris,lharris@nhm.org,morphology,,Sarah Dudas,23-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6431,-128.086,,,,,Handheld GPS,,,,sheltered bay,Hand collecting,"mud/sand, mid zone 2.2 - 1.5 m",SHAK04,
BHAK-07715,BHAK-7715,Annelida_008673,Florida Museum of Natural History,BHAK,BHAK2867-20,BHAK-07715,BHAK-7715,BOLD:AAN8624,Annelida_008673,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,27-Jun-2018,Glycinde,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Goniadidae,,Glycinde,,Sheila Byers,,Morphology,,Hakai Institute,27-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Hakai Boat Ramp,51.654,-128.13,,1,,1,,,,,silty sand,Hand collected,,,EHAK60
BHAK1373,BHAK1373,BHAK1373,Hakai Institute,BHAK,BHAK1123-18,BHAK1373,BHAK1373,BOLD:AAE0300,BHAK1373,0[n],0[n],604[0n],4,0[n],0[n],0[n],0[n],2,Yes,30-Jul-2017,Micropodarke dubia,Hakai Institute,,Annelida,Polychaeta,Phyllodocida,Hesionidae,,Micropodarke,Micropodarke dubia,Leslie Harris,lharris@nhm.org,morphology,,Hakai Institute,30-Jul-2017,Canada,British Columbia,Central Coast,Hakai Pass,Meay Channel,51.7436,-128.071,,10,,5,iPad (Collector),,,,rock scarp/wall,hand collected by SCUBA,"urchin barren, biotic habitat=coralline algae",IHAK22,
BHAK-2565,BHAK-2565,,Natural History Museum of Los Angeles County,BHAK,BHAK1390-18,BHAK-2565,BHAK-2565,BOLD:AAE0300,,0[n],0[n],615[0n],2,0[n],0[n],0[n],0[n],1,Yes,08-Aug-2017,Micropodarke dubia,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Hesionidae,,Micropodarke,Micropodarke dubia,Leslie Harris,lharris@nhm.org,morphology,,Gustav Paulay,08-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6495,-128.155,,5,,,IPAD (collector),,,,boulder field,Hand collected by SCUBA,macrocystis forest,IHAK36c,
BHAK-2882,BHAK-2882,,Natural History Museum of Los Angeles County,BHAK,BHAK1365-18,BHAK-2882,BHAK-2882,BOLD:AAE0300,,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,05-Aug-2017,Micropodarke dubia,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Hesionidae,,Micropodarke,Micropodarke dubia,Leslie Harris,lharris@nhm.org,morphology,,Gustav Paulay,05-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,Mouth of Kwakshua,51.6552,-127.96,,13,,8,iPad (collector),,,,rock outcrop,Vacuum/SCUBA,,IHAK52a,
BHAK-2909,BHAK-2909,,Natural History Museum of Los Angeles County,BHAK,BHAK1360-18,BHAK-2909,BHAK-2909,BOLD:AAE0300,,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,04-Aug-2017,Micropodarke dubia,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Hesionidae,,Micropodarke,Micropodarke dubia,Leslie Harris,lharris@nhm.org,morphology,,Aaron Galloway,04-Aug-2017,Canada,British Columbia,Central Coast,Hakai Pass,Port Reef,51.6967,-128.105,,10,,,iPad (collector),,,,"vertical wall, ledges, rock",Vacuum/SCUBA,,IHAK50a,
BHAK-05856,BHAK-5856,Annelida_008468,Florida Museum of Natural History,BHAK,BHAK2845-20,BHAK-05856,BHAK-5856,BOLD:AAB5868,Annelida_008468,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,22-Jun-2018,Oxydromus pugettensis,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Hesionidae,,Oxydromus,Oxydromus pugettensis,Tara Macdonald,,Morphology,Sheila Byers,Hakai Institute,22-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.645,-128.119,,6,,,,,,,Seagrass Bed,"Hand collecting, SCUBA",,,EHAK-01a
BHAK-05854,BHAK-5854,Annelida_008466,Florida Museum of Natural History,BHAK,BHAK2843-20,BHAK-05854,BHAK-5854,BOLD:AAB5868,Annelida_008466,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,22-Jun-2018,Oxydromus pugettensis,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Hesionidae,,Oxydromus,Oxydromus pugettensis,Tara Macdonald,,Morphology,Sheila Byers,Hakai Institute,22-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.645,-128.119,,6,,,,,,,Seagrass Bed,"Hand collecting, SCUBA",,,EHAK-01a
BHAK-06820,BHAK-6820,Annelida_008552,Florida Museum of Natural History,BHAK,BHAK2927-20,BHAK-06820,BHAK-6820,BOLD:AAB5868,Annelida_008552,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,24-Jun-2018,Oxydromus pugettensis,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Hesionidae,,Oxydromus,Oxydromus pugettensis,Tara Macdonald,,Morphology,Sheila Byers,Hakai Institute,24-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,"Pruth Bay, Transect I6",51.779,-127.872,,,,,,,,,Seagrass Bed,"Hand collecting, SCUBA",,,EHAK-39c
BHAK-06814,BHAK-6814,,Hakai Institute,BHAK,BHAK2921-20,BHAK-06814,BHAK-6814,BOLD:AAB5868,,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,24-Jun-2018,Oxydromus pugettensis,Hakai Institute,,Annelida,Polychaeta,Phyllodocida,Hesionidae,,Oxydromus,Oxydromus pugettensis,Tara Macdonald,,Morphology,Sheila Byers,Hakai Institute,24-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,"Pruth Bay, Transect I6",51.779,-127.872,,,,,,,,,Seagrass Bed,"Hand collecting, SCUBA",,,EHAK-39c
BHAK-06813,BHAK-6813,Annelida_008546,Florida Museum of Natural History,BHAK,BHAK2920-20,BHAK-06813,BHAK-6813,BOLD:AAB5868,Annelida_008546,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,24-Jun-2018,Oxydromus pugettensis,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Hesionidae,,Oxydromus,Oxydromus pugettensis,Tara Macdonald,,Morphology,Sheila Byers,Hakai Institute,24-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,"Pruth Bay, Transect I6",51.779,-127.872,,,,,,,,,Seagrass Bed,"Hand collecting, SCUBA",,,EHAK-39c
BHAK-06812,BHAK-6812,Annelida_008545,Florida Museum of Natural History,BHAK,BHAK2919-20,BHAK-06812,BHAK-6812,BOLD:AAB5868,Annelida_008545,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,24-Jun-2018,Oxydromus pugettensis,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Hesionidae,,Oxydromus,Oxydromus pugettensis,Tara Macdonald,,Morphology,Sheila Byers,Hakai Institute,24-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,"Pruth Bay, Transect I6",51.779,-127.872,,,,,,,,,Seagrass Bed,"Hand collecting, SCUBA",,,EHAK-39c
QHAK-00179,QHAK-00179,,Hakai Institute,QHAK,QHAK372-20,QHAK-00179,QHAK-00179,BOLD:AAE0300,,0[n],0[n],627[0n],,0[n],0[n],0[n],0[n],1,No,28-Sep-2020,Hesionidae,Hakai Institute,,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,,Tyrel Froese,,,,Hakai Institute,28-Sep-2020,Canada,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223,,,,,,,,,Planktonic,Plankton Net,,QU38,
BHAK-0231,BHAK-0231,Annelida-005848,Florida Museum of Natural History,BHAK,BHAK1426-18,BHAK-0231,BHAK-0231,BOLD:AAJ2786,Annelida-005848,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,23-Jul-2017,Alitta brandti,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Alitta,Alitta brandti,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Sarah Dudas,23-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6431,-128.086,,,,,Handheld GPS,,,,sheltered bay,Hand collected,"mud/sand, mid zone 2.2 - 1.5 m",SHAK04,
BHAK2116,BHAK2116,Annelida-047348,Florida Museum of Natural History,BHAK,BHAK1241-18,BHAK2116,BHAK2116,BOLD:AAW3611,Annelida-047348,0[n],0[n],637[1n],2,0[n],0[n],0[n],0[n],2,No,01-Aug-2017,Cheilonereis cyclurus,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Nereididae,,Cheilonereis,Cheilonereis cyclurus,Leslie Harris,lharris@nhm.org,morphology,,Daisuke Ueno,01-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,Pruth Dock,51.6546,-128.129,,5,,,iPad (Collector),,,,Dock/Pier,"Hand collecting, snorkel",,IHAK32,
BHAK-06984,BHAK-6984,Annelida_008596,Florida Museum of Natural History,BHAK,BHAK2862-20,BHAK-06984,BHAK-6984,BOLD:AAH0516,Annelida_008596,0[n],0[n],581[0n],2,0[n],0[n],0[n],0[n],1,Yes,25-Jun-2018,Micronereis,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Micronereis,,Tara Macdonald,,Morphology,,Gustav Paulay,25-Jun-2018,Canada,British Columbia,Central Coast,Rattenbury Island,Rattenbury pinnacle,51.69,-128.089,,12.5,,2.5,,,,,rocky bottom,"Vacuum, SCUBA",,,EHAK46
BHAK-2530,BHAK-2530,,Natural History Museum of Los Angeles County,BHAK,BHAK1674-19,BHAK-2530,BHAK-2530,BOLD:ADM7200,,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,23-Jul-2017,Nereis procera,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,Nereis procera,Leslie Harris,lharris@nhm.org,morphology,,"Gustav Paulay, Emmett Duffy",23-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.667,-128.134,,,,,,,,,low intertidal crevice,Hand Collected,,IHAK05,
BHAK1030,BHAK1030,BHAK1030,Natural History Museum of Los Angeles County,BHAK,BHAK1049-18,BHAK1030,BHAK1030,BOLD:AAC8492,BHAK1030,0[n],0[n],599[0n],2,0[n],0[n],0[n],0[n],2,No,28-Jul-2017,Nereis vexillosa,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,Nereis vexillosa,Tara A. MacDonald,tarmac@bms.bc.ca,morphology,,Gustav Paulay,28-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.6408,-128.155,,,,,iPad (Collector),,,,rock outcrop,hand collected,"Headland between Sixth and Seventh Beach, seagrass bed",IHAK15,
BHAK959,BHAK959,BHAK959,Natural History Museum of Los Angeles County,BHAK,BHAK1087-18,BHAK959,BHAK959,BOLD:AAC8492,BHAK959,0[n],0[n],599[0n],2,0[n],0[n],0[n],0[n],2,Yes,29-Jul-2017,Nereis vexillosa,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,Nereis vexillosa,Leslie Harris,lharris@nhm.org,morphology,,Hakai Institute,29-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Meay Channel,51.6646,-128.095,,7.3,,,IPAD (collector),,,,boulder field,hand collected by SCUBA,"ARMs, biotic habitat=benthic macroalgae",XHAK01,
BHAK2,BHAK2,BHAK2,Natural History Museum of Los Angeles County,BHAK,BHAK1140-18,BHAK2,BHAK2,BOLD:AAW0041,BHAK2,0[n],0[n],632[0n],4,0[n],0[n],0[n],0[n],2,Yes,22-Jul-2017,Nereis vexillosa,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,Nereis vexillosa,Leslie Harris,lharris@nhm.org,morphology,,Gustav Paulay,22-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.6634,-128.144,,,,,,,,,boulder field,Hand collecting,"boulder on sand, low intertidal",IHAK01,
BHAK-0001,BHAK-0001,,Natural History Museum of Los Angeles County,BHAK,BHAK1656-19,BHAK-0001,BHAK-0001,BOLD:AAW0041,,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,22-Jul-2017,Nereis vexillosa,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,Nereis vexillosa,Leslie Harris,lharris@nhm.org,morphology,,Gustav Paulay,22-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.663,-128.144,,,,,,,,,low intertidal,Hand Collected,,IHAK01,
BHAK1886,BHAK1886,BHAK1886,Natural History Museum of Los Angeles County,BHAK,BHAK1170-18,BHAK1886,BHAK1886,BOLD:AAF4530,BHAK1886,0[n],0[n],602[0n],2,0[n],0[n],0[n],0[n],2,Yes,31-Jul-2017,Nereis,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,,Leslie Harris,lharris@nhm.org,morphology,,Hakai Institute,31-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6554,-128.142,,,,,iPad (Collector),,,,sandy beach,hand collected,biotic habitat = benthic macroalgae,IHAK26,
BHAK695,BHAK695,BHAK695,Natural History Museum of Los Angeles County,BHAK,BHAK1048-18,BHAK695,BHAK695,BOLD:AAF4530,BHAK695,0[n],0[n],655[0n],4,0[n],0[n],0[n],0[n],2,Yes,26-Jul-2017,Nereis,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,,Leslie Harris,lharris@nhm.org,morphology,,Gustav Paulay,26-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155,,,,,,,morning,,boulder field,hand collected,"mid-high intertidal, biotic habitat=filamentous green algae",IHAK12,
BHAK703,BHAK703,BHAK703,Natural History Museum of Los Angeles County,BHAK,BHAK1054-18,BHAK703,BHAK703,BOLD:AAF4530,BHAK703,0[n],0[n],657[0n],4,0[n],0[n],0[n],0[n],2,Yes,26-Jul-2017,Nereis,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,,Leslie Harris,lharris@nhm.org,morphology,,Gustav Paulay,26-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155,,,,,,,morning,,boulder field,hand collected,"mid-high intertidal, biotic habitat=filamentous green algae",IHAK12,
BHAK2539,BHAK2539,Annelida-002458,Florida Museum of Natural History,BHAK,BHAK1232-18,BHAK2539,BHAK2539,BOLD:AAK8465,Annelida-002458,0[n],0[n],629[0n],2,0[n],0[n],0[n],0[n],2,No,08-Aug-2017,Nereis,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,,Leslie Harris,lharris@nhm.org,morphology,,Gustav Paulay,08-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6495,-128.155,,5,,,IPAD (collector),,,,boulder field,hand collected by SCUBA,macrocystis forest,IHAK36c,
BHAK288,BHAK288,BHAK288,Natural History Museum of Los Angeles County,BHAK,BHAK913-18,BHAK288,BHAK288,BOLD:AAN8836,BHAK288,0[n],0[n],625[0n],2,0[n],0[n],0[n],0[n],2,Yes,23-Jul-2017,Nereis,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,,Leslie Harris,lharris@nhm.org,morphology,,"Gustav Paulay, Emmett Duffy",23-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Crazy Town,51.6671,-128.134,,,,,,,morning,,rocky scarp/wall,hand collected,low intertidal crevice,IHAK05,
BHAK287,BHAK287,BHAK287,Natural History Museum of Los Angeles County,BHAK,BHAK985-18,BHAK287,BHAK287,BOLD:AAN8836,BHAK287,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,23-Jul-2017,Nereis,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,,Leslie Harris,lharris@nhm.org,morphology,,"Gustav Paulay, Emmett Duffy",23-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Crazy Town,51.6671,-128.134,,,,,,,morning,,rocky scarp/wall,hand collected,low intertidal crevice,IHAK05,
BHAK58,BHAK58,BHAK58,Natural History Museum of Los Angeles County,BHAK,BHAK973-18,BHAK58,BHAK58,BOLD:ADM7200,BHAK58,0[n],0[n],658[0n],4,0[n],0[n],0[n],0[n],2,Yes,22-Jul-2017,Nereis,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,,Leslie Harris,lharris@nhm.org,morphology,,Vasily Radashevsky,22-Jul-2017,Canada,British Columbia,Central Coast,Hecate island,Meay Channel,51.6655,-128.079,,,,,,,,,sheltered bay,Hand collecting,soft sediment,IHAK04,
BHAK59,BHAK59,BHAK59,Natural History Museum of Los Angeles County,BHAK,BHAK993-18,BHAK59,BHAK59,BOLD:ADM7200,BHAK59,0[n],0[n],658[0n],4,0[n],0[n],0[n],0[n],2,Yes,22-Jul-2017,Nereis,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,,Leslie Harris,lharris@nhm.org,morphology,,Vasily Radashevsky,22-Jul-2017,Canada,British Columbia,Central Coast,Hecate island,Meay Channel,51.6655,-128.079,,,,,,,,,sheltered bay,Hand collecting,soft sediment,IHAK04,
BHAK705,BHAK705,BHAK705,Hakai Institute,BHAK,BHAK1051-18,BHAK705,BHAK705,,BHAK705,0[n],0[n],504[0n],2,0[n],0[n],0[n],0[n],2,Yes,26-Jul-2017,Nereis,Hakai Institute,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Nereis,,Leslie Harris,lharris@nhm.org,morphology,,Gustav Paulay,26-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155,,,,,,,morning,,boulder field,hand collected,"mid-high intertidal, biotic habitat=filamentous green algae",IHAK12,
BHAK16,BHAK16,BHAK16,Natural History Museum of Los Angeles County,BHAK,BHAK1130-18,BHAK16,BHAK16,BOLD:AAB5409,BHAK16,0[n],0[n],658[0n],4,0[n],0[n],0[n],0[n],2,Yes,22-Jul-2017,Platynereis bicanaliculata,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Platynereis,Platynereis bicanaliculata,Leslie Harris,lharris@nhm.org,morphology,,Sandra Lindstrom,22-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Little Wolf Beach,51.6655,-128.13,,,,,,,,,Boulder Field,hand collected,,AHAK03,
BHAK466,BHAK466,BHAK466,Natural History Museum of Los Angeles County,BHAK,BHAK1006-18,BHAK466,BHAK466,BOLD:AAB6489,BHAK466,0[n],0[n],632[0n],2,0[n],0[n],0[n],0[n],2,Yes,25-Jul-2017,Platynereis bicanaliculata,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Platynereis,Platynereis bicanaliculata,Leslie Harris,lharris@nhm.org,morphology,,Sarah Dudas,25-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,HCGR Beach,51.643,-128.078,,,,,iPad (Collector),,,,sheltered beach (mud),Hand collecting,"low intertidal 1.5-0.8 m, mud/sand",SHAK18,
BHAK-07716,BHAK-7716,Annelida_008674,Florida Museum of Natural History,BHAK,BHAK2880-20,BHAK-07716,BHAK-7716,BOLD:AAB6489,Annelida_008674,0[n],0[n],647[0n],2,0[n],0[n],0[n],0[n],1,Yes,28-Jun-2018,Platynereis bicanaliculata,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Platynereis,Platynereis bicanaliculata,Sheila Byers,,Morphology,,Hakai Institute,28-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay E1,51.679,-128.115,,3,,,,,,,Seagrass Bed,"Vacuum, SCUBA",,,EHAK72
BHAK-05853,BHAK-5853,Annelida_008465,Florida Museum of Natural History,BHAK,BHAK2842-20,BHAK-05853,BHAK-5853,BOLD:AAB6489,Annelida_008465,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,22-Jun-2018,Platynereis bicanaliculata,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Platynereis,Platynereis bicanaliculata,Tara Macdonald,,Morphology,Sheila Byers,Hakai Institute,22-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.645,-128.119,,6,,,,,,,Seagrass Bed,"Hand collecting, SCUBA",,,EHAK-01a
BHAK-05852,BHAK-5852,Annelida_008464,Florida Museum of Natural History,BHAK,BHAK2841-20,BHAK-05852,BHAK-5852,BOLD:AAB6489,Annelida_008464,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,22-Jun-2018,Platynereis bicanaliculata,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Platynereis,Platynereis bicanaliculata,Tara Macdonald,,Morphology,Sheila Byers,Hakai Institute,22-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.645,-128.119,,6,,,,,,,Seagrass Bed,"Hand collecting, SCUBA",,,EHAK-01a
BHAK-07717,BHAK-7717,Annelida_008675,Florida Museum of Natural History,BHAK,BHAK2881-20,BHAK-07717,BHAK-7717,BOLD:AAB6489,Annelida_008675,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,28-Jun-2018,Platynereis bicanaliculata,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Platynereis,Platynereis bicanaliculata,Sheila Byers,,Morphology,,Hakai Institute,28-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay E1,51.679,-128.115,,3,,,,,,,Seagrass Bed,"Vacuum, SCUBA",,,EHAK72
BHAK-05851,BHAK-5851,Annelida_008463,Florida Museum of Natural History,BHAK,BHAK2840-20,BHAK-05851,BHAK-5851,BOLD:AAB6489,Annelida_008463,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,22-Jun-2018,Platynereis bicanaliculata,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Platynereis,Platynereis bicanaliculata,Tara Macdonald,,Morphology,Sheila Byers,Hakai Institute,22-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.645,-128.119,,6,,,,,,,Seagrass Bed,"Hand collecting, SCUBA",,,EHAK-01a
BHAK1800,BHAK1800,BHAK1800,Natural History Museum of Los Angeles County,BHAK,BHAK1160-18,BHAK1800,BHAK1800,BOLD:AAC5672,BHAK1800,0[n],0[n],658[0n],4,0[n],0[n],0[n],0[n],2,Yes,01-Aug-2017,Platynereis bicanaliculata,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Platynereis,Platynereis bicanaliculata,Leslie Harris,lharris@nhm.org,morphology,,Gustav Paulay,01-Aug-2017,Canada,British Columbia,Central Coast,Triquet Island,,51.8057,-128.258,,8,,,IPAD (collector),,,,Boulder Field,hand collected by SCUBA,Triquet Island Macro site,IHAK31,
BHAK-06678,BHAK-6678,Annelida_008523,Florida Museum of Natural History,BHAK,BHAK2900-20,BHAK-06678,BHAK-6678,BOLD:AAB6489,Annelida_008523,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,23-Jun-2018,Platynereis,Florida Museum of Natural History,,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereidinae,Platynereis,,Gustav Paulay,paulay@flmnh.ufl.edu,Morphology,,Emily Adamcyzk,23-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Sandspit,51.678,-128.115,,,,,,,,,Seagrass Bed,"Hand collecting, SCUBA",,,OHAK-2
BHAK57,BHAK57,BHAK57,Natural History Museum of Los Angeles County,BHAK,BHAK972-18,BHAK57,BHAK57,BOLD:AAF6038,BHAK57,0[n],0[n],549[1n],2,0[n],0[n],0[n],0[n],2,No,22-Jul-2017,Pholoe,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Pholoidae,,Pholoe,,Leslie Harris,lharris@nhm.org,morphology,,Vasily Radashevsky,22-Jul-2017,Canada,British Columbia,Central Coast,Hecate island,Meay Channel,51.6655,-128.079,,,,,,,,,sheltered bay,Hand collecting,soft sediment,IHAK04,
BHAK56,BHAK56,BHAK56,Natural History Museum of Los Angeles County,BHAK,BHAK987-18,BHAK56,BHAK56,BOLD:AAF6038,BHAK56,0[n],0[n],635[0n],2,0[n],0[n],0[n],0[n],2,Yes,22-Jul-2017,Pholoe,Natural History Museum of Los Angeles County,,Annelida,Polychaeta,Phyllodocida,Pholoidae,,Pholoe,,Leslie Harris,lharris@nhm.org,morphology,,Vasily Radashevsky,22-Jul-2017,Canada,British Columbia,Central Coast,Hecate island,Meay Channel,51.6655,-128.079,,,,,,,,,sheltered bay,Hand collecting,soft sediment,IHAK04,
