identification,sample_id,bin,phylum,class,order,family,genus,species,state_province,region,sector,exact_site,lat,lon
Gaudichaudius iphionelloides,BHAK1870,BOLD:ADM8473,Annelida,Polychaeta,Phyllodocida,Polynoidae,Gaudichaudius,Gaudichaudius iphionelloides,British Columbia,Central Coast,Hakai Pass,Mercury Islet,51.744,-128.071
Halosydna brevisetosa,BHAK430,BOLD:AAC2371,Annelida,Polychaeta,Phyllodocida,Polynoidae,Halosydna,Halosydna brevisetosa,British Columbia,Central Coast,Calvert Island,West Beach,51.6519,-128.143
Halosydna brevisetosa,BHAK-0684,BOLD:AAC2371,Annelida,Polychaeta,Phyllodocida,Polynoidae,Halosydna,Halosydna brevisetosa,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.639,-128.157
Halosydna brevisetosa,BHAK2576,BOLD:AAC2371,Annelida,Polychaeta,Phyllodocida,Polynoidae,Halosydna,Halosydna brevisetosa,British Columbia,Central Coast,Rattenbury Island,Rattenbury Pinnacle,51.6913,-128.08
Halosydna brevisetosa,BHAK283,BOLD:AAC2371,Annelida,Polychaeta,Phyllodocida,Polynoidae,Halosydna,Halosydna brevisetosa,British Columbia,Central Coast,Calvert Island,Crazy Town,51.6671,-128.134
Halosydna brevisetosa,BHAK284,BOLD:AAC2371,Annelida,Polychaeta,Phyllodocida,Polynoidae,Halosydna,Halosydna brevisetosa,British Columbia,Central Coast,Calvert Island,Crazy Town,51.6671,-128.134
Halosydna brevisetosa,BHAK2577,BOLD:ADM0179,Annelida,Polychaeta,Phyllodocida,Polynoidae,Halosydna,Halosydna brevisetosa,British Columbia,Central Coast,Rattenbury Island,Rattenbury Pinnacle,51.6913,-128.08
Halosydna,BHAK2125,BOLD:ADM5399,Annelida,Polychaeta,Phyllodocida,Polynoidae,Halosydna,NA,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Halosydna,BHAK2126,BOLD:ADM5399,Annelida,Polychaeta,Phyllodocida,Polynoidae,Halosydna,NA,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Harmothoe extenuata,BHAK1872,BOLD:AAK5208,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe extenuata,British Columbia,Central Coast,Hakai Pass,Mercury Islet,51.744,-128.071
Harmothoe extenuata,BHAK2915,BOLD:AAK5208,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe extenuata,British Columbia,Central Coast,Hecate Island,Kelpie Point,51.734,-127.997
Harmothoe extenuata,BHAK2914,BOLD:AAK5208,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe extenuata,British Columbia,Central Coast,Hecate Island,Kelpie Point,51.734,-127.997
Harmothoe extenuata,BHAK-2918,BOLD:AAK5208,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe extenuata,British Columbia,Central Coast,Hecate Island,Kelpie Point,51.649,-128.155
Harmothoe extenuata,BHAK-2917,BOLD:AAK5208,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe extenuata,British Columbia,Central Coast,Hecate Island,Kelpie Point,51.7428,-128.206
Harmothoe imbricata,BHAK-2112,BOLD:AAA5426,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe imbricata,British Columbia,Central Coast,Calvert Island,Pruth Dock,51.6546,-128.129
Harmothoe imbricata,BHAK1333,BOLD:AAA5426,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe imbricata,British Columbia,Central Coast,Calvert Island,West Beach,51.6519,-128.143
Harmothoe imbricata,BHAK1369,BOLD:AAA5426,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe imbricata,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Harmothoe imbricata,BHAK3084,BOLD:AAA5426,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe imbricata,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.646,-128.12
Harmothoe imbricata,BHAK-3489,BOLD:AAF1703,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe imbricata,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Harmothoe imbricata,BHAK1796,NA,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,Harmothoe imbricata,British Columbia,Central Coast,Spider Island,NA,51.8415,-128.264
Harmothoe,BHAK-3380,BOLD:AAA5426,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,NA,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6461,-128.12
Harmothoe,BHAK-3379,BOLD:AAA5426,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,NA,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6461,-128.12
Lepidasthenia longicirrata,BHAK-3075,BOLD:AAX5477,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidasthenia,Lepidasthenia longicirrata,British Columbia,Central Coast,Calvert Island,Big Spring Creek,51.6501,-128.069
Malmgreniella,BHAK-2887,BOLD:AAS3805,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgreniella,NA,British Columbia,Central Coast,Calvert Island,Mouth of Kwakshua,51.6552,-127.96
Malmgreniella,BHAK1328,BOLD:AAS3805,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgreniella,NA,British Columbia,Central Coast,Calvert Island,Meay Channel,51.6646,-128.095
Malmgreniella,BHAK2547,BOLD:AAS3805,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgreniella,NA,British Columbia,Central Coast,Choked Pass,Starfish Island,51.6804,-128.127
Malmgreniella,BHAK2545,BOLD:ADM5399,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgreniella,NA,British Columbia,Central Coast,Choked Pass,Starfish Island,51.6804,-128.127
Polynoidae,BHAK701,BOLD:AAA5426,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155
Polynoidae,QHAK-00180,BOLD:AAC2371,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Polynoidae,QHAK-00187,BOLD:AAC2371,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Polynoidae,BHAK702,BOLD:AAF1703,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155
Polynoidae,BHAK31,BOLD:AAF1703,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Central Coast,Calvert Island,North Beach,51.6647,-128.135
Polynoidae,BHAK1899,BOLD:AAF1703,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Central Coast,Calvert Island,Second Beach,51.6461,-128.15
Polynoidae,BHAK706,BOLD:AAK5208,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155
Polynoidae,BHAK708,BOLD:AAK5208,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155
Polynoidae,BHAK30,BOLD:AAK5208,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Central Coast,Calvert Island,North Beach,51.6647,-128.135
Polynoidae,BHAK707,BOLD:AAK5208,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155
Polynoidae,BHAK-2894,BOLD:AAK5208,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Central Coast,Calvert Island,West Beach,51.8961,-128.238
Polynoidae,BHAK-2893,BOLD:AAK5208,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Central Coast,Calvert Island,West Beach,51.8961,-128.238
Polynoidae,QHAK-00069,BOLD:AAS3805,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Polynoidae,BHAK-2886,BOLD:AAY2068,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Central Coast,Calvert Island,Mouth of Kwakshua,51.6552,-127.96
Polynoidae,BHAK2885,BOLD:AAY2068,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Central Coast,Calvert Island,Mouth of Kwakshua,51.655,-127.96
Polynoidae,BHAK704,BOLD:ACE8668,Annelida,Polychaeta,Phyllodocida,Polynoidae,NA,NA,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155
Amblyosyllis speciosa sensu Dorsey,BHAK-2131,BOLD:ADS8927,Annelida,Polychaeta,Phyllodocida,Syllidae,Amblyosyllis,Amblyosyllis speciosa sensu Dorsey,British Columbia,Central Coast,Calvert Island,West Beach,51.649,-128.155
Epigamia,BHAK-2135,BOLD:AAN6497,Annelida,Polychaeta,Phyllodocida,Syllidae,Epigamia,NA,British Columbia,Central Coast,Calvert Island,West Beach,51.6495,-128.155
Epigamia,BHAK-2562,BOLD:AAN6497,Annelida,Polychaeta,Phyllodocida,Syllidae,Epigamia,NA,British Columbia,Central Coast,Calvert Island,West Beach,51.6495,-128.155
Odontosyllis phosphorea,BHAK2526,BOLD:AAO3967,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis,Odontosyllis phosphorea,British Columbia,Central Coast,Triquet Island,Triquet Bay,51.809,-128.236
Odontosyllis phosphorea,BHAK-05940,BOLD:AAO3967,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis,Odontosyllis phosphorea,British Columbia,Central Coast,Calvert Island,"Choked Pass, Transect I4",51.675,-128.118
Odontosyllis phosphorea,BHAK-05939,BOLD:AAO3967,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis,Odontosyllis phosphorea,British Columbia,Central Coast,Calvert Island,"Choked Pass, Transect E2",51.673,-128.117
Opisthosyllis,BHAK-3071,BOLD:ADU8641,Annelida,Polychaeta,Phyllodocida,Syllidae,Opisthosyllis,NA,British Columbia,Central Coast,Calvert Island,West Beach,51.649,-128.155
Proceraea hanssoni,BHAK-2560,BOLD:ACB6748,Annelida,Polychaeta,Phyllodocida,Syllidae,Proceraea,Proceraea hanssoni,British Columbia,Central Coast,Calvert Island,West Beach,51.6495,-128.155
Proceraea nigropunctata,BHAK-3093,BOLD:AAN6500,Annelida,Polychaeta,Phyllodocida,Syllidae,Proceraea,Proceraea nigropunctata,British Columbia,Central Coast,Rattenbury Island,NA,51.701,-128.074
Proceraea okadai,BHAK-3495,BOLD:ADP1198,Annelida,Polychaeta,Phyllodocida,Syllidae,Proceraea,Proceraea okadai,British Columbia,Central Coast,Calvert Island,North Beach,51.6652,-128.147
Syllis adamantea,BHAK-2751,BOLD:AAV0869,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,Syllis adamantea,British Columbia,Central Coast,Calvert Island,North Beach,51.6635,-128.145
Syllis adamantea,BHAK-2753,BOLD:AAV0869,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,Syllis adamantea,British Columbia,Central Coast,North Beach,West Wall,51.6635,-128.145
Syllis adamantea,BHAK-2750,BOLD:AAV0869,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,Syllis adamantea,British Columbia,Central Coast,North Beach,West Wall,51.6635,-128.145
Syllis elongata,BHAK1341,BOLD:AAE9226,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,Syllis elongata,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.6408,-128.155
Syllis elongata,BHAK1342,BOLD:AAF2550,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,Syllis elongata,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.6408,-128.155
Syllis elongata,BHAK1338,BOLD:AAN6502,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,Syllis elongata,British Columbia,Central Coast,Calvert Island,Meay Channel,51.6646,-128.095
Syllis pigmentata,BHAK-3507,BOLD:ADM4217,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,Syllis pigmentata,British Columbia,Central Coast,Calvert Island,North Beach,51.6652,-128.147
Syllis pigmentata,BHAK-2757,BOLD:ADM4217,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,Syllis pigmentata,British Columbia,Central Coast,Rattenbury Island NE,NA,51.6635,-128.145
Syllis pigmentata,BHAK-2925,BOLD:ADM4217,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,Syllis pigmentata,British Columbia,Central Coast,Calvert Island,"North Beach, West wall, low intertidal",51.6635,-128.145
Syllis pigmentata,BHAK-2924,BOLD:ADM4217,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,Syllis pigmentata,British Columbia,Central Coast,Calvert Island,"North Beach, West wall, low intertidal",51.6635,-128.145
Syllis pigmentata,BHAK-2903,BOLD:ADM4217,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,Syllis pigmentata,British Columbia,Central Coast,Calvert Island,"North Beach, West wall, low intertidal",51.6635,-128.145
Syllis stewarti,BHAK266,BOLD:AAV0869,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,Syllis stewarti,British Columbia,Central Coast,Calvert Island,Crazy Town,51.6671,-128.134
Syllis,BHAK-3510,BOLD:AAB9022,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,NA,British Columbia,Central Coast,Calvert Island,North Beach,51.6648,-128.135
Syllis,BHAK-0049,BOLD:AAG3751,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,NA,British Columbia,Central Coast,Calvert Island,North Beach,51.6647,-128.135
Syllis,BHAK2532,BOLD:AAK1215,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,NA,British Columbia,Central Coast,Triquet Island,NA,51.804,-128.254
Syllis,BHAK927,BOLD:AAV0869,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,NA,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.6408,-128.155
Syllis,BHAK-06666,BOLD:AAV0869,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,NA,British Columbia,Central Coast,Calvert Island,Pruth Bay South - Whalen recruitment,51.654,-128.129
Syllis,BHAK-2907,BOLD:AAW1153,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,NA,British Columbia,Central Coast,Hakai Pass,Port Reef,51.6967,-128.105
Syllis,BHAK478,BOLD:ADM4217,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,NA,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6387,-128.158
Syllis,BHAK914,BOLD:ADM4408,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,NA,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.6394,-128.152
Syllis,BHAK1891,BOLD:ADM4408,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,NA,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Eusyllinae,BHAK-3383,BOLD:AAN6498,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,British Columbia,Central Coast,Hecate island,Goldstream,51.7305,-128.009
Eusyllinae,BHAK-3492,BOLD:AAN6501,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,British Columbia,Central Coast,Rattenbury Island,Rattenbury ARMs site,51.7011,-128.074
Eusyllinae,BHAK-3494,BOLD:AAN6501,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,British Columbia,Central Coast,Rattenbury Island,Rattenbury ARMs site,51.7011,-128.074
Syllinae,BHAK-2932,BOLD:AAO3968,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,British Columbia,Central Coast,Kwakshua Channel,NA,51.701,-128.074
Syllidae,QHAK-00110,BOLD:ADM1800,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Syllidae,BHAK3402,BOLD:ADM6650,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,British Columbia,Central Coast,Hecate island,Goldstream,51.73,-128.009
Syllidae,BHAK3403,BOLD:ADM6650,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,British Columbia,Central Coast,Hecate island,Goldstream,51.73,-128.009
Eusyllinae,BHAK-2133,BOLD:ADP2722,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,British Columbia,Central Coast,Calvert Island,West Beach,51.6495,-128.155
Syllidae,QHAK-00303,NA,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,British Columbia,Discovery Islands,Quadra Island,Sutil Channel,50.12,-125.13
Syllidae,QHAK-00242,NA,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,British Columbia,Discovery Islands,Quadra Island,Sutil Channel,50.12,-125.13
Syllidae,BHAK-06690,NA,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA,British Columbia,Central Coast,Calvert Island,"Choked Pass, Transect I4",51.675,-128.118
Phyllodocida,QHAK-00221,BOLD:AAN6738,Annelida,Polychaeta,Phyllodocida,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Phyllodocida,QHAK-00193,BOLD:AEH1917,Annelida,Polychaeta,Phyllodocida,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Leitoscoloplos pugettensis,BHAK1024,BOLD:AAD8935,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Leitoscoloplos,Leitoscoloplos pugettensis,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Leitoscoloplos pugettensis,BHAK263,BOLD:AAD8935,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Leitoscoloplos,Leitoscoloplos pugettensis,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6455,-128.086
Leitoscoloplos pugettensis,BHAK89,BOLD:AAD8935,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Leitoscoloplos,Leitoscoloplos pugettensis,British Columbia,Central Coast,Hecate Island,Marten Beach,51.6655,-128.079
Leitoscoloplos pugettensis,BHAK-0243,BOLD:AAD8935,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Leitoscoloplos,Leitoscoloplos pugettensis,British Columbia,Central Coast,Hecate Island,Martin Beach,51.666,-128.079
Leitoscoloplos pugettensis,BHAK90,BOLD:AAY7305,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Leitoscoloplos,Leitoscoloplos pugettensis,British Columbia,Central Coast,Hecate Island,Marten Beach,51.6655,-128.079
Leitoscoloplos pugettensis,BHAK1033,BOLD:ADM6645,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Leitoscoloplos,Leitoscoloplos pugettensis,British Columbia,Central Coast,Calvert Island,West Beach,51.6527,-128.142
Leitoscoloplos pugettensis,BHAK1034,BOLD:ADM6645,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Leitoscoloplos,Leitoscoloplos pugettensis,British Columbia,Central Coast,Calvert Island,West Beach,51.6527,-128.142
Naineris dendritica,BHAK-06827,BOLD:AAG6182,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Naineris,Naineris dendritica,British Columbia,Central Coast,Calvert Island,Surge Cove,51.657,-128.148
Naineris dendritica,BHAK-06824,BOLD:AAG6182,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Naineris,Naineris dendritica,British Columbia,Central Coast,Calvert Island,Surge Cove,51.657,-128.148
Naineris uncinata,BHAK44,BOLD:AAG6182,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Naineris,Naineris uncinata,British Columbia,Central Coast,Calvert Island,North Beach,51.6634,-128.144
Naineris uncinata,BHAK274,BOLD:AAG6182,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Naineris,Naineris uncinata,British Columbia,Central Coast,Calvert Island,West Beach,51.6519,-128.143
Naineris uncinata,BHAK275,BOLD:AAG6182,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Naineris,Naineris uncinata,British Columbia,Central Coast,Calvert Island,West Beach,51.6519,-128.143
Scoloplos acmeceps,BHAK444,BOLD:ADM6645,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Scoloplos,Scoloplos acmeceps,British Columbia,Central Coast,Calvert Island,West Beach,51.6542,-128.141
Scoloplos acmeceps,BHAK445,BOLD:ADM6645,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Scoloplos,Scoloplos acmeceps,British Columbia,Central Coast,Calvert Island,West Beach,51.6542,-128.141
Scoloplos acmeceps,BHAK2543,BOLD:ADZ4239,Annelida,Polychaeta,Polychaeta_incertae_sedis,Orbiniidae,Scoloplos,Scoloplos acmeceps,British Columbia,Central Coast,Choked Pass,Starfish Island,51.6804,-128.127
Aricidea antennata,BHAK-3362,BOLD:ADT5832,Annelida,Polychaeta,Polychaeta_incertae_sedis,Paraonidae,Aricidea,Aricidea antennata,British Columbia,Central Coast,Kwakshua Channel,NA,51.654,-128.097
Paraonides platybranchia,BHAK-2705,BOLD:ADO8718,Annelida,Polychaeta,Polychaeta_incertae_sedis,Paraonidae,Paraonides,Paraonides platybranchia,British Columbia,Central Coast,Starfish Island,Starfish Rocky Reef site,51.6806,-128.116
Paraonidae,BHAK-3363,BOLD:ADP1634,Annelida,Polychaeta,Polychaeta_incertae_sedis,Paraonidae,NA,NA,British Columbia,Central Coast,Kwakshua Channel,NA,51.654,-128.097
Owenia collaris,BHAK-06808,BOLD:AAW0013,Annelida,Polychaeta,Sabellida,Oweniidae,Owenia,Owenia collaris,British Columbia,Central Coast,Calvert Island,Choked Pass dive,51.673,-128.118
Owenia collaris,BHAK1918,BOLD:AAW0013,Annelida,Polychaeta,Sabellida,Oweniidae,Owenia,Owenia collaris,British Columbia,Central Coast,Calvert Island,West Beach,51.6554,-128.142
Owenia collaris,BHAK1908,BOLD:AAW0013,Annelida,Polychaeta,Sabellida,Oweniidae,Owenia,Owenia collaris,British Columbia,Central Coast,Calvert Island,West Beach,51.6554,-128.142
Owenia collaris,BHAK1909,BOLD:AAW0013,Annelida,Polychaeta,Sabellida,Oweniidae,Owenia,Owenia collaris,British Columbia,Central Coast,Calvert Island,West Beach,51.6554,-128.142
Owenia collaris,BHAK1866,BOLD:AAW0013,Annelida,Polychaeta,Sabellida,Oweniidae,Owenia,Owenia collaris,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Owenia collaris,BHAK1526,BOLD:ADM5663,Annelida,Polychaeta,Sabellida,Oweniidae,Owenia,Owenia collaris,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Owenia collaris,BHAK1527,BOLD:ADM5663,Annelida,Polychaeta,Sabellida,Oweniidae,Owenia,Owenia collaris,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Owenia collaris,BHAK1343,BOLD:ADM5663,Annelida,Polychaeta,Sabellida,Oweniidae,Owenia,Owenia collaris,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Owenia,BHAK3228,BOLD:AAW0013,Annelida,Polychaeta,Sabellida,Oweniidae,Owenia,NA,British Columbia,Central Coast,Rattenbury Island,Rattenbury Pinnacle,51.6913,-128.08
Owenia,BHAK1990,BOLD:AAW0013,Annelida,Polychaeta,Sabellida,Oweniidae,Owenia,NA,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Owenia,BHAK1991,BOLD:AAW0013,Annelida,Polychaeta,Sabellida,Oweniidae,Owenia,NA,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Owenia,BHAK-06809,BOLD:ADM5663,Annelida,Polychaeta,Sabellida,Oweniidae,Owenia,NA,British Columbia,Central Coast,Calvert Island,Choked Pass dive,51.673,-128.118
Idanthyrsus,BHAK2533,NA,Annelida,Polychaeta,Sabellida,Sabellariidae,Idanthyrsus,NA,British Columbia,Central Coast,Calvert Island,Crazy Town,51.6672,-128.134
