accession,taxa_verbatim,found_taxa,rank,kingdom,phylum,class,order,family,genus,freshwater_only,terrestrial_only
GU442659,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442700,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
HM542401,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442656,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442651,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442652,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
HM542396,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
KU495896,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
HM542397,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442644,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
KU495878,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442654,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442671,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
HM542398,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442647,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442699,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
HM542399,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
MK037190,Mesocentrotus sp. 17_FA_002,Mesocentrotus,genus,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442707,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442674,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442706,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442677,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442705,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442686,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
GU442680,Mesocentrotus franciscanus,Mesocentrotus franciscanus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus,0,0
EU054306,Strongylocentrotus droebachiensis,Strongylocentrotus droebachiensis,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
GU672423,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
KF643004,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
EU700089,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
HM543071,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
GU672424,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
HM405873,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
NC_009941,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
GU672425,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
HM473883,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
JN716393,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
MN138424,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
JN716395,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
KC898197,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
MZ580658,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
JN716397,Strongylocentrotus pallidus,Strongylocentrotus pallidus,species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,0,0
KP875627,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
JN936619,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
KP875655,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
MW401789,Centropages abdominalis,Centropages abdominalis,species,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,0,0
HQ966505,Centropages abdominalis,Centropages abdominalis,species,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,0,0
FJ602518,Centropages abdominalis,Centropages abdominalis,species,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,0,0
EU599518,Centropages abdominalis,Centropages abdominalis,species,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,0,0
EU599517,Centropages abdominalis,Centropages abdominalis,species,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,0,0
EU599516,Centropages abdominalis,Centropages abdominalis,species,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,0,0
AY145432,Centropages abdominalis,Centropages abdominalis,species,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,0,0
HQ970890,Centropages abdominalis,Centropages abdominalis,species,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,0,0
MK504602,Microstomum compositum,Microstomum compositum,species,Animalia,Platyhelminthes,NA,Dolichomicrostomida,Microstomidae,Microstomum,1,0
MK504604,Microstomum compositum,Microstomum compositum,species,Animalia,Platyhelminthes,NA,Dolichomicrostomida,Microstomidae,Microstomum,1,0
MK504603,Microstomum compositum,Microstomum compositum,species,Animalia,Platyhelminthes,NA,Dolichomicrostomida,Microstomidae,Microstomum,1,0
MF121034,Platynereis sp. BP2010-412,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473632,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473635,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473626,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473638,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
MF121109,Platynereis sp. 11BIOAK-1283,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473630,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473621,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473636,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473629,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473627,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473631,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473628,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473624,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473625,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473622,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
HM473623,Platynereis sp. CMC02,Platynereis,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,0,0
MW124744,Cranocephalus sp. USNM IZ 1450712,Cranocephalus,genus,Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Cranocephalus,0,0
MW124719,Cranocephalus sp. USNM IZ 1450600,Cranocephalus,genus,Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Cranocephalus,0,0
EU854718,Wanella milleporae,Wanella milleporae,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Wanella,0,0
EU854693,Wanella milleporae,Wanella milleporae,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Wanella,0,0
EU854684,Wanella milleporae,Wanella milleporae,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Wanella,0,0
EU854714,Wanella milleporae,Wanella milleporae,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Wanella,0,0
EU854670,Wanella milleporae,Wanella milleporae,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Wanella,0,0
EU854695,Wanella milleporae,Wanella milleporae,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Wanella,0,0
EU854737,Wanella milleporae,Wanella milleporae,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Wanella,0,0
EU854672,Wanella milleporae,Wanella milleporae,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Wanella,0,0
EU854741,Wanella milleporae,Wanella milleporae,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Wanella,0,0
EU854726,Wanella milleporae,Wanella milleporae,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Wanella,0,0
EU854692,Wanella milleporae,Wanella milleporae,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Wanella,0,0
EU854674,Wanella milleporae,Wanella milleporae,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Wanella,0,0
NC_025635,Panopea generosa,Panopea generosa,species,Animalia,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Panopea,0,0
KJ125416,Panopea generosa,Panopea generosa,species,Animalia,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Panopea,0,0
MH012237,Panopea generosa,Panopea generosa,species,Animalia,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Panopea,0,0
KJ125418,Panopea generosa,Panopea generosa,species,Animalia,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Panopea,0,0
KJ125417,Panopea generosa,Panopea generosa,species,Animalia,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Panopea,0,0
JQ071863,Panopea generosa,Panopea generosa,species,Animalia,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Panopea,0,0
JQ071867,Panopea generosa,Panopea generosa,species,Animalia,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Panopea,0,0
JQ071869,Panopea generosa,Panopea generosa,species,Animalia,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Panopea,0,0
OK086287,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786824,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW735737,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
OK086288,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786795,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
OK086284,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786796,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786791,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786823,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
OK086285,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
OK086291,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786798,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
OK086293,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW735734,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786793,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786792,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
OK086283,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786917,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786892,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786915,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786873,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
OK086279,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786893,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
OK086281,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786898,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786916,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786881,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786909,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786878,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786894,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786911,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786918,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786908,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786912,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786914,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
OK086282,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786902,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786879,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786867,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786882,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786891,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
OK086278,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786872,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786888,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
OK086280,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786897,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
OK086286,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786943,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW786860,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
MW735733,Bolinopsis microptera,Bolinopsis microptera,species,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,0,0
KP875606,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
KP875661,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
KP875618,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
KP875597,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
KP875589,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
KP875664,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
MK905854,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
KP875588,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
MK905853,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
KP875660,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
MK905852,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
KP875659,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
KP875683,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
KP875601,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
MK905858,Synchaeta pectinata,Synchaeta pectinata,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
