Representative Sample ID,Phylum,Class,Order,Family,Genus,Species,string,Sample Size
BHAK1053,Annelida,Polychaeta,Sabellida,Spirorbidae,Protolaeospira,Protolaeospira eximia,Annelida_Polychaeta_Sabellida_Spirorbidae_Protolaeospira_Protolaeospira eximia,16
BHAK1741,Annelida,Polychaeta,Sabellida,Spirorbidae,Protoleodora,Protoleodora aperata,Annelida_Polychaeta_Sabellida_Spirorbidae_Protoleodora_Protoleodora aperata,6
BHAK-09180,Annelida,Polychaeta,Sabellida,Spirorbidae,Spirorbis,,Annelida_Polychaeta_Sabellida_Spirorbidae_Spirorbis_,2
BHAK2028,Annelida,Polychaeta,Sabellida,Spirorbidae,,,Annelida_Polychaeta_Sabellida_Spirorbidae__,2
BHAK-1883,Annelida,Polychaeta,Spionida,Magelonidae,Magelona,Magelona sacculata,Annelida_Polychaeta_Spionida_Magelonidae_Magelona_Magelona sacculata,1
BHAK-2435,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,Boccardia berkeleyorum,Annelida_Polychaeta_Spionida_Spionidae_Boccardia_Boccardia berkeleyorum,3
BHAK-0793,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,Boccardia columbiana,Annelida_Polychaeta_Spionida_Spionidae_Boccardia_Boccardia columbiana,6
BHAK-0826,Annelida,Polychaeta,Spionida,Spionidae,Boccardiella,Boccardiella hamata,Annelida_Polychaeta_Spionida_Spionidae_Boccardiella_Boccardiella hamata,10
BHAK-0829,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,Dipolydora bidentata,Annelida_Polychaeta_Spionida_Spionidae_Dipolydora_Dipolydora bidentata,7
BHAK-0814,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,Dipolydora giardi,Annelida_Polychaeta_Spionida_Spionidae_Dipolydora_Dipolydora giardi,10
BHAK-0155,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,Dipolydora magna,Annelida_Polychaeta_Spionida_Spionidae_Dipolydora_Dipolydora magna,12
BHAK-0798,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,Dipolydora quadrilobata,Annelida_Polychaeta_Spionida_Spionidae_Dipolydora_Dipolydora quadrilobata,2
BHAK-2425,Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice cirrata,Annelida_Polychaeta_Spionida_Spionidae_Laonice_Laonice cirrata,3
BHAK-06839,Annelida,Polychaeta,Spionida,Spionidae,Minuspio,,Annelida_Polychaeta_Spionida_Spionidae_Minuspio_,2
BHAK-0823,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora haswelli,Annelida_Polychaeta_Spionida_Spionidae_Polydora_Polydora haswelli,12
BHAK-0809,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora narica,Annelida_Polychaeta_Spionida_Spionidae_Polydora_Polydora narica,1
BHAK-0786,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora pygidialis,Annelida_Polychaeta_Spionida_Spionidae_Polydora_Polydora pygidialis,15
BHAK-2417,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora spongicola,Annelida_Polychaeta_Spionida_Spionidae_Polydora_Polydora spongicola,11
BHAK-0171,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,Prionospio lighti,Annelida_Polychaeta_Spionida_Spionidae_Prionospio_Prionospio lighti,12
BHAK-0799,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,Prionospio multibranchiata,Annelida_Polychaeta_Spionida_Spionidae_Prionospio_Prionospio multibranchiata,7
BHAK-0162,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,Prionospio multibranchiatus,Annelida_Polychaeta_Spionida_Spionidae_Prionospio_Prionospio multibranchiatus,5
BHAK-06819,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,Prionospio steenstrupi,Annelida_Polychaeta_Spionida_Spionidae_Prionospio_Prionospio steenstrupi,1
BHAK-0790,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,Annelida_Polychaeta_Spionida_Spionidae_Prionospio_,26
BHAK-0821,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,Pseudopolydora bassarginensis,Annelida_Polychaeta_Spionida_Spionidae_Pseudopolydora_Pseudopolydora bassarginensis,1
BHAK-0834,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,Pseudopolydora paucibranchiata,Annelida_Polychaeta_Spionida_Spionidae_Pseudopolydora_Pseudopolydora paucibranchiata,2
BHAK-05941,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,,Annelida_Polychaeta_Spionida_Spionidae_Pseudopolydora_,1
BHAK-0802,Annelida,Polychaeta,Spionida,Spionidae,Pygospio,Pygospio californica,Annelida_Polychaeta_Spionida_Spionidae_Pygospio_Pygospio californica,5
BHAK-0125,Annelida,Polychaeta,Spionida,Spionidae,Rhynchospio,Rhynchospio arenincola,Annelida_Polychaeta_Spionida_Spionidae_Rhynchospio_Rhynchospio arenincola,12
BHAK893,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,Scolelepis alaskensis,Annelida_Polychaeta_Spionida_Spionidae_Scolelepis_Scolelepis alaskensis,1
BHAK-0812,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,,Annelida_Polychaeta_Spionida_Spionidae_Scolelepis_,3
BHAK-0819,Annelida,Polychaeta,Spionida,Spionidae,Spio,,Annelida_Polychaeta_Spionida_Spionidae_Spio_,22
BHAK-0176,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,Spiophanes norrisi,Annelida_Polychaeta_Spionida_Spionidae_Spiophanes_Spiophanes norrisi,2
BHAK-08899,Annelida,Polychaeta,Spionida,Spionidae,,,Annelida_Polychaeta_Spionida_Spionidae__,1
BHAK-3063,Annelida,Polychaeta,Terebellida,Acrocirridae,Acrocirrus,,Annelida_Polychaeta_Terebellida_Acrocirridae_Acrocirrus_,6
BHAK-3364,Annelida,Polychaeta,Terebellida,Ampharetidae,Amage,Amage anops,Annelida_Polychaeta_Terebellida_Ampharetidae_Amage_Amage anops,1
BHAK-06804,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Annelida_Polychaeta_Terebellida_Ampharetidae__,1
BHAK-07024,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Annelida_Polychaeta_Terebellida_Cirratulidae_Aphelochaeta_,4
BHAK-2566,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,Chaetozone acuta,Annelida_Polychaeta_Terebellida_Cirratulidae_Chaetozone_Chaetozone acuta,4
BHAK-05968,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Annelida_Polychaeta_Terebellida_Cirratulidae_Chaetozone_,1
BHAK-3106,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirratulus,,Annelida_Polychaeta_Terebellida_Cirratulidae_Cirratulus_,19
BHAK2719,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirriformia,,Annelida_Polychaeta_Terebellida_Cirratulidae_Cirriformia_,6
BHAK-1862,Annelida,Polychaeta,Terebellida,Cirratulidae,Dodecaceria,Dodecaceria concharum,Annelida_Polychaeta_Terebellida_Cirratulidae_Dodecaceria_Dodecaceria concharum,9
BHAK1878,Annelida,Polychaeta,Terebellida,Cirratulidae,Dodecaceria,Dodecaceria fewkesi,Annelida_Polychaeta_Terebellida_Cirratulidae_Dodecaceria_Dodecaceria fewkesi,12
BHAK1327,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Annelida_Polychaeta_Terebellida_Cirratulidae__,5
BHAK2128,Annelida,Polychaeta,Terebellida,Flabelligeridae,Pherusa,Pherusa hobsonae,Annelida_Polychaeta_Terebellida_Flabelligeridae_Pherusa_Pherusa hobsonae,1
BHAK2523,Annelida,Polychaeta,Terebellida,Flabelligeridae,Pherusa,Pherusa papillata,Annelida_Polychaeta_Terebellida_Flabelligeridae_Pherusa_Pherusa papillata,5
BHAK-2733,Annelida,Polychaeta,Terebellida,Flabelligeridae,Semiodera,Semiodera inflata,Annelida_Polychaeta_Terebellida_Flabelligeridae_Semiodera_Semiodera inflata,1
BHAK694,Annelida,Polychaeta,Terebellida,Pectinariidae,Cistenides,,Annelida_Polychaeta_Terebellida_Pectinariidae_Cistenides_,1
BHAK63,Annelida,Polychaeta,Terebellida,Terebellidae,Eupolymnia,Eupolymnia heterobranchia,Annelida_Polychaeta_Terebellida_Terebellidae_Eupolymnia_Eupolymnia heterobranchia,11
BHAK-0442,Annelida,Polychaeta,Terebellida,Terebellidae,Neoamphitrite,Neoamphitrite robusta,Annelida_Polychaeta_Terebellida_Terebellidae_Neoamphitrite_Neoamphitrite robusta,5
BHAK-0686,Annelida,Polychaeta,Terebellida,Terebellidae,Neoleprea,,Annelida_Polychaeta_Terebellida_Terebellidae_Neoleprea_,2
BHAK-1799,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista brevibranchiata,Annelida_Polychaeta_Terebellida_Terebellidae_Pista_Pista brevibranchiata,4
BHAK-06807,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,,Annelida_Polychaeta_Terebellida_Terebellidae_Pista_,2
BHAK-2132,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,,Annelida_Polychaeta_Terebellida_Terebellidae_Polycirrus_,4
BHAK2143,Annelida,Polychaeta,Terebellida,Terebellidae,Streblosoma,,Annelida_Polychaeta_Terebellida_Terebellidae_Streblosoma_,3
BHAK-07038,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,Thelepus crispus,Annelida_Polychaeta_Terebellida_Terebellidae_Thelepus_Thelepus crispus,1
BHAK-06717,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,,Annelida_Polychaeta_Terebellida_Terebellidae_Thelepus_,1
BHAK-07033,Annelida,Polychaeta,Terebellida,Terebellidae,,,Annelida_Polychaeta_Terebellida_Terebellidae__,5
BHAK-05967,Annelida,Polychaeta,Terebellida,Trichobranchidae,Trichobranchus,Trichobranchus californica,Annelida_Polychaeta_Terebellida_Trichobranchidae_Trichobranchus_Trichobranchus californica,1
BHAK-3366,Annelida,Polychaeta,,Capitellidae,Capitella,Capitella capitata,Annelida_Polychaeta__Capitellidae_Capitella_Capitella capitata,11
BHAK-06972,Annelida,Polychaeta,,Capitellidae,Capitella,,Annelida_Polychaeta__Capitellidae_Capitella_,3
BHAK-05933,Annelida,Polychaeta,,Capitellidae,Decamastus,Decamastus gracilis,Annelida_Polychaeta__Capitellidae_Decamastus_Decamastus gracilis,1
BHAK-06974,Annelida,Polychaeta,,Capitellidae,Decamastus,,Annelida_Polychaeta__Capitellidae_Decamastus_,2
BHAK23,Annelida,Polychaeta,,Capitellidae,Mediomastus,,Annelida_Polychaeta__Capitellidae_Mediomastus_,17
BHAK3420,Annelida,Polychaeta,,Capitellidae,Notomastus,Notomastus latericeus,Annelida_Polychaeta__Capitellidae_Notomastus_Notomastus latericeus,4
BHAK257,Annelida,Polychaeta,,Capitellidae,Notomastus,,Annelida_Polychaeta__Capitellidae_Notomastus_,6
BHAK2593,Annelida,Polychaeta,,Chaetopteridae,Mesochaetopterus,,Annelida_Polychaeta__Chaetopteridae_Mesochaetopterus_,1
BHAK-3648,Annelida,Polychaeta,,Chaetopteridae,Phyllochaetopterus,Phyllochaetopterus prolifica,Annelida_Polychaeta__Chaetopteridae_Phyllochaetopterus_Phyllochaetopterus prolifica,10
BHAK-2569,Annelida,Polychaeta,,Chaetopteridae,Phyllochaetopterus,,Annelida_Polychaeta__Chaetopteridae_Phyllochaetopterus_,1
BHAK-2596,Annelida,Polychaeta,,Chaetopteridae,Spiochaetopterus,,Annelida_Polychaeta__Chaetopteridae_Spiochaetopterus_,2
BHAK289,Annelida,Polychaeta,,Maldanidae,Axiothella,Axiothella rubrocincta,Annelida_Polychaeta__Maldanidae_Axiothella_Axiothella rubrocincta,8
BHAK1913,Annelida,Polychaeta,,Maldanidae,Euclymene,,Annelida_Polychaeta__Maldanidae_Euclymene_,4
BHAK-2554,Annelida,Polychaeta,,Maldanidae,Petaloproctus,Petaloproctus borealis,Annelida_Polychaeta__Maldanidae_Petaloproctus_Petaloproctus borealis,1
BHAK-05949,Annelida,Polychaeta,,Maldanidae,Praxillella,,Annelida_Polychaeta__Maldanidae_Praxillella_,3
BHAK1070,Annelida,Polychaeta,,Maldanidae,,,Annelida_Polychaeta__Maldanidae__,4
BHAK662,Annelida,Polychaeta,,Scalibregmatidae,Hyboscolex,Hyboscolex pacificus,Annelida_Polychaeta__Scalibregmatidae_Hyboscolex_Hyboscolex pacificus,2
BHAK436,Annelida,Polychaeta,,,,,Annelida_Polychaeta____,39
BHAK-08785,Annelida,,Myzostomida,,,,Annelida__Myzostomida___,1
BHAK-0438,Annelida,,,,,,Annelida_____,40
BHAK-3319,Arthropoda,Arachnida,Mesostigmata,Eviphididae,Thinoseius,,Arthropoda_Arachnida_Mesostigmata_Eviphididae_Thinoseius_,1
BHAK-06537,Arthropoda,Arachnida,,,,,Arthropoda_Arachnida____,8
BHAK-1214,Arthropoda,Copepoda,Cyclopoida,Anthessiidae,Anthessius,,Arthropoda_Copepoda_Cyclopoida_Anthessiidae_Anthessius_,1
BHAK-1210,Arthropoda,Copepoda,Cyclopoida,Anthessiidae,,,Arthropoda_Copepoda_Cyclopoida_Anthessiidae__,5
BHAK-1219,Arthropoda,Copepoda,Cyclopoida,Ascidicolidae,Ascidicola,,Arthropoda_Copepoda_Cyclopoida_Ascidicolidae_Ascidicola_,3
BHAK-1204,Arthropoda,Copepoda,Cyclopoida,Ascidicolidae,,,Arthropoda_Copepoda_Cyclopoida_Ascidicolidae__,6
BHAK-1218,Arthropoda,Copepoda,Cyclopoida,Bomolochidae,,,Arthropoda_Copepoda_Cyclopoida_Bomolochidae__,4
BHAK-1224,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,,,Arthropoda_Copepoda_Cyclopoida_Botryllophilidae__,1
BHAK-1240,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Acanthochondria,,Arthropoda_Copepoda_Cyclopoida_Chondracanthidae_Acanthochondria_,1
BHAK-1254,Arthropoda,Copepoda,Cyclopoida,Clausiidae,Oshoroclausia,,Arthropoda_Copepoda_Cyclopoida_Clausiidae_Oshoroclausia_,1
BHAK-06174,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Euryte,,Arthropoda_Copepoda_Cyclopoida_Cyclopidae_Euryte_,2
BHAK-1242,Arthropoda,Copepoda,Cyclopoida,Lamippidae,,,Arthropoda_Copepoda_Cyclopoida_Lamippidae__,1
BHAK-1217,Arthropoda,Copepoda,Cyclopoida,Lichomolgidae,,,Arthropoda_Copepoda_Cyclopoida_Lichomolgidae__,2
BHAK-1202,Arthropoda,Copepoda,Cyclopoida,Notodelphyidae,,,Arthropoda_Copepoda_Cyclopoida_Notodelphyidae__,10
BHAK-1213,Arthropoda,Copepoda,Cyclopoida,Splanchnotrophidae,Ismaila,,Arthropoda_Copepoda_Cyclopoida_Splanchnotrophidae_Ismaila_,7
BHAK-06077,Arthropoda,Copepoda,Cyclopoida,,,,Arthropoda_Copepoda_Cyclopoida___,2
BHAK-06166,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Ameira,Ameira longipes,Arthropoda_Copepoda_Harpacticoida_Ameiridae_Ameira_Ameira longipes,5
BHAK-06170,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Ameira,,Arthropoda_Copepoda_Harpacticoida_Ameiridae_Ameira_,1
BHAK-07084,Arthropoda,Copepoda,Harpacticoida,Ameiridae,,,Arthropoda_Copepoda_Harpacticoida_Ameiridae__,5
BHAK-07545,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Mesochra,,Arthropoda_Copepoda_Harpacticoida_Canthocamptidae_Mesochra_,2
BHAK-06147,Arthropoda,Copepoda,Harpacticoida,Cletodidae,Enhydrosoma,,Arthropoda_Copepoda_Harpacticoida_Cletodidae_Enhydrosoma_,1
BHAK-06457,Arthropoda,Copepoda,Harpacticoida,Dactylopusiidae,Dactylopusia,Dactylopusia vulgaris,Arthropoda_Copepoda_Harpacticoida_Dactylopusiidae_Dactylopusia_Dactylopusia vulgaris,3
BHAK-06163,Arthropoda,Copepoda,Harpacticoida,Dactylopusiidae,Dactylopusia,,Arthropoda_Copepoda_Harpacticoida_Dactylopusiidae_Dactylopusia_,4
BHAK-06039,Arthropoda,Copepoda,Harpacticoida,Dactylopusiidae,Diarthrodes,,Arthropoda_Copepoda_Harpacticoida_Dactylopusiidae_Diarthrodes_,5
BHAK-07557,Arthropoda,Copepoda,Harpacticoida,Dactylopusiidae,Paradactylopodia,,Arthropoda_Copepoda_Harpacticoida_Dactylopusiidae_Paradactylopodia_,1
BHAK-07044,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Ectinosoma,Ectinosoma melaniceps,Arthropoda_Copepoda_Harpacticoida_Ectinosomatidae_Ectinosoma_Ectinosoma melaniceps,1
BHAK-06078,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,,,Arthropoda_Copepoda_Harpacticoida_Ectinosomatidae__,8
BHAK-07568,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Harpacticus,Harpacticus septentrionalis,Arthropoda_Copepoda_Harpacticoida_Harpacticidae_Harpacticus_Harpacticus septentrionalis,1
BHAK-07073,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Harpacticus,Harpacticus uniremis,Arthropoda_Copepoda_Harpacticoida_Harpacticidae_Harpacticus_Harpacticus uniremis,1
BHAK-06031,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Harpacticus,,Arthropoda_Copepoda_Harpacticoida_Harpacticidae_Harpacticus_,8
BHAK-3637,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Tigriopus,,Arthropoda_Copepoda_Harpacticoida_Harpacticidae_Tigriopus_,2
BHAK-06176,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Zaus,,Arthropoda_Copepoda_Harpacticoida_Harpacticidae_Zaus_,5
BHAK-07555,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,,,Arthropoda_Copepoda_Harpacticoida_Harpacticidae__,1
BHAK-07442,Arthropoda,Copepoda,Harpacticoida,Laophontidae,Echinolaophonte,,Arthropoda_Copepoda_Harpacticoida_Laophontidae_Echinolaophonte_,2
BHAK-06074,Arthropoda,Copepoda,Harpacticoida,Laophontidae,Heterolaophonte,Heterolaophonte longisetigera,Arthropoda_Copepoda_Harpacticoida_Laophontidae_Heterolaophonte_Heterolaophonte longisetigera,1
BHAK-06073,Arthropoda,Copepoda,Harpacticoida,Laophontidae,Heterolaophonte,,Arthropoda_Copepoda_Harpacticoida_Laophontidae_Heterolaophonte_,2
BHAK-07443,Arthropoda,Copepoda,Harpacticoida,Laophontidae,Laophonte,Laophonte cornuta,Arthropoda_Copepoda_Harpacticoida_Laophontidae_Laophonte_Laophonte cornuta,1
BHAK-07086,Arthropoda,Copepoda,Harpacticoida,Laophontidae,Paralaophonte,,Arthropoda_Copepoda_Harpacticoida_Laophontidae_Paralaophonte_,1
BHAK-07046,Arthropoda,Copepoda,Harpacticoida,Laophontidae,,,Arthropoda_Copepoda_Harpacticoida_Laophontidae__,6
BHAK-07045,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Amonardia,Amonardia normani,Arthropoda_Copepoda_Harpacticoida_Miraciidae_Amonardia_Amonardia normani,2
BHAK-06038,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Amonardia,Amonardia perturbata,Arthropoda_Copepoda_Harpacticoida_Miraciidae_Amonardia_Amonardia perturbata,2
BHAK-07079,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Amonardia,,Arthropoda_Copepoda_Harpacticoida_Miraciidae_Amonardia_,1
BHAK-07089,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Amphiascoides,,Arthropoda_Copepoda_Harpacticoida_Miraciidae_Amphiascoides_,2
BHAK-06171,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Amphiascopsis,Amphiascopsis cinctus,Arthropoda_Copepoda_Harpacticoida_Miraciidae_Amphiascopsis_Amphiascopsis cinctus,1
BHAK-06162,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Diosaccus,Diosaccus spinatus,Arthropoda_Copepoda_Harpacticoida_Miraciidae_Diosaccus_Diosaccus spinatus,2
BHAK-07050,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Diosaccus,,Arthropoda_Copepoda_Harpacticoida_Miraciidae_Diosaccus_,1
BHAK-07100,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Robertsonia,,Arthropoda_Copepoda_Harpacticoida_Miraciidae_Robertsonia_,1
BHAK-06146,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Sarsamphiascus,Sarsamphiascus minutus,Arthropoda_Copepoda_Harpacticoida_Miraciidae_Sarsamphiascus_Sarsamphiascus minutus,1
BHAK-07062,Arthropoda,Copepoda,Harpacticoida,Miraciidae,,,Arthropoda_Copepoda_Harpacticoida_Miraciidae__,3
BHAK-07071,Arthropoda,Copepoda,Harpacticoida,Nannopodidae,Huntemannia,Huntemannia jadensis,Arthropoda_Copepoda_Harpacticoida_Nannopodidae_Huntemannia_Huntemannia jadensis,2
BHAK-07444,Arthropoda,Copepoda,Harpacticoida,Normanellidae,Normanella,,Arthropoda_Copepoda_Harpacticoida_Normanellidae_Normanella_,2
BHAK-07049,Arthropoda,Copepoda,Harpacticoida,Orthopsyllidae,Orthopsyllus,,Arthropoda_Copepoda_Harpacticoida_Orthopsyllidae_Orthopsyllus_,2
BHAK-06459,Arthropoda,Copepoda,Harpacticoida,Parastenheliidae,Parastenhelia,Parastenhelia spinosa,Arthropoda_Copepoda_Harpacticoida_Parastenheliidae_Parastenhelia_Parastenhelia spinosa,2
BHAK-06033,Arthropoda,Copepoda,Harpacticoida,Peltidiidae,,,Arthropoda_Copepoda_Harpacticoida_Peltidiidae__,3
BHAK-07068,Arthropoda,Copepoda,Harpacticoida,Porcellidiidae,Porcellidium,,Arthropoda_Copepoda_Harpacticoida_Porcellidiidae_Porcellidium_,4
BHAK-07056,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Danielssenia,,Arthropoda_Copepoda_Harpacticoida_Pseudotachidiidae_Danielssenia_,1
BHAK-06173,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Xouthous,,Arthropoda_Copepoda_Harpacticoida_Pseudotachidiidae_Xouthous_,4
BHAK-06035,Arthropoda,Copepoda,Harpacticoida,Tegastidae,,,Arthropoda_Copepoda_Harpacticoida_Tegastidae__,2
BHAK-07048,Arthropoda,Copepoda,Harpacticoida,Thalestridae,Amenophia,,Arthropoda_Copepoda_Harpacticoida_Thalestridae_Amenophia_,3
BHAK-06071,Arthropoda,Copepoda,Harpacticoida,Thalestridae,Parathalestris,,Arthropoda_Copepoda_Harpacticoida_Thalestridae_Parathalestris_,5
BHAK-07550,Arthropoda,Copepoda,Harpacticoida,Thalestridae,Thalestris,,Arthropoda_Copepoda_Harpacticoida_Thalestridae_Thalestris_,1
BHAK-07553,Arthropoda,Copepoda,Harpacticoida,Thalestridae,,,Arthropoda_Copepoda_Harpacticoida_Thalestridae__,3
BHAK-06143,Arthropoda,Copepoda,Harpacticoida,Tisbidae,Scutellidium,Scutellidium sp. 2JC,Arthropoda_Copepoda_Harpacticoida_Tisbidae_Scutellidium_Scutellidium sp. 2JC,1
BHAK-06142,Arthropoda,Copepoda,Harpacticoida,Tisbidae,Scutellidium,,Arthropoda_Copepoda_Harpacticoida_Tisbidae_Scutellidium_,6
BHAK-06161,Arthropoda,Copepoda,Harpacticoida,Tisbidae,Tisbe,,Arthropoda_Copepoda_Harpacticoida_Tisbidae_Tisbe_,12
BHAK-07099,Arthropoda,Copepoda,Harpacticoida,,,,Arthropoda_Copepoda_Harpacticoida___,1
BHAK-07551,Arthropoda,Copepoda,Monstrilloida,,,,Arthropoda_Copepoda_Monstrilloida___,1
BHAK-1249,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Caligus,Caligus clemensi,Arthropoda_Copepoda_Siphonostomatoida_Caligidae_Caligus_Caligus clemensi,1
BHAK-1239,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Caligus,,Arthropoda_Copepoda_Siphonostomatoida_Caligidae_Caligus_,1
BHAK-1260,Arthropoda,Copepoda,Siphonostomatoida,Lernaeopodidae,Clavella,,Arthropoda_Copepoda_Siphonostomatoida_Lernaeopodidae_Clavella_,1
BHAK-1206,Arthropoda,Copepoda,,,Arthurhumesia,Arthurhumesia canadiensis,Arthropoda_Copepoda___Arthurhumesia_Arthurhumesia canadiensis,4
BHAK-0619,Arthropoda,Copepoda,,,,,Arthropoda_Copepoda____,3
BHAK-3018,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,Arthropoda_Insecta_Coleoptera_Staphylinidae__,3
BHAK-03952,Arthropoda,Insecta,Diptera,Chamaemyiidae,,,Arthropoda_Insecta_Diptera_Chamaemyiidae__,1
BHAK-1025,Arthropoda,Insecta,Diptera,Chironomidae,,,Arthropoda_Insecta_Diptera_Chironomidae__,4
BHAK-3240,Arthropoda,Insecta,Diptera,,,,Arthropoda_Insecta_Diptera___,5
BHAK-0897,Arthropoda,Insecta,Hemiptera,,,,Arthropoda_Insecta_Hemiptera___,2
BHAK-06599,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca cristata,Arthropoda_Malacostraca_Amphipoda_Ampeliscidae_Ampelisca_Ampelisca cristata,1
BHAK-3322,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca fageri,Arthropoda_Malacostraca_Amphipoda_Ampeliscidae_Ampelisca_Ampelisca fageri,1
BHAK-3301,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca hancocki,Arthropoda_Malacostraca_Amphipoda_Ampeliscidae_Ampelisca_Ampelisca hancocki,2
BHAK-3321,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca lobata,Arthropoda_Malacostraca_Amphipoda_Ampeliscidae_Ampelisca_Ampelisca lobata,2
BHAK2783,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca pugetica,Arthropoda_Malacostraca_Amphipoda_Ampeliscidae_Ampelisca_Ampelisca pugetica,2
BHAK-06843,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca unsocalae,Arthropoda_Malacostraca_Amphipoda_Ampeliscidae_Ampelisca_Ampelisca unsocalae,1
BHAK-3302,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Byblis,Byblis millsi,Arthropoda_Malacostraca_Amphipoda_Ampeliscidae_Byblis_Byblis millsi,1
BHAK-07664,Arthropoda,Malacostraca,Amphipoda,Amphilochidae,Apolochus,Apolochus staudei,Arthropoda_Malacostraca_Amphipoda_Amphilochidae_Apolochus_Apolochus staudei,1
BHAK-06899,Arthropoda,Malacostraca,Amphipoda,Amphilochidae,Hourstonius,Hourstonius vilordes,Arthropoda_Malacostraca_Amphipoda_Amphilochidae_Hourstonius_Hourstonius vilordes,2
BHAK2949,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe dalli,Arthropoda_Malacostraca_Amphipoda_Ampithoidae_Ampithoe_Ampithoe dalli,4
